HSA #,HSA name,State,Medicare enrollees (2015),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)"
1084,Valley,AL,4283,7817.67,9078.86,3086.24,3879.77,2016.21,2182.82,1605.09,1783.21,405.64,475.71,484.58,556.49,229.27,208.41
1085,Vernon,AL,1478,9764.07,11103.13,4104.76,4932.73,2524.67,2644.59,1851.61,2115.67,597.8,688.68,462.13,534.55,234.34,210.9
1086,Wedowee,AL,1378,8029.96,9464.1,3022.76,4030.7,2124.09,2230.14,1572.9,1753.72,429.07,500.6,710.25,819,218.03,202.17
1088,Winfield,AL,2492,9857.31,11553,4230.29,5356.31,2407.79,2558.53,1742.88,2005.69,671.21,764.49,581.08,692.19,258.31,232.6
4001,Arkadelphia,AR,2742,7339.9,8513.25,3459.22,4401.86,2113.25,2188.59,1087.02,1211.76,298.41,336.82,144.44,147.77,231.85,215.61
4002,Ashdown,AR,1428,10724.06,12320.43,5032.91,6184.86,2474.49,2524.42,1540.18,1752.58,764,881.56,657.29,766.76,308.62,283.04
4003,Batesville,AR,7243,9153.22,10658.12,3992.88,4989.66,2086.66,2202.14,1880.21,2168.49,636.01,739.41,229.93,262.49,334.1,316.22
4004,Benton,AR,8888,9166.85,10407.03,3986.81,4898.3,2557.4,2688.53,1558.41,1697.91,423.45,460.39,444.07,433.54,201.49,239.19
4005,Bentonville,AR,8195,8269.86,9034.22,3174.18,3758.7,2731.57,2853.53,1474.59,1560.11,386.29,409.17,207.96,179.23,276.74,260.65
4006,Berryville,AR,1994,7540.97,8219.05,3301.97,3692.48,1918.74,1970.61,1530.32,1723.08,268.4,312.25,250.83,276.72,262.08,239.62
4007,Blytheville,AR,2776,9028.67,10246.64,4344.15,5203.14,2392.4,2515.92,1446.79,1618.75,369,423.45,189.93,213.19,274.4,258.91
4008,Booneville,AR,1018,10030.68,11252.43,4918.42,5626.52,1931.1,2035.24,2007.76,2306.12,448.61,519.29,480.92,538.6,263.65,247.81
4010,Calico Rock,AR,1408,8159.31,9773.09,3220.05,4347.35,1788.33,1853.74,1925.12,2204.29,617.58,713.8,439.9,523.37,191.38,176.89
4011,Camden,AR,3086,8428.63,9743.06,3722.19,4619.67,2155.59,2269.29,1601.22,1817.64,357.39,413.61,275.68,317.02,312.34,289.58
4012,Cherokee Village,AR,1969,9111.35,10322.44,3922.13,4616.63,2043.3,2135.24,1781.12,2037.98,788.4,916.33,376.84,443.57,233.64,222.61
4013,Clarksville,AR,2618,7663.43,8627.76,3704.56,4355.83,1864.89,1958.66,1353.1,1541.86,251.32,289.5,246.62,259.55,241.65,224.66
4015,Conway,AR,10754,8589.27,9748.51,3707.75,4523.21,2507.13,2628.75,1417.15,1542.68,350.26,382.66,452.99,505.8,155.1,176.98
4017,Crossett,AR,3039,10596.23,12198,4907.89,6037.14,2560.37,2656.32,2154.01,2454.21,412.58,476.43,243.44,281.12,279.68,260.24
4018,Danville,AR,1522,9089.08,10490.38,4587.67,5632.51,1854.97,1931.22,1686.65,1913.34,546.59,636.61,149.26,137.47,283.16,262.04
4019,Dardanelle,AR,1272,9535.81,10919.55,5002.18,6002.08,1980.62,2077.55,1713.15,1960.03,296.53,338.31,300.87,322.23,258.19,240.88
4020,De Queen,AR,2164,10500.22,12712.41,4824.3,6521.73,2347.8,2440.34,1410.48,1611.34,1099.05,1273.64,545.73,639.9,329.51,306.1
4021,De Witt,AR,1019,8834.68,10245.71,4227.92,5270.21,2002.86,2076.9,1852.86,2094.58,276.09,318.97,205.9,229.31,260.19,249.06
4023,Dumas,AR,963,9101.41,10639.85,4185.87,5323.06,1979.12,2048.54,1936.59,2187.72,452.66,523.02,191.84,205.83,302.98,281.33
4024,El Dorado,AR,6217,8327.3,9431.42,3717.48,4457.81,2282.84,2397.53,1356.68,1538.68,383.97,442.96,272.64,298.53,311.68,288.73
4025,Eureka Springs,AR,1677,8529.71,9464.25,3874.18,4526.37,2359.19,2435.81,1549.35,1730.63,328.13,374.29,178.52,180.83,206.41,190.74
4026,Fayetteville,AR,11099,7770.71,8346.51,3384.02,3820.05,2427.65,2527.8,954.46,1012.03,432.7,460.65,302.13,279.58,265.96,246.31
4027,Fordyce,AR,1090,8603.92,9951.28,3708.14,4626.98,1886.09,1955.95,2098.12,2359.81,478.78,553.01,193.85,221.31,220.84,204.58
4028,Forrest City,AR,2833,8269.9,9167.2,3594.66,4128.67,2151.63,2250.41,1341.15,1490.67,457.96,517.94,383.59,457.15,339.04,315.59
4029,Fort Smith,AR,25063,9289.81,10537.19,4240.05,5080.49,2269.42,2381.71,1489.98,1692.76,690.99,785.56,374.09,393.06,242.93,225.16
4030,Gravette,AR,1231,9533.03,10554.56,4918.59,5735.31,1959.36,2048.86,1743.07,1856.58,397.96,424.39,281.79,278.68,239.2,221.05
4031,Harrison,AR,7668,7627.22,8710.11,3359.24,4128.33,2046.05,2126.3,1446.56,1638.63,266.22,307.55,234.83,257.01,261.14,246.5
4032,Heber Springs,AR,3010,7552.37,8685.61,3182.77,3988.65,2225.79,2333.4,1206.24,1360.17,329.98,381.8,341.47,382.31,257.26,239.03
4033,Helena,AR,2301,7936.4,8872.25,3443.29,3986.63,1932.95,2014.85,1462.83,1634.68,390.47,448.89,457.74,543.23,243.25,225.22
4034,Hope,AR,2616,8729.53,10093.42,4177.55,5160.77,2081.16,2168.72,1236.04,1395.51,539.35,623.63,426.33,498.24,273.25,251.98
4035,Hot Springs,AR,22777,8538.89,9582.93,3517.01,4290.22,2504.17,2639.2,1362.4,1467.07,368.78,396.97,549.79,580.03,237.16,217.72
4038,Jacksonville,AR,8755,8987.42,10137.05,4051.22,4896.51,2721.89,2841.48,1311.29,1431.47,360.05,393.83,347.3,361.42,189.63,216.71
4039,Jonesboro,AR,16819,9333.18,10869.42,4517.29,5694.58,2194.66,2289.8,1689.92,1906.48,406.96,462.18,242.93,264.66,285.17,265.25
4040,Lake Village,AR,1533,9267.02,11092.96,4531.64,5842.67,1908.71,2051.54,1893.34,2159.91,330.5,381.47,313.67,367.02,244.22,228.14
4041,Little Rock,AR,37346,8384.94,9335.68,3588,4232.99,2567.48,2681.7,1325.86,1451.45,351.37,386.84,368.01,379.14,187.6,205.73
4042,Magnolia,AR,3481,8498.23,9511.68,3984.59,4605.17,2209.85,2333.18,1394.27,1577.24,253.99,290.54,378.12,442.79,276.87,255.52
4043,Malvern,AR,3788,8847.87,10096.15,3948.32,4867.65,2525.66,2656.17,1287.05,1422.62,418.64,457.89,404.48,449.15,267.73,253.56
4045,McGehee,AR,1419,11796.73,13223.99,5926.33,6877.58,2364.55,2397.03,2627.57,2999.73,316.18,364.58,276.22,304.76,221.62,200.09
4046,Mena,AR,3374,8244.36,9258.3,3728.61,4377.15,1964.42,2037.1,1384.61,1563.53,569.24,659.03,363.94,419.57,261.93,246.37
4047,Monticello,AR,2103,9567.18,11164.83,4564.67,5740.03,2284.42,2366.33,1483.06,1681.35,527.61,609.93,401.07,458.97,295.68,288.25
4048,Morrilton,AR,2579,7798.88,8883.43,3513.35,4278.57,2006.71,2102.37,1416.97,1580.12,317.02,363.34,301.71,333.35,241.12,223.43
4049,Mountain Home,AR,12006,7698.71,8866.78,3232.49,3989.71,2021.36,2124.27,1442.84,1650.84,473.62,547.9,297.54,351.31,232.31,217.64
4050,Mountain View,AR,2417,9395.87,10832.4,4210.31,5197.91,2079.35,2132.9,1823.04,2094.9,825.81,960.01,195.56,227.46,288,270.39
4051,Murfreesboro,AR,841,7720.25,9168.75,3564.57,4779.56,1983.71,2046.31,1328.5,1472.56,409.2,468.95,188.94,189.73,236.83,218.1
4052,Nashville,AR,2185,9245.52,10983.99,4288.76,5603.57,2157.04,2221.76,1398.67,1588.81,599.97,694.73,571.29,672.81,257.43,239.13
4053,Newport,AR,2880,9867.26,11339.59,4935.93,5966.02,2199.36,2311.71,1758,2008.94,494.1,573.06,176.97,198.79,300.11,282.01
4054,North Little Rock,AR,11434,8231.44,9141.12,3508.22,4114.48,2602.4,2729.64,1234.83,1343.36,344.86,375.43,376.47,385.88,169.19,195.4
4055,Osceola,AR,1151,9618.94,11474.84,4643.51,6100.91,2382.8,2484.32,1497.64,1689.77,421.18,483.05,452.3,521.19,234.12,219.66
4056,Ozark,AR,1478,9651.32,10738.44,4437.88,5073.25,2158.55,2229.96,2011.49,2304.43,493.25,561.72,359.16,394.98,202.28,187.94
4057,Paragould,AR,5781,9248.59,10754.64,4758.07,5917.28,2135.02,2219.32,1558.74,1772.19,359.24,413.86,211.22,231.1,238.19,222.39
4059,Piggott,AR,1099,10268.69,13183.33,4801.14,7137.53,1608.95,1684.08,2813.86,3208.18,676.82,786.88,142.53,162.96,258.8,249.65
4060,Pine Bluff,AR,9571,8552.28,9313.68,3874.93,4338.89,2423.41,2534.24,1380.47,1521.9,294.53,326.02,352.77,379.46,233.43,219.08
4061,Pocahontas,AR,2301,8953.87,10088.1,4165.63,4905.51,2033.69,2093.61,1603.9,1824.84,702.31,816.48,225.21,250.38,243.39,221.75
4062,Prescott,AR,801,7736.27,9122.48,3741.36,4826.61,2138.2,2214.22,994.21,1116.01,306.31,353.45,377.06,442.11,181.94,169.13
4063,Rogers,AR,6896,8080.16,8756.76,3312.47,3827.91,2452.97,2561.33,1348.13,1432.88,415,442,275.74,241.22,266.82,246.35
4064,Russellville,AR,6715,8284.09,9467.46,3902.12,4743.45,2119.67,2235.95,1408.28,1600.4,272.07,315.26,293.61,306.29,284.98,267.46
4065,Salem,AR,930,8798.53,10817.45,3962.71,5470.57,1631.29,1712.55,1767.45,2037.12,987.6,1146.71,247.28,296.94,262.11,244.21
4066,Searcy,AR,12676,8902.27,10212.27,4098.37,5002.7,2119.51,2213.73,1753.68,2003.28,430.75,498.42,238.62,259.05,257.9,238.99
4067,Siloam Springs,AR,4110,8572.02,9361.77,3642.27,4209.59,2457.86,2547.55,1248.59,1344.74,660.78,722.26,353.01,345.89,249.9,233.73
4068,Springdale,AR,8225,8833.18,9566.09,3938.9,4512.07,2552.04,2663.3,1200.65,1275.2,545.73,582.78,328.46,290.98,269.33,246.33
4069,Stuttgart,AR,2727,7961.16,8844.69,3669.49,4250.55,1980.17,2045.69,1428.66,1609.48,318.34,363.1,339.7,365.59,220.58,200.71
4070,Texarkana,AR,5148,9232.1,10612.91,4336.68,5282.15,2242.88,2355.57,1171.05,1327.81,502.49,575.93,747.13,871.27,271.64,251.24
4072,Waldron,AR,1070,8074.56,9336.1,3590.28,4396.36,1669.55,1752.2,2018.7,2320.87,325.3,382.28,242.08,280.73,218.85,203.33
4074,Warren,AR,1799,9548.99,11001.83,3729.15,4671.86,2318.51,2381.99,2196.1,2497.57,875.7,1012.76,131.69,146.7,267.62,243.85
4075,West Memphis,AR,5202,9401.5,9954.61,4471.26,4722.17,2543.19,2679.31,1308.54,1388.89,605.74,668.61,209.21,221.07,241.45,254.99
4076,Wynne,AR,2330,8956.66,10391.59,3952.53,4998.8,2133.95,2204.8,1694.64,1905.78,495.52,568.65,419.78,481.87,264.28,244.43
3002,Bisbee,AZ,1194,7211.87,7331.47,3156.37,3262.66,2053.37,2010.32,1310.01,1348.87,200.45,206.25,309.78,338.87,169.11,156.42
3003,Bullhead City,AZ,12009,9257.27,9343.03,4169.3,4271.72,2910.67,2893.8,1190.69,1199.99,304.15,305.37,545.25,556.87,167.51,152.53
3004,Casa Grande,AZ,10963,9506.85,9497.8,3757.99,3795.63,3209.82,3209.36,1401.57,1362.99,349.02,337.82,661.69,654.14,165.1,177.5
3005,Chandler,AZ,16602,9959.15,9931.97,3647.01,3703.26,3926.58,3909.23,1186.58,1151.15,474.89,459.74,521.56,492.71,181.46,194.57
3006,Cottonwood,AZ,14821,8843.33,7955.36,3826.33,3099.99,2755.47,2712.34,1258.92,1173.02,316.16,294.76,467.27,465.17,214,195.98
3007,Douglas,AZ,1105,8742.89,8557.81,4315.77,4074.22,2250.04,2218.42,1595.53,1672.29,189.53,197.57,231.54,260.78,199.71,178.41
3008,Flagstaff,AZ,7366,8944.53,7611.3,4072.67,2934,2665.96,2649.02,1034.75,930.74,321.87,293.81,665.8,607.69,257.88,234.66
3009,Florence,AZ,1836,9585.41,9363.16,3768.04,3565.1,3316.18,3347.79,1306.63,1269.53,411.69,396.26,616.13,588.97,188.8,202.74
3010,Ganado,AZ,2555,9621.88,8462.31,4730.54,3640.11,2460.76,2438.98,1841.47,1883.24,32,29.91,84.72,74.82,84.25,78.85
3014,Kingman,AZ,10237,9798.18,9562.77,4559.18,4269.68,2496.41,2509.46,1785.3,1821.22,204.97,209.77,500.48,513.73,243.43,224.7
3015,Lake Havasu City,AZ,11840,8635,8689.17,3196,3196.61,2835.23,2881.93,1517.07,1538.03,232.26,236.33,618.02,623.54,219.11,199.75
