HSAID,HSANAME,HRRID,HRRNAME
46019,UT- NEPHI,422,UT- PROVO
46020,UT- OGDEN,421,UT- OGDEN
46022,UT- PANGUITCH,423,UT- SALT LAKE CITY
46023,UT- PAYSON,422,UT- PROVO
46024,UT- PRICE,423,UT- SALT LAKE CITY
46025,UT- PROVO,422,UT- PROVO
46026,UT- RICHFIELD,423,UT- SALT LAKE CITY
46027,UT- ROOSEVELT,423,UT- SALT LAKE CITY
46028,UT- SALT LAKE CITY,423,UT- SALT LAKE CITY
46030,UT- ST GEORGE,423,UT- SALT LAKE CITY
46032,UT- TREMONTON,421,UT- OGDEN
46033,UT- VERNAL,423,UT- SALT LAKE CITY
47002,VT- BENNINGTON,295,NY- ALBANY
47003,VT- BERLIN,424,VT- BURLINGTON
47004,VT- BRATTLEBORO,281,NH- LEBANON
47005,VT- BURLINGTON,424,VT- BURLINGTON
47006,VT- MIDDLEBURY,424,VT- BURLINGTON
47007,VT- MORRISVILLE,424,VT- BURLINGTON
47008,VT- NEWPORT,281,NH- LEBANON
47009,VT- RANDOLPH,281,NH- LEBANON
47010,VT- RUTLAND,424,VT- BURLINGTON
47011,VT- SPRINGFIELD,281,NH- LEBANON
47012,VT- ST ALBANS,424,VT- BURLINGTON
47013,VT- ST JOHNSBURY,281,NH- LEBANON
47014,VT- TOWNSHEND,281,NH- LEBANON
47015,VT- WINDSOR,281,NH- LEBANON
49001,VA- ABINGDON,376,TN- KINGSPORT
49002,VA- ALEXANDRIA,426,VA- ARLINGTON
49003,VA- ARLINGTON,426,VA- ARLINGTON
49004,VA- BEDFORD,428,VA- LYNCHBURG
49005,VA- BIG STONE GAP,376,TN- KINGSPORT
49006,VA- BLACKSBURG,432,VA- ROANOKE
49007,VA- CHARLOTTESVILLE,427,VA- CHARLOTTESVILLE
49008,VA- CHESAPEAKE,430,VA- NORFOLK
49009,VA- CLINTWOOD,376,TN- KINGSPORT
49010,VA- CULPEPER,427,VA- CHARLOTTESVILLE
49011,VA- DANVILLE,312,NC- DURHAM
49012,VA- EMPORIA,431,VA- RICHMOND
49013,VA- FAIRFAX,426,VA- ARLINGTON
49014,VA- FALLS CHURCH,426,VA- ARLINGTON
49015,VA- FARMVILLE,431,VA- RICHMOND
49016,VA- FRANKLIN,430,VA- NORFOLK
49017,VA- FREDERICKSBURG,431,VA- RICHMOND
49018,VA- FRONT ROYAL,435,VA- WINCHESTER
49019,VA- GALAX,320,NC- WINSTON-SALEM
49020,VA- GLOUCESTER,429,VA- NEWPORT NEWS
49021,VA- GRUNDY,376,TN- KINGSPORT
49022,VA- HAMPTON,429,VA- NEWPORT NEWS
49023,VA- HARRISONBURG,427,VA- CHARLOTTESVILLE
49024,VA- HOPEWELL,431,VA- RICHMOND
49025,VA- HOT SPRINGS,427,VA- CHARLOTTESVILLE
49026,VA- KILMARNOCK,431,VA- RICHMOND
49027,VA- LEBANON,376,TN- KINGSPORT
49028,VA- LEESBURG,426,VA- ARLINGTON
49029,VA- LEXINGTON,432,VA- ROANOKE
49030,VA- LOW MOOR,432,VA- ROANOKE
49031,VA- LURAY,435,VA- WINCHESTER
49032,VA- LYNCHBURG,428,VA- LYNCHBURG
49033,VA- MANASSAS,426,VA- ARLINGTON
49034,VA- MARION,376,TN- KINGSPORT
49035,VA- MARTINSVILLE,312,NC- DURHAM
49036,VA- NASSAWADOX,430,VA- NORFOLK
49037,VA- NEWPORT NEWS,429,VA- NEWPORT NEWS
49038,VA- NORFOLK,430,VA- NORFOLK
49039,VA- NORTON,376,TN- KINGSPORT
49040,VA- PEARISBURG,432,VA- ROANOKE
49041,VA- PENNINGTON GAP,376,TN- KINGSPORT
49042,VA- PETERSBURG,431,VA- RICHMOND
49043,VA- PORTSMOUTH,430,VA- NORFOLK
49044,VA- PULASKI,432,VA- ROANOKE
49045,VA- RADFORD,432,VA- ROANOKE
49046,VA- RESTON,426,VA- ARLINGTON
49047,VA- RICHLANDS,376,TN- KINGSPORT
49048,VA- RICHMOND,431,VA- RICHMOND
49049,VA- ROANOKE,432,VA- ROANOKE
49050,VA- ROCKY MOUNT,432,VA- ROANOKE
49051,VA- SALEM,432,VA- ROANOKE
49052,VA- SOUTH BOSTON,312,NC- DURHAM
49053,VA- SOUTH HILL,431,VA- RICHMOND
49054,VA- STAUNTON,427,VA- CHARLOTTESVILLE
49055,VA- STUART,320,NC- WINSTON-SALEM
49056,VA- SUFFOLK,430,VA- NORFOLK
49057,VA- TAPPAHANNOCK,431,VA- RICHMOND
49058,VA- TAZEWELL,432,VA- ROANOKE
49059,VA- VIRGINIA BEACH,430,VA- NORFOLK
49060,VA- WARRENTON,426,VA- ARLINGTON
49062,VA- WILLIAMSBURG,429,VA- NEWPORT NEWS
49063,VA- WINCHESTER,435,VA- WINCHESTER
49065,VA- WOODBRIDGE,426,VA- ARLINGTON
49066,VA- WOODSTOCK,435,VA- WINCHESTER
49067,VA- WYTHEVILLE,432,VA- ROANOKE
50001,WA- ABERDEEN,439,WA- SEATTLE
50002,WA- ANACORTES,437,WA- EVERETT
50003,WA- ARLINGTON,437,WA- EVERETT
50004,WA- AUBURN,439,WA- SEATTLE
50005,WA- BELLEVUE,439,WA- SEATTLE
50006,WA- BELLINGHAM,439,WA- SEATTLE
50007,WA- BREMERTON,439,WA- SEATTLE
50008,WA- BREWSTER,440,WA- SPOKANE
50009,WA- CENTRALIA,438,WA- OLYMPIA
50010,WA- CHELAN,440,WA- SPOKANE
50011,WA- CHEWELAH,440,WA- SPOKANE
50012,WA- CLARKSTON,440,WA- SPOKANE
50013,WA- COLFAX,440,WA- SPOKANE
50014,WA- COLVILLE,440,WA- SPOKANE
50015,WA- COUPEVILLE,437,WA- EVERETT
50016,WA- DAVENPORT,440,WA- SPOKANE
50017,WA- DAYTON,440,WA- SPOKANE
50018,WA- EDMONDS,439,WA- SEATTLE
50019,WA- ELLENSBURG,442,WA- YAKIMA
50020,WA- ENUMCLAW,439,WA- SEATTLE
50022,WA- EVERETT,437,WA- EVERETT
50023,WA- FEDERAL WAY,439,WA- SEATTLE
50024,WA- FORKS,439,WA- SEATTLE
50025,WA- GOLDENDALE,344,OR- PORTLAND
50026,WA- GRAND COULEE,440,WA- SPOKANE
50027,WA- ILWACO,344,OR- PORTLAND
50028,WA- KENNEWICK,440,WA- SPOKANE
50029,WA- KIRKLAND,439,WA- SEATTLE
50031,WA- LONGVIEW,344,OR- PORTLAND
50033,WA- MONROE,437,WA- EVERETT
50034,WA- MORTON,438,WA- OLYMPIA
50035,WA- MOSES LAKE,440,WA- SPOKANE
50036,WA- MOUNT VERNON,437,WA- EVERETT
50039,WA- OLYMPIA,438,WA- OLYMPIA
50040,WA- OMAK,440,WA- SPOKANE
50041,WA- OTHELLO,440,WA- SPOKANE
50042,WA- PASCO,440,WA- SPOKANE
50044,WA- PORT ANGELES,439,WA- SEATTLE
50045,WA- PORT TOWNSEND,439,WA- SEATTLE
50046,WA- PROSSER,442,WA- YAKIMA
50047,WA- PULLMAN,440,WA- SPOKANE
50048,WA- PUYALLUP,441,WA- TACOMA
50050,WA- RENTON,439,WA- SEATTLE
50051,WA- REPUBLIC,440,WA- SPOKANE
50052,WA- RICHLAND,440,WA- SPOKANE
50053,WA- RITZVILLE,440,WA- SPOKANE
50054,WA- SEATTLE,439,WA- SEATTLE
50056,WA- SHELTON,438,WA- OLYMPIA
50058,WA- SOUTH BEND,438,WA- OLYMPIA
50059,WA- SPOKANE,440,WA- SPOKANE
50060,WA- SUNNYSIDE,442,WA- YAKIMA
50061,WA- TACOMA,441,WA- TACOMA
50062,WA- TONASKET,440,WA- SPOKANE
50063,WA- TOPPENISH,442,WA- YAKIMA
50064,WA- VANCOUVER,344,OR- PORTLAND
50065,WA- WALLA WALLA,440,WA- SPOKANE
50066,WA- WENATCHEE,440,WA- SPOKANE
50067,WA- WHITE SALMON,344,OR- PORTLAND
50068,WA- YAKIMA,442,WA- YAKIMA
51001,WV- BECKLEY,443,WV- CHARLESTON
51002,WV- BERKELEY SPRINGS,435,VA- WINCHESTER
51003,WV- BLUEFIELD,432,VA- ROANOKE
51004,WV- BUCKHANNON,443,WV- CHARLESTON
51005,WV- CHARLESTON,443,WV- CHARLESTON
51006,WV- CLARKSBURG,445,WV- MORGANTOWN
51007,WV- ELKINS,445,WV- MORGANTOWN
51008,WV- FAIRMONT,445,WV- MORGANTOWN
51009,WV- GASSAWAY,443,WV- CHARLESTON
51010,WV- GLEN DALE,357,PA- PITTSBURGH
51011,WV- GRAFTON,445,WV- MORGANTOWN
51012,WV- GRANTSVILLE,443,WV- CHARLESTON
51013,WV- HINTON,443,WV- CHARLESTON
51014,WV- HUNTINGTON,444,WV- HUNTINGTON
51015,WV- HURRICANE,443,WV- CHARLESTON
51017,WV- KINGWOOD,445,WV- MORGANTOWN
51018,WV- LOGAN,443,WV- CHARLESTON
51020,WV- MAN,443,WV- CHARLESTON
51021,WV- MARLINTON,427,VA- CHARLOTTESVILLE
51022,WV- MARTINSBURG,435,VA- WINCHESTER
51023,WV- MONTGOMERY,443,WV- CHARLESTON
51024,WV- MORGANTOWN,445,WV- MORGANTOWN
51025,WV- NEW MARTINSVILLE,357,PA- PITTSBURGH
51026,WV- OAK HILL,443,WV- CHARLESTON
51027,WV- PARKERSBURG,443,WV- CHARLESTON
51028,WV- PETERSBURG,435,VA- WINCHESTER
51029,WV- PHILIPPI,445,WV- MORGANTOWN
51030,WV- POINT PLEASANT,444,WV- HUNTINGTON
51031,WV- PRINCETON,432,VA- ROANOKE
51032,WV- RANSON,435,VA- WINCHESTER
51033,WV- RICHWOOD,443,WV- CHARLESTON
51034,WV- RIPLEY,443,WV- CHARLESTON
51035,WV- ROMNEY,435,VA- WINCHESTER
51036,WV- RONCEVERTE,443,WV- CHARLESTON
51037,WV- SISTERSVILLE,443,WV- CHARLESTON
51038,WV- SOUTH CHARLESTON,443,WV- CHARLESTON
51039,WV- SPENCER,443,WV- CHARLESTON
51040,WV- SUMMERSVILLE,443,WV- CHARLESTON
51041,WV- WEBSTER SPRINGS,443,WV- CHARLESTON
51042,WV- WEIRTON,357,PA- PITTSBURGH
51043,WV- WESTON,443,WV- CHARLESTON
51044,WV- WHEELING,357,PA- PITTSBURGH
51045,WV- WILLIAMSON,443,WV- CHARLESTON
52001,WI- AMERY,256,MN- ST PAUL
52002,WI- ANTIGO,446,WI- APPLETON
52003,WI- APPLETON,446,WI- APPLETON
52004,WI- ARCADIA,448,WI- LA CROSSE
52005,WI- ASHLAND,250,MN- DULUTH
52006,WI- BALDWIN,256,MN- ST PAUL
52007,WI- BARABOO,449,WI- MADISON
52008,WI- BARRON,251,MN- MINNEAPOLIS
52009,WI- BEAVER DAM,449,WI- MADISON
52010,WI- BELOIT,449,WI- MADISON
52011,WI- BERLIN,452,WI- NEENAH
52012,WI- BLACK RIVER FALLS,450,WI- MARSHFIELD
52013,WI- BLOOMER,251,MN- MINNEAPOLIS
52014,WI- BOSCOBEL,449,WI- MADISON
52015,WI- BROOKFIELD,451,WI- MILWAUKEE
52016,WI- BURLINGTON,451,WI- MILWAUKEE
52017,WI- CHILTON,446,WI- APPLETON
52018,WI- CHIPPEWA FALLS,450,WI- MARSHFIELD
52020,WI- COLUMBUS,449,WI- MADISON
52021,WI- CUDAHY,451,WI- MILWAUKEE
52022,WI- CUMBERLAND,251,MN- MINNEAPOLIS
52023,WI- DARLINGTON,449,WI- MADISON
52024,WI- DODGEVILLE,449,WI- MADISON
52025,WI- DURAND,253,MN- ROCHESTER
52026,WI- EAGLE RIVER,456,WI- WAUSAU
52027,WI- EAU CLAIRE,251,MN- MINNEAPOLIS
52028,WI- EDGERTON,449,WI- MADISON
52029,WI- ELKHORN,451,WI- MILWAUKEE
52030,WI- FOND DU LAC,451,WI- MILWAUKEE
52031,WI- FORT ATKINSON,449,WI- MADISON
52033,WI- FRIENDSHIP,449,WI- MADISON
52034,WI- GRANTSBURG,251,MN- MINNEAPOLIS
52035,WI- GREEN BAY,447,WI- GREEN BAY
52036,WI- HARTFORD,451,WI- MILWAUKEE
52037,WI- HAYWARD,250,MN- DULUTH
52038,WI- HILLSBORO,449,WI- MADISON
52039,WI- HUDSON,256,MN- ST PAUL
52041,WI- JANESVILLE,449,WI- MADISON
52043,WI- KENOSHA,451,WI- MILWAUKEE
52044,WI- KEWAUNEE,447,WI- GREEN BAY
52045,WI- LA CROSSE,448,WI- LA CROSSE
52046,WI- LADYSMITH,450,WI- MARSHFIELD
52047,WI- LANCASTER,449,WI- MADISON
52048,WI- MADISON,449,WI- MADISON
52049,WI- MANITOWOC,447,WI- GREEN BAY
52050,WI- MARINETTE,447,WI- GREEN BAY
52051,WI- MARSHFIELD,450,WI- MARSHFIELD
52052,WI- MAUSTON,449,WI- MADISON
52053,WI- MEDFORD,450,WI- MARSHFIELD
52054,WI- MENOMONEE FALLS,451,WI- MILWAUKEE
52055,WI- MENOMONIE,251,MN- MINNEAPOLIS
52056,WI- MERRILL,456,WI- WAUSAU
52057,WI- MILWAUKEE,451,WI- MILWAUKEE
52058,WI- MONROE,449,WI- MADISON
52059,WI- NEENAH,452,WI- NEENAH
52060,WI- NEILLSVILLE,450,WI- MARSHFIELD
52061,WI- NEW LONDON,446,WI- APPLETON
52062,WI- NEW RICHMOND,256,MN- ST PAUL
52063,WI- OCONOMOWOC,451,WI- MILWAUKEE
52065,WI- OCONTO FALLS,447,WI- GREEN BAY
52066,WI- OSCEOLA,256,MN- ST PAUL
52067,WI- OSHKOSH,452,WI- NEENAH
52069,WI- PARK FALLS,450,WI- MARSHFIELD
52070,WI- PHELPS,456,WI- WAUSAU
52071,WI- PLATTEVILLE,193,IA- DUBUQUE
52072,WI- PLYMOUTH,451,WI- MILWAUKEE
52073,WI- PORT WASHINGTON,451,WI- MILWAUKEE
52074,WI- PORTAGE,449,WI- MADISON
52075,WI- PRAIRIE DU CHIEN,448,WI- LA CROSSE
52076,WI- PRAIRIE DU SAC,449,WI- MADISON
52077,WI- RACINE,451,WI- MILWAUKEE
52078,WI- REEDSBURG,449,WI- MADISON
52079,WI- RHINELANDER,456,WI- WAUSAU
52080,WI- RICE LAKE,450,WI- MARSHFIELD
52081,WI- RICHLAND CENTER,449,WI- MADISON
52082,WI- RIPON,452,WI- NEENAH
52083,WI- RIVER FALLS,256,MN- ST PAUL
52084,WI- SHAWANO,446,WI- APPLETON
52085,WI- SHEBOYGAN,451,WI- MILWAUKEE
52086,WI- SHELL LAKE,251,MN- MINNEAPOLIS
52088,WI- SPOONER,251,MN- MINNEAPOLIS
52089,WI- ST CROIX FALLS,256,MN- ST PAUL
52090,WI- STANLEY,450,WI- MARSHFIELD
52091,WI- STEVENS POINT,450,WI- MARSHFIELD
52092,WI- STOUGHTON,449,WI- MADISON
52093,WI- STURGEON BAY,447,WI- GREEN BAY
52095,WI- TOMAH,448,WI- LA CROSSE
52096,WI- TWO RIVERS,447,WI- GREEN BAY
52097,WI- VIROQUA,448,WI- LA CROSSE
52098,WI- WATERTOWN,449,WI- MADISON
52099,WI- WAUKESHA,451,WI- MILWAUKEE
52100,WI- WAUPACA,446,WI- APPLETON
52101,WI- WAUPUN,452,WI- NEENAH
52102,WI- WAUSAU,456,WI- WAUSAU
52103,WI- WEST ALLIS,451,WI- MILWAUKEE
52104,WI- WEST BEND,451,WI- MILWAUKEE
52105,WI- WHITEHALL,448,WI- LA CROSSE
52106,WI- WILD ROSE,452,WI- NEENAH
52107,WI- WISCONSIN RAPIDS,450,WI- MARSHFIELD
52108,WI- WOODRUFF,450,WI- MARSHFIELD
53001,WY- AFTON,423,UT- SALT LAKE CITY
53002,WY- BUFFALO,457,WY- CASPER
53003,WY- CASPER,457,WY- CASPER
53004,WY- CHEYENNE,104,CO- FORT COLLINS
53005,WY- CODY,274,MT- BILLINGS
53006,WY- DOUGLAS,457,WY- CASPER
53007,WY- EVANSTON,423,UT- SALT LAKE CITY
53008,WY- GILLETTE,274,MT- BILLINGS
53010,WY- JACKSON,423,UT- SALT LAKE CITY
53011,WY- KEMMERER,423,UT- SALT LAKE CITY
53012,WY- LANDER,457,WY- CASPER
53013,WY- LARAMIE,104,CO- FORT COLLINS
53014,WY- LOVELL,274,MT- BILLINGS
53015,WY- LUSK,457,WY- CASPER
53016,WY- NEWCASTLE,457,WY- CASPER
53017,WY- POWELL,274,MT- BILLINGS
53018,WY- RAWLINS,457,WY- CASPER
53019,WY- RIVERTON,457,WY- CASPER
53020,WY- ROCK SPRINGS,423,UT- SALT LAKE CITY
53021,WY- SHERIDAN,274,MT- BILLINGS
53022,WY- SUNDANCE,457,WY- CASPER
53023,WY- THERMOPOLIS,457,WY- CASPER
53024,WY- TORRINGTON,457,WY- CASPER
53025,WY- WHEATLAND,457,WY- CASPER
53026,WY- WORLAND,274,MT- BILLINGS
