HSA #,HSA name,State,Medicare enrollees (20% sample) (2008),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2008)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2008)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2008)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2008)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2008)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2008)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2008)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2008)"
2014,Valdez,AK,35,9795.28,8395.74,,,1467.66,1416.37,1037.61,958.83,,,,,,
2015,Wrangell,AK,62,5458.73,4908.48,2099.97,1758.75,922.88,885.87,2096.3,1941.81,,,,,,
2016,Barrow,AK,41,12231.55,9419.97,7670.28,5508.08,2454.16,2144.52,1390.32,1251.76,,,,,,
2017,Bethel,AK,212,7309.44,5300.77,4280.96,2755.9,1963.8,1669.57,770.24,692.68,,,,,77.12,84.16
2018,Dillingham,AK,61,13381.88,8966.16,8829.11,5068.86,1895.59,1718.08,1719.57,1537.03,,,,,,
2019,Kotzebue,AK,70,14556.9,9776.14,6969.34,3360.73,5895.58,5000.33,1843.5,1664.16,,,,,114.64,119.01
1001,Alabaster,AL,1321,9340.79,10262.29,4138.73,4785.78,2696.82,2840.74,796.41,836.69,819.42,869.06,613.89,670.41,316.43,312.87
1002,Alexander City,AL,654,7725.18,8762.21,3160.16,3705.84,2156.96,2332.8,1329.02,1506.79,441.2,504.74,263.87,335.63,374.7,373.42
1003,Andalusia,AL,754,7157.69,8402.77,3237.5,4034.15,2015.46,2203.11,670.38,755.74,586.77,672.51,368.1,460.93,282.45,281.66
1004,Anniston,AL,2535,9575.91,11080.62,4560.63,5577.41,2483.38,2658.18,897.38,1001.59,682.74,763.12,666.85,812.99,324.46,322.95
1006,Ashland,AL,446,9539.33,11104.55,5000.3,6160.41,2346.12,2467.96,794.73,895.64,652.55,743.66,397.29,496.78,361.66,363.87
1007,Athens,AL,1393,9486.28,10391.34,4323.54,4921.83,2662.71,2830.38,940.42,983.86,831.84,876.11,501.22,564.74,265.37,265.7
1008,Atmore,AL,393,8894.85,10599.92,3935.83,5131.98,2267.11,2401.16,1004.44,1138.57,861.49,983.32,612.8,729.95,245.18,247.21
1010,Bessemer,AL,1392,8761.79,9683.96,4353.6,5009.59,2428.52,2597.16,854.55,896.12,509.38,536.15,343.2,377.25,278.51,276.12
1011,Birmingham,AL,11520,8652.67,9629.88,4024.8,4678.32,2459.5,2649.37,828.43,870.28,545.96,575.79,514.41,575.77,279.98,277.82
1012,Boaz,AL,1554,9861.04,11108.48,4871.26,5742.43,2262.9,2431.89,1178.85,1321.42,778.32,839.07,435.45,453.31,387.39,383.44
1013,Brewton,AL,628,8221.37,9509.12,3541.79,4386.11,1853.3,1947.29,1145.41,1297.67,1074.4,1225.22,232.81,287.28,360.67,357.71
1014,Bridgeport,AL,217,9571.85,10654.05,5077.65,5793.74,2310.73,2482.08,685.98,742.11,860.42,962.79,,,376.56,373.3
1016,Camden,AL,179,8705.83,9822.03,3717.05,4217.98,2194.46,2276.6,850.16,957.19,348.21,398.39,1278.84,1600.95,291.14,289.82
1017,Carrollton,AL,421,8268.79,9141.56,4033.84,4496.33,1923.55,2077.27,994.49,1102.04,816.15,932.69,185.28,216.5,252.15,241.14
1018,Centre,AL,562,8572.69,9567.68,4583.99,5259.6,2159.96,2285.55,726.26,791.6,551.48,618.32,308.35,390.83,280.2,280.32
1019,Centreville,AL,197,9883.18,10629.12,4521.66,4943.63,2357.93,2539.87,1732.96,1843.88,827.78,875.44,,,339.62,335
1022,Cullman,AL,2172,8892.51,10089.91,4104.71,4781.52,2299.3,2485.6,854.34,958.01,554.11,605.97,792.85,988.83,315.54,315.58
1023,Dadeville,AL,267,8134.11,9267.6,3640.76,4192.86,1599.5,1790.92,858.99,966.45,596.82,680.29,1056,1269.9,447.78,450.33
1024,Decatur,AL,1791,8103.11,8981.63,3771.83,4332.28,2499.3,2651.38,725.56,783.5,489.74,534.69,357.03,414,261.75,273.3
1025,Demopolis,AL,458,9001.12,10494.72,4231.79,5164.68,2052.93,2192.77,819.02,911.44,626.09,715.82,926.25,1140.95,324.67,328.15
1026,Dothan,AL,4396,7629.98,8959.89,3509.39,4373.14,2103.62,2285.58,802.82,918.22,410.53,470.3,508.56,626.06,307.77,307.07
1027,Elba,AL,271,8771.31,10337.9,4326.41,5402.65,2111.43,2272.74,843.37,963.02,669.07,773.65,459.49,563.03,358.89,357.04
1028,Enterprise,AL,940,7765.1,9127.92,3472.33,4338.21,2311.3,2513.35,738.8,844.23,493.71,568.91,519.24,639.48,245.12,248.21
1029,Eufaula,AL,463,8583.77,10174.52,3695.58,4810.16,2698.5,2866.29,943.56,1071.74,449.85,520.09,518.47,632.64,316.24,317.18
1031,Evergreen,AL,206,10443.85,12202.08,5595.51,6862.17,2159.31,2302.09,1272.48,1444.67,729.85,834.14,273.56,329.42,334.41,330.01
1032,Fairhope,AL,975,7792.22,9197.96,3325.64,4258.48,2216.56,2428.83,780.39,882.18,646.34,737.9,418.17,504.24,413.63,405.85
1033,Fayette,AL,392,7968.75,8859.68,3836.36,4326.08,1818.35,1976.79,1066.57,1190.16,745.45,820.08,,,268.5,270.76
1035,Florala,AL,138,9695.86,11402.97,5622.49,6964.18,2236.83,2405.86,575.71,637.81,841.24,963.55,,,317.65,314.96
1036,Florence,AL,2698,7681.73,8819.58,3520.4,4245.22,2247.95,2450.76,603.65,665.2,619.47,684.24,436.3,528.55,270.57,270.53
1037,Foley,AL,1390,8516.56,9774.5,3295.25,4131.88,2751.76,2891.4,1183.16,1327.23,568.55,645.81,466.58,565.58,227.49,223.39
1038,Fort Payne,AL,1093,8854.32,9884.94,4155.36,4791.56,2366.91,2466,783.53,874.98,699.05,768.3,596.59,745.23,283.71,287.41
1039,Gadsden,AL,2600,10008.31,11470.98,4940.72,5950.67,2416.66,2585.51,795.76,873.68,875.48,967.26,702.42,830.66,321.47,318.42
1040,Geneva,AL,537,9351.26,11024.56,4318.93,5490.83,2233.56,2365.85,805.23,915,956.75,1084.27,725.85,889.29,395.37,396.76
1044,Greenville,AL,632,9177.6,10537.68,4251.87,5112.17,2067.46,2146.21,841.2,948.29,983.36,1125.59,707.4,863.02,299.26,300.19
1045,Grove Hill,AL,155,8975.02,10883.53,4268.94,5513.61,1466.34,1588.73,835.78,948.64,1068.05,1222.07,,,233.95,237.19
1046,Guntersville,AL,914,9162.74,10338.08,4499.28,5308.6,2250.38,2416.82,1227.77,1362.39,550.88,600.57,349.75,372.91,292.43,290.44
1047,Haleyville,AL,513,12503.85,14308.17,6896.07,8148.83,2620.19,2771.35,902.33,1001.75,808.46,905.9,1006.82,1246.36,402.72,402.12
1048,Hamilton,AL,350,9663.96,11078.09,4946.17,5812.01,2237.05,2428.46,959.57,1078.92,515.46,583.54,689.59,862.11,320.15,319.89
1049,Hartselle,AL,763,8423.63,9514.14,3510.26,4172.24,2331.1,2472.41,684.09,743.41,435.85,473.69,1205.32,1422.95,302.57,302.54
1051,Huntsville,AL,7081,8286.19,9158.46,3785.11,4394.76,2529.47,2682.86,846.84,885.15,431.02,454.92,385.4,436.73,307.57,310.98
1053,Jacksonville,AL,720,8746.57,10117.7,4282.49,5191.26,2129.94,2322.21,883.46,980.62,692.23,772.6,475.36,589.15,327.75,327.29
1054,Jasper,AL,1317,9654.17,10562.76,4523.72,5070.74,2483.55,2644.63,787.56,828.47,882.5,951.15,746.28,861.8,309.2,304.27
1056,Luverne,AL,272,6315.99,7436.99,3121.72,3848.66,1409.37,1537.52,507.96,575.26,459.55,525.29,551.22,672.44,259.97,266.29
1057,Mobile,AL,8074,8392.15,9627.56,3724.55,4469.88,2296.34,2489.66,823.91,922.33,569.53,641.98,718.37,847.49,283.34,280.5
1058,Monroeville,AL,619,7322.51,8653.74,3154.14,4047.82,2012.95,2152.57,862.25,979.79,622.29,708.8,375.66,458.82,294.6,292.86
1059,Montgomery,AL,4611,8379.98,9405.7,3762.58,4399.16,2636.5,2785.37,729.15,806.44,520.54,581.46,502.36,603.72,260.23,258.36
1060,Moulton,AL,903,10288.32,11614.94,5692.38,6616.7,2457.82,2659.96,855.63,927.44,630.83,696.4,424,502.62,284.46,287.63
1061,Muscle Shoals/Sheffield,AL,1611,9415.86,10882.65,3828,4696.85,2570.97,2785.62,772.85,835.87,826.13,916.05,1093.85,1338.53,400.33,407.08
1063,Oneonta,AL,433,9725.93,10657.2,4653.56,5270.7,2438.6,2561.6,974.86,1036.99,859.87,913.57,502.05,581.11,317.93,319.55
1064,Opelika,AL,2168,7063.62,8125.64,3183.14,3809.29,1787.57,2018.51,907.77,1005.73,343.3,385.2,580.16,637.58,274.84,278.72
1065,Opp,AL,316,10354.22,12045.26,5216,6321.2,2117.67,2289.96,1331.14,1503.59,1204.6,1379.06,,,213.94,217.74
1066,Ozark,AL,579,8228.82,9622.8,3831.93,4725.68,2147.03,2297.83,1004.97,1151.07,460.9,529.36,554.65,708.02,261.2,261.6
1068,Phenix City,AL,1171,8011.81,9033.34,3525.2,4142.23,2048.43,2230.79,905.75,989.55,431.1,480.95,811.36,911.78,345.13,342.3
1070,Prattville,AL,663,8813.18,9847.44,3953.73,4638.07,2841.42,2964.27,777.88,858.31,453.91,508.27,535.35,638.59,244.93,250.63
1071,Red Bay,AL,176,11827.13,13304.83,7070.85,8034.7,1972.15,2124.72,962.11,1064.98,834.16,947.26,,,452.39,451.13
1072,Roanoke,AL,344,11215.84,12749.86,5472.45,6447.16,2159.41,2329.45,1789.69,2024.99,848.55,965.91,318.95,357.67,606.46,599.81
1073,Russellville,AL,684,9914.27,11453.23,4243.42,5127.04,2352.64,2551.99,717.39,794.02,1005.42,1122.83,1302.53,1637.28,477.31,471.99
1074,Scottsboro,AL,885,9968.23,11281.48,4900.3,5785.26,2514.29,2656.77,1068.58,1171.81,797.45,891.05,395.97,506.65,328.16,326.97
1075,Selma,AL,1272,8587.54,9395.39,4491.07,4925.66,2332.77,2489.69,593.9,669.72,459.9,520.87,436.54,519.94,298.47,301.34
1077,Sylacauga,AL,737,10296.87,11757.41,4654.15,5473.7,2545.21,2690.6,1020.01,1137.67,430.38,488.27,1301.61,1637.67,387.14,383.24
1078,Talladega,AL,717,9646.8,10880.87,4694.01,5368.06,2050.18,2192.98,1103.65,1239.82,530.01,593.57,952.01,1183.38,358.7,359.23
1079,Tallassee,AL,275,9989.82,11443.11,5362.5,6462.2,2978.85,3136.08,709.32,785.64,269.39,302.86,,,224.23,219.51
1080,Thomasville,AL,428,8393.67,9737.54,3912.48,4790.85,1912.51,1992.77,757.88,860.62,645.37,733.44,783.41,961.14,368.76,368.21
1081,Troy,AL,493,9261.83,10566.53,3797.96,4543.88,2477.5,2604.76,1116.28,1266.53,636.57,728.37,682.82,849.65,539,541.41
1082,Tuscaloosa,AL,3845,9188.91,10143.17,4534.61,5114.08,2270.21,2492.16,867.37,930.13,774.56,837.28,462.83,492.64,271.82,268.83
1083,Union Springs,AL,235,7705.36,8843.21,3868.69,4700.2,2240.65,2349.44,878.89,989.4,359.32,408.99,,,259.25,265.86
1084,Valley,AL,806,8319.19,9537.26,3948.17,4732.4,2035.27,2205.45,1155.01,1299.63,365.14,407.13,530.89,614.67,295.52,293.25
1085,Vernon,AL,267,7847.17,8861.62,3795.82,4387.03,2044.38,2226.98,917.91,1030.32,709.29,793.25,,,203.55,204.77
1086,Wedowee,AL,244,6678.36,7775.75,3012.68,3779.56,1569.45,1676.01,1145.11,1273.61,423.17,481.44,,,307.58,306.42
1088,Winfield,AL,505,7851.45,8926.28,3965.79,4627.46,1906.81,2085.32,775.23,865.88,599.85,669.91,315.58,394.6,306.35,305.64
4001,Arkadelphia,AR,526,7215.94,8216.41,3634.83,4313.68,1948.19,2105.08,1044.21,1162.15,245.43,284,,,241.79,242.23
4002,Ashdown,AR,264,11886.28,13998.55,6836.41,8586.21,2792.27,2897.35,1103.33,1231.71,837.4,974.79,,,283.39,279.12
4003,Batesville,AR,1308,9061.8,9887.99,4923.2,5326.05,2164.58,2316.96,1101.27,1271.15,459.66,532.25,139.64,165.45,276,277.79
4004,Benton,AR,1474,8965.9,9810.51,4352.98,5000.82,2495.81,2681.46,884.18,926.59,369.02,387.5,519.24,466.62,342.08,341.19
4005,Bentonville,AR,1465,6858.82,7414.22,3049.48,3449.61,2366.36,2501.4,643.51,674.25,313.27,330.83,190.96,166.64,270.54,268.67
4006,Berryville,AR,375,6913.03,7773.53,3652.52,4245.01,1547.88,1710.26,878.75,989.52,362.59,422.65,,,332.79,339.24
4007,Blytheville,AR,561,7847.8,8664.36,3910.37,4397.93,2302.68,2446.08,851.81,967.84,305.13,352.75,,,358.35,357.82
4008,Booneville,AR,187,6415.79,7316.86,2840.31,3470.53,1747.27,1848.53,954.28,1099.19,268.37,311.16,,,575.56,568.47
4010,Calico Rock,AR,318,8475.86,10106.04,4467.74,5703.71,1970.15,2056.09,1122.84,1301.64,488.06,569.84,,,193.3,192.84
4011,Camden,AR,672,8009.84,9203.26,4351.34,5152.31,1682.08,1844.75,1080.7,1236.19,311.6,363.06,144.41,170.81,406.01,400.76
4012,Cherokee Village,AR,552,7887,8873.43,3934.35,4536.85,2080.69,2193.06,977.05,1116.2,363.8,424.58,,,227.88,228.17
4013,Clarksville,AR,517,8184.16,9169.18,4702.14,5346.62,1632.71,1768.83,973.47,1104.28,268.53,310.8,158.66,192.18,456.97,451.62
4015,Conway,AR,1755,8463.35,9099.08,4137.18,4603.15,2508.98,2589.68,864.42,907.68,293.39,309.72,360.7,398.13,275.54,271.2
4017,Crossett,AR,525,9665.99,10679.05,5182.98,5800.07,2180.03,2284.03,1142.84,1306.57,499.97,582.47,311.84,362.91,346.27,346.02
4018,Danville,AR,310,8284.68,9509.07,4524.56,5412.42,1824.44,1946.81,983.63,1107.27,516.35,599.77,,,389.49,392.76
4019,Dardanelle,AR,263,9571.49,10902.49,5668.99,6623.55,1811.54,1943.94,1041.77,1191.85,384.5,446.72,,,450.26,452.16
4020,De Queen,AR,436,9239.11,10763,4515.15,5621.09,2225.44,2358.01,799.87,902.6,915.87,1060.42,458.91,506.33,353.89,353.93
4021,De Witt,AR,226,8505.83,9474.95,4360.81,4917.41,1782.78,1946.38,1602.14,1806.86,290.45,339.28,,,281.39,278.89
4023,Dumas,AR,177,8853.46,9435.14,4010.71,4219.49,2383.63,2486.01,1040.9,1183.63,813.23,950.34,,,494.87,484.23
4024,El Dorado,AR,1273,7194.28,8212.15,3538.67,4243.89,1881.99,2000.71,866.35,995.38,269.9,315.36,311.07,325.56,328.78,328.11
4025,Eureka Springs,AR,342,6643.36,7502.41,3474.67,4083.44,1636.51,1760.95,689.67,779.66,358.7,414.67,,,247.7,252.46
4026,Fayetteville,AR,1870,6798.41,7456.54,3476.18,3913.91,1913.32,2072.82,499.45,522.5,374.79,401.03,243.96,252.54,289.57,290.91
4027,Fordyce,AR,234,8386.6,9778.03,4730.34,5757.42,1599.17,1736.7,963.88,1093.36,400.63,464.92,,,371.79,369.25
4028,Forrest City,AR,533,7235.07,8036.9,3680.39,4178.48,1867.48,1986.09,617.76,684.41,592.15,676.53,,,298.88,297.81
4029,Fort Smith,AR,4751,7842.88,8941.85,3670.9,4363.97,1813.97,1963.11,861.23,969.5,768.66,871.44,424.01,466.95,331.31,339.84
4030,Gravette,AR,241,7880.87,8579.37,4309.63,4756.04,1629.83,1793.02,678.33,719.65,718.85,767.4,,,352.52,369.79
4031,Harrison,AR,1339,7807.46,8893.77,4088.49,4802.6,1854.87,2026.07,872.75,993.2,534.57,619.59,115.71,116.7,363.49,361.33
4032,Heber Springs,AR,591,8290.26,9168.31,4024.54,4568.58,2330.01,2427.78,805.71,904.93,370.25,431,404.22,490.32,340.23,339.56
4033,Helena,AR,510,7943.89,8673.37,4361.55,4789.43,1759.51,1868.38,857.17,966.56,470.21,538.73,,,373.47,371.97
4034,Hope,AR,477,8089.21,9254.44,4373.93,5205.87,2064.43,2215.41,735.13,828.02,346.74,403.65,,,351.69,352.56
4035,Hot Springs,AR,4595,7885.12,8676.97,3886.89,4447.52,2135.4,2291.64,845.11,893,363.59,386.09,364.2,363.27,284.61,290.43
4038,Jacksonville,AR,1330,8376.66,9218.49,4177.21,4776.87,2276.93,2429.19,871.81,916.48,357.29,377.39,329.92,368.15,354.83,350.6
4039,Jonesboro,AR,3159,7942.69,8843.19,3989.43,4570.9,2100.89,2208.36,943.19,1068.3,440.1,502.56,141.47,165.62,319.62,326.01
4040,Lake Village,AR,331,7177.64,8201.64,3448.98,4110.31,1793.83,1915.61,1355.82,1533.05,267.28,312.38,,,259.17,265.63
4041,Little Rock,AR,6820,8531.82,9250.8,4281.6,4733.79,2395.48,2567.15,837.16,891.55,408.01,437.93,322.5,334.4,287.42,286.11
4042,Magnolia,AR,659,7625.51,9049.6,3996.02,5083.57,1831.69,1951.07,770.93,871.13,440.03,512.17,320.83,358.24,255.76,255.84
4043,Malvern,AR,709,8320.24,9328.04,4338.3,4987.88,1915.41,2092.24,863.19,948.07,547.11,617.71,325.17,352.36,348.27,350.86
4045,McGehee,AR,289,8146.54,9107.81,4580.23,5213.48,1597.21,1700.19,1009.19,1151.52,476.79,547.98,,,336.59,339.84
4046,Mena,AR,714,8363.39,9477.88,4125.73,4816.14,1723.07,1823.71,1035.62,1174.67,951.6,1091.32,208.86,264.24,372.68,376.85
4047,Monticello,AR,376,8526.39,9851.15,4534.9,5483.8,2219.9,2370.51,697.34,796.41,678.09,790.62,,,312.71,317.36
4048,Morrilton,AR,464,7582.44,8411.14,3798.34,4352,1969.03,2053.92,788.54,878.58,303.56,350.98,314.57,373.76,404.48,402.28
4049,Mountain Home,AR,2494,7766.74,8832.59,3831.29,4517.26,2234.5,2429.1,859.11,984.47,337.35,391.32,210.33,217.99,272.04,272.05
4050,Mountain View,AR,379,9247.35,10437.17,4886.71,5715.96,2065.15,2141.32,1142.53,1307.8,605.92,698.07,,,374.13,368.32
4051,Murfreesboro,AR,186,7399.59,8400.27,3209.97,3845.48,1994.28,2165.51,1294.35,1438.76,354.17,388.99,,,347.01,350.67
4052,Nashville,AR,404,7728.49,8887.6,3913.52,4747.96,1957.16,2049.1,880.97,997.57,565.43,660.58,,,332.9,335.91
4053,Newport,AR,655,9470.75,10589.77,5646.54,6451.39,2213.92,2342.23,742.05,846.11,446.84,521.81,53.86,56.47,363.87,365.17
4054,North Little Rock,AR,2151,7776.44,8466.5,4050.42,4553.03,2044.7,2216.35,787.09,825.72,331.64,347.96,314.19,272.98,246.34,246.41
4055,Osceola,AR,273,9832.78,11008.73,5004.99,5804.07,2483.78,2583.18,855.61,973.64,379.35,443.31,535.53,648.81,604.42,603.17
4056,Ozark,AR,292,5926.52,6980.13,2830.71,3593.11,1435.98,1566.04,754.8,855.13,321.51,365.3,,,313.48,314.5
4057,Paragould,AR,1055,8074.72,9130.86,4487.91,5276.08,2023.45,2114.1,782.54,896.74,408.25,472.48,,,346.56,347.25
4059,Piggott,AR,226,11419.41,13278.5,7074.01,8532.7,1720.47,1762.24,1530.67,1764.44,806.33,939.57,,,337.92,340.98
4060,Pine Bluff,AR,1843,7198.34,7817.1,3651.83,4038.04,2084.91,2235.51,717.26,773.93,226.02,246.52,284.63,293.29,255.35,254.02
4061,Pocahontas,AR,428,7788.14,8807.87,4036.33,4798.18,1758.47,1775.46,955.2,1096.36,662.57,769.47,,,367.14,367.04
4062,Prescott,AR,160,8349.59,9538.8,4325.29,5347.39,2751.83,2746.25,480.15,537.56,305.92,357.55,,,312.02,314.26
4063,Rogers,AR,1282,8101.02,8928.09,4414.08,4978.55,2061.15,2243.14,682.96,718.84,446.74,472.02,210.38,225.93,293.1,292.35
4064,Russellville,AR,1298,7095.47,7979.78,3622.43,4188.02,1823.01,1949.33,884.16,999.47,207.38,237.25,214.66,266.19,323.74,322.29
4065,Salem,AR,186,7396.92,8882.76,3203.22,4093.57,1525.48,1663.11,1083.85,1243.36,863.22,1004.07,,,352.26,443.26
4066,Searcy,AR,2282,8117.2,9145.16,4728.36,5465.29,1939.57,2077.57,528.32,584.59,377.86,438.59,247.66,284.34,312.01,314.78
4067,Siloam Springs,AR,748,8849.53,9861.37,4964.18,5662.09,1887.79,2045.13,728.03,772.03,732.49,810.67,320.15,366.58,268.2,266.23
4068,Springdale,AR,1450,7616.4,8293.45,4105.46,4613.07,1898.36,2052.56,663.05,695.09,397.46,424.31,282.11,233.49,279.08,281.36
4069,Stuttgart,AR,621,8218.85,9040.41,4192.05,4734.4,2105.61,2182.15,1198.27,1352.14,360.35,412.5,48.22,39.68,297.17,296.52
4070,Texarkana,AR,975,9008.29,10332.83,4673.65,5614.73,2178.98,2309.95,697.71,768.96,441.84,489.22,648.52,783.06,375.84,378.21
4072,Waldron,AR,198,7652.23,8945.16,3958.82,4932.7,1589.89,1692.69,865.17,988.74,392.45,454.34,,,332.5,335.47
4074,Warren,AR,371,8515.56,9984.38,3972.47,4944.05,1892.66,2044.71,1188,1346.05,992.85,1159.86,,,391.58,391.37
4075,West Memphis,AR,948,8844.55,9053.03,4829.54,4818.39,2085.55,2220.57,840.59,868.13,541.28,580.66,185.7,212.56,334.48,334.29
4076,Wynne,AR,302,8632.36,10225.77,4643.71,5924.48,2094.15,2187.37,939.07,1074.77,482.87,563.58,,,403.94,396.55
3002,Bisbee,AZ,239,9324.85,9687.41,5331.72,5657.33,2224.58,2173.98,1008.57,1052.23,375.86,394.44,,,232.74,234.63
3003,Bullhead City,AZ,2083,7919.85,8027,3972.93,4097.52,2551.71,2519.1,637.64,654.01,150.39,147.38,221.98,232.35,298.78,295.84
3004,Casa Grande,AZ,1305,9758.75,9570.89,4563.82,4536.67,2857.34,2838.85,1071.64,1028.11,313.03,304.19,765.93,659.77,240.68,238.06
3005,Chandler,AZ,2438,9458.11,9331.59,4085.46,4100.68,3238.09,3212.5,737.3,712.04,397.88,382.82,796.96,720.9,216.68,211.11
3006,Cottonwood,AZ,2437,7788.89,7536.69,3782.5,3602.85,2332.08,2301.08,811.56,789.56,183.76,180.89,401.11,387.7,250.6,247.44
3007,Douglas,AZ,240,6448.28,6480.39,3009.99,2995.71,1758.46,1703.74,1255.34,1325.91,276.33,290.85,,,160.52,163.77
3008,Flagstaff,AZ,1001,8394.12,7775.01,4436.25,3957.9,2280.46,2258.67,781.78,707.77,164.29,149.05,413.76,373.77,320.51,323
3009,Florence,AZ,195,11121.5,11261.46,6139.15,6369.67,2978.07,2958.72,1163.01,1155.18,211.67,206.75,,,324.9,324.36
3010,Ganado,AZ,362,8213.64,7804.43,4516.42,4209.66,1945.97,1873.15,1236.58,1259.69,,,,,142.15,136.22
3014,Kingman,AZ,1876,9216.45,9052.39,4994.72,4803.12,2386.27,2353.68,945.48,962.37,153.17,157.84,365.51,408.8,338.93,336.58
3015,Lake Havasu City,AZ,2001,7790.05,7968.99,3633.98,3774.92,2713.32,2710.24,662.08,680.66,119.01,120.67,374.84,408.14,224.67,221.55
3016,Mesa,AZ,9994,8633.31,8773.68,3721.07,3982.2,2925.22,2913.35,747.23,721.89,318.89,307.36,676.34,612.08,226.49,220.87
3019,Page,AZ,122,10125.25,9262.28,5601.27,5046.74,1807.24,1756.62,1396.01,1252.27,,,,,436.79,437.18
3020,Parker,AZ,628,9135.86,8634.49,4863.02,4507.25,2485.12,2391.38,840.04,858,198.59,180.2,446.73,375.96,303.03,298.86
3021,Payson,AZ,1118,7926.97,7923.67,3713.45,3711.97,2264.36,2243.77,612.91,626.62,190.26,198.43,759.73,768.32,410.64,406.17
3022,Phoenix,AZ,13375,9074.05,8926.59,4285.04,4234.34,2892.79,2893.12,646.59,624.13,321.07,309.79,727.38,663.76,222.68,217.88
3023,Prescott,AZ,4153,7302.54,7403.51,3538.46,3690.54,2354.64,2335.15,563.87,553.78,201.49,198.47,368.55,355.72,244.45,240.24
3024,Safford,AZ,498,7510.32,7756,3875.33,4086.53,2039.18,2011.58,777.72,807.13,140.9,147.81,456.78,494.89,247.96,244.96
3025,Scottsdale,AZ,6225,8325.77,8406.08,3373.95,3533.79,3063.32,3070.82,657.19,631.4,314.93,303.47,691.11,651.95,184.73,178.83
3026,Show Low,AZ,1116,7304.38,7213.1,3384.13,3330.1,2048.5,2000.39,800.28,823.83,137.28,142.1,612.81,591.13,337.03,338.78
