State ID,State name,Number of patients in CHF cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
10,Florida,15298,21.0394064495637,20.3123568752186,21.7664560239088,39.8932320771716,38.7462174437268,41.0402467106165,65.9893401447388,64.5138504556139,67.4648298338638,25.8270467039023,25.0213023776707,26.6327910301339
11,Georgia,6146,19.238949056599,18.1444584048318,20.3334397083663,41.5620361231372,39.7593296509622,43.3647425953123,66.301824404983,64.0293046149191,68.5743441950469,25.3923989838664,24.13593995074,26.6488580169928
12,Hawaii,409,15.9742968147855,12.09081619007,19.8577774395009,52.0619757012959,44.4562534095079,59.6676979930838,71.91498506059,62.9644370693965,80.8655330517834,23.4557748971614,18.7390119110909,28.1725378832319
13,Idaho,691,14.8301629909827,11.9520892992795,17.7082366826858,53.7413287187,47.5128576044348,59.9697998329651,65.9580764831792,59.04788580864,72.8682671577185,19.5770068100729,16.2622630321527,22.8917505879931
14,Illinois,11721,20.0222075190995,19.2123306721953,20.8320843660037,48.5989464281476,47.1187126497067,50.0791802065885,65.805691631675,64.0832113803223,67.5281718830277,24.8655374105739,23.9637832748557,25.7672915462921
15,Indiana,5858,18.2279934833819,17.134256931177,19.3217300355869,46.8306582876205,44.7647418089224,48.8965747663187,67.2489948710393,64.7730444388017,69.7249453032769,24.2406223814449,22.9780153287463,25.5032294341435
16,Iowa,2949,19.3270219422096,17.7361710288851,20.9178728555342,55.836666219096,52.5981766704137,59.0751557677784,70.8150809131241,67.159981472443,74.4701803538053,24.7987997528075,22.9961160700794,26.6014834355356
17,Kansas,2460,19.0804873794591,17.3517755308608,20.8091992280574,54.0577172238879,50.5492586388944,57.5661758088813,68.7333568403334,64.7727936514736,72.6939200291931,22.2707792226834,20.4009875001097,24.1405709452571
18,Kentucky,4254,20.522669731614,19.160498559299,21.884840903929,46.8041330002049,44.4347271320299,49.1735388683798,61.4210322418782,58.7045777077488,64.1374867760076,25.5409268567312,24.0176429741267,27.0642107393357
19,Louisiana,3910,20.8268095402584,19.4012942150387,22.252324865478,40.4607299759343,38.1491892269291,42.7722707249394,62.5528173899873,59.6868093679753,65.4188254119993,27.1761625760256,25.5515868075572,28.800738344494
20,Maine,1299,16.9515868665822,14.7064419762709,19.1967317568936,47.9841738844617,43.5653672991814,52.4029804697419,66.2483293566223,61.0461301468371,71.4505285664076,26.0198157171148,23.2334514999336,28.806179934296
21,Maryland,5066,,,,38.668676507364,36.6796889278259,40.657664086902,62.6691053218347,60.143334199989,65.1948764436804,23.8075223257053,22.4737565701336,25.1412880812769
22,Massachusetts,6632,19.9420235014861,18.8649820759368,21.0190649270354,49.5045390980018,47.4852935856891,51.5237846103145,68.4666887171843,66.0873648491619,70.8460125852068,24.7817237521984,23.5815872801277,25.9818602242692
23,Michigan,9103,20.516397929205,19.5864976416823,21.4462982167277,48.3725648402257,46.7515811330372,49.9935485474143,65.5854069169563,63.6974521926203,67.4733616412923,25.7295157760176,24.6887844236342,26.770247128401
24,Minnesota,2406,17.7231985924081,16.0361979540096,19.4101992308066,60.4261701861423,56.7214476008147,64.1308927714699,69.7469191659449,65.7571565949676,73.7366817369223,22.4930375270064,20.5941038502528,24.39197120376
25,Mississippi,3236,19.6089098809452,18.0896938483544,21.128125913536,43.2637343005989,40.6073372943667,45.9201313068311,63.0493465845424,59.8511381993695,66.2475549697154,25.7674606786452,24.0310897267805,27.5038316305099
26,Missouri,5101,19.8139566890771,18.5919696663439,21.0359437118104,50.0735466417541,47.7948187541534,52.3522745293548,67.2533530242404,64.6138522820751,69.8928537664057,23.954376055713,22.6096337075735,25.2991184038526
27,Montana,747,16.2418170087173,13.3478205235277,19.1358134939069,47.8266904895263,42.0898764770297,53.5635045020229,65.3400008811676,58.6274975299654,72.0525042323698,21.3250549339944,17.9998555875097,24.650254280479
28,Nebraska,1519,17.7965868624606,15.6698358412386,19.9233378836825,60.519116401103,55.800766860395,65.2374659418111,79.658396407866,74.2390291315939,85.077763684138,20.078416223191,17.8176054710145,22.3392269753675
29,Nevada,1229,20.7082374457378,18.1615107010343,23.2549641904413,37.5224183038027,33.6025131375376,41.4423234700679,61.3502538726501,56.3529799728491,66.347527772451,26.0459446134981,23.1786880672816,28.9132011597146
30,New Hampshire,1486,17.6362719537375,15.4966226104448,19.7759212970303,51.7072070546012,47.4168834375983,55.9975306716041,67.0369349586562,62.1503993022023,71.9234706151101,23.9794800185556,21.4779340950207,26.4810259420906
31,New Jersey,8669,19.5081768083684,18.5783523824777,20.4380012342591,33.6234510754852,32.1498383595239,35.0970637914465,63.5770900595606,61.5500222748174,65.6041578443039,23.7769059364949,22.7518650877885,24.8019467852013
32,New Mexico,916,17.0665437859587,14.3883663206451,19.7447212512724,49.5690968753627,44.6240156969624,54.5141780537631,67.5953251489782,61.8131255253984,73.377524772558,23.7857810175896,20.6136829012485,26.9578791339307
33,New York,12182,21.0055873371245,20.1912385085957,21.8199361656532,38.9850776180063,37.7105024936177,40.2596527423948,64.9954363534375,63.3468359585061,66.644036748369,24.4226272106471,23.5461879474637,25.2990664738305
34,North Carolina,7882,19.3474744997008,18.3789529754324,20.3159960239692,54.6469375561934,52.7658223462494,56.5280527661373,71.3340273092987,69.1896200804429,73.4784345381546,25.8748210875935,24.7558130467206,26.9938291284664
35,North Dakota,666,19.6764936611964,16.2940380559467,23.058949266446,64.1575294310539,56.9923289736286,71.3227298884793,75.9945300442321,68.1767203841563,83.8123397043079,22.720312565354,19.0843052900188,26.3563198406893
36,Ohio,9157,19.75408804724,18.8435169870057,20.6646591074744,44.7119942950823,43.1069052725786,46.3170833175861,60.9261572051343,59.0529621250013,62.7993522852672,25.670790478397,24.6319919887087,26.7095889680853
37,Oklahoma,3228,20.5091506411665,18.945632168789,22.072669113544,42.3281367919405,39.7739127197264,44.8823608641547,59.3410380981037,56.3156994613009,62.3663767349066,27.6217485665162,25.8029258151277,29.4405713179048
38,Oregon,1875,18.5072998113984,16.5543567376118,20.460242885185,50.6629657338468,47.123323940105,54.2026075275887,66.4098981953971,62.3502132748916,70.4695831159026,25.7268253998907,23.4180425861389,28.0356082136425
39,Pennsylvania,10584,19.3074498598387,18.4689838289832,20.1459158906942,43.1444924611512,41.6697522186796,44.6192327036228,62.4119759812528,60.636501689769,64.1874502727365,23.17971684896,22.2612844128335,24.0981492850864
41,Rhode Island,831,19.5050129783615,16.4920806527547,22.5179453039682,41.9308211924884,36.6909346227055,47.1707077622712,62.6888189974499,56.2662967570818,69.1113412378181,25.142670748969,21.7257428714396,28.5595986264985
42,South Carolina,3881,19.1237752820267,17.7523586812268,20.4951918828267,45.5271006465134,43.0710399275029,47.9831613655239,69.6606462958301,66.6310231568595,72.6902694348007,24.7190313813928,23.1610068796428,26.2770558831428
43,South Dakota,748,17.3445408554244,14.3514215790962,20.3376601317526,54.7305064422969,48.4094554425869,61.0515574420068,65.4947273427856,58.5634169133859,72.4260377721853,19.1460196033504,15.9968909869544,22.2951482197465
44,Tennessee,5084,20.0075696780363,18.7784999549474,21.2366394011251,45.4870478327352,43.3527938172857,47.6213018481848,62.9508501219285,60.4422020706275,65.4594981732295,26.6215029072645,25.2029689294035,28.0400368851256
45,Texas,15149,19.3255701406594,18.6256818933485,20.0254583879703,40.0442498148333,38.8792760584429,41.2092235712237,61.736245207429,60.2913233387382,63.1811670761198,24.5513931651,23.7617856687216,25.3410006614785
46,Utah,819,15.3131118819262,12.6286050073066,17.9976187565459,52.0604165330356,46.400343572813,57.7204894932582,72.5568112577343,65.8677520213693,79.2458704940993,21.9457042258081,18.7217000779117,25.1697083737045
47,Vermont,629,18.3722513433654,15.0143376510514,21.7301650356795,56.7719621541911,50.0619450219673,63.4819792864149,69.7304278805323,62.2743787204343,77.1864770406302,24.662171224245,20.7669958168614,28.5573466316287
49,Virginia,6668,19.1578540615519,18.1095443628812,20.2061637602225,49.5774624677557,47.6293448326106,51.5255801029008,67.9795852898025,65.7022282039069,70.2569423756981,25.153824616844,23.953489371144,26.354159862544
50,Washington,3996,18.1919035081042,16.8667538402108,19.5170531759976,53.8795741174991,51.3007976744474,56.4583505605507,71.2883720441016,68.3175119017463,74.259232186457,25.8969385577568,24.3138400467359,27.4800370687777
51,West Virginia,1822,21.0021236600631,18.8959818909388,23.1082654291874,45.1974321718565,41.805261884914,48.5896024587989,58.298354024456,54.4399067688566,62.1568012800554,25.9309924498643,23.5816177718227,28.2803671279059
52,Wisconsin,4016,17.2264360735051,15.9392027056687,18.5136694413415,56.3255159987522,53.5612431588617,59.0897888386426,71.5256981180549,68.4057309975983,74.6456652385115,22.5494290383563,21.076199674517,24.0226584021955
53,Wyoming,425,20.0667614802492,15.8007315604979,24.3327914000004,58.355024492779,50.2471355969555,66.4629133886025,70.535905227569,61.6118819432051,79.459928511933,27.3662869587926,22.364524900932,32.3680490166532
99,United States,221890,19.5998017035468,,,45.1203152004448,,,65.6379545811629,,,24.8492496281942,,
