HSA #,HSA name,State,Medicare enrollees (2010),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2010)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2010)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2010)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2010)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2010)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2010)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2010)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2010)"
2019,Kotzebue,AK,326,19286.58,12834.41,10674.18,5671.81,4554.07,3964.52,3078.9,2704.85,,,,,36.85,38.85
1001,Alabaster,AL,6922,9810.61,10953.28,4182.72,5006.08,2827.56,2954.67,921.16,991.3,980.8,1053.45,562.61,632.23,372.82,371.32
1002,Alexander City,AL,3173,8818.18,10134.9,3519.59,4243.5,2422.69,2601.6,1553.15,1780.22,609.77,703.13,380.83,461.86,329.24,335.96
1003,Andalusia,AL,3872,9556.01,10970.03,4524.74,5483.43,2523.76,2650.68,1058.56,1197.82,950.37,1099,235.05,281.73,271.29,268.93
1004,Anniston,AL,12079,9890.35,11525.96,4540.69,5694.33,2747.52,2906.01,985.34,1110.52,849.85,951.29,464.63,568.19,315.88,319.33
1006,Ashland,AL,1608,9157.5,10532.79,4150.97,5123.11,2609.79,2699.66,1096,1246.35,748.82,864.63,235.18,280.37,316.55,321.63
1007,Athens,AL,7204,8842.12,9638.21,3713.32,4249.59,2565.54,2694.5,1153.95,1213.57,830.09,877.07,282.68,316.84,291.06,291.47
1008,Atmore,AL,2054,10052.99,11837.1,4198.81,5460.72,2290.83,2367.43,1488.98,1688.88,1144.96,1322.78,612.6,649.79,295.15,291.96
1010,Bessemer,AL,6975,9141.29,10269.15,4132.32,4936.59,2473.63,2610.74,978.53,1051.09,640.54,684.27,616.52,690.19,316.23,313.17
1011,Birmingham,AL,57857,8552.17,9599.42,3697.34,4427.5,2595.43,2730.44,928.9,1001.04,566.45,609.47,506.86,569.25,266.12,266.73
1012,Boaz,AL,7461,10130.01,11415.34,4784.46,5673.79,2373.72,2491.69,1259.02,1420.91,1006.51,1101.39,446.95,486.69,320.21,319.31
1013,Brewton,AL,3133,9280.52,10801.57,3685.67,4684.6,1983.97,2062.24,1381.86,1555.21,1436.5,1661.38,482.52,521.2,301.94,301.98
1014,Bridgeport,AL,1141,10278.76,11450.09,4688.55,5424.38,2623.12,2745.55,1117.08,1220.86,828.44,941.33,661.49,785.01,406.29,405.6
1016,Camden,AL,853,6443.62,7495.08,2248.84,2729.93,1654.51,1774.36,724.1,820.25,387.49,444.63,1252.22,1507.94,225.1,227.78
1017,Carrollton,AL,1947,9350.8,10302.6,4352.51,4808.12,2124.99,2265.38,1082.01,1193.84,1138.62,1313.13,275.87,315.04,266.06,267.56
1018,Centre,AL,2919,9516.46,10813.24,4498.57,5331.56,2300.61,2409.14,897.53,991.54,928.88,1054.52,749.4,922.39,263.64,272.88
1019,Centreville,AL,934,10385.59,11238.95,4757.98,5312.01,2423.4,2536.88,1270.41,1346.22,1275,1350.45,436.87,477.13,248.76,248.96
1022,Cullman,AL,10548,9281.27,10449.99,3943.15,4696.6,2703.76,2786.61,1060.45,1202.72,647.68,716.98,609.72,756.77,321.2,319.64
1023,Dadeville,AL,1366,9327.81,10580.15,3609.01,4244.48,2104.12,2251.96,1536.14,1724.87,863.54,989.17,1007.18,1202.26,330.91,333.27
1024,Decatur,AL,9224,8944.64,10066.82,3783.88,4511.59,2732.07,2859.43,893.59,987.78,711.38,796.24,539.82,638.61,301.87,303
1025,Demopolis,AL,2170,7853.52,9097.4,3432.14,4269.51,2209.63,2312.7,785.74,865.02,546.1,627.71,622.96,757.35,297.61,295.14
1026,Dothan,AL,21547,8460.06,9855.44,3672.24,4554.85,2404.74,2583.67,972.78,1109.4,617.2,704.2,533.19,648.76,276.45,276.87
1027,Elba,AL,1242,8283.12,9818.52,3717.4,4746.41,2189.01,2340.91,977.65,1126.28,553.79,638.88,583.97,706.08,274.3,275.44
1028,Enterprise,AL,4814,7734.71,9155.23,3105.17,3983.54,2299.43,2484.77,891.52,1025.58,651.57,750.91,565.54,704.38,247.41,246.97
1029,Eufaula,AL,2260,8088.78,9408.95,3547.2,4394.15,2308.78,2468.35,1075.99,1228.95,514.16,590,433.31,515.25,227.87,228.86
1031,Evergreen,AL,1363,10281.86,12171.6,4735.66,6037.7,2419.49,2493.36,1175.48,1341.34,779.98,899.72,840.73,1058.79,352.23,355.74
1032,Fairhope,AL,4846,7682.43,8997.57,2692.42,3502.35,2370.71,2541.59,1107.78,1267.16,686.12,791.92,567.98,657.7,253.45,248.1
1033,Fayette,AL,1885,8120.35,9196.21,3423.51,4029.78,1862.08,2005.75,1260.72,1402.74,952.96,1069.65,391.64,461.81,243.81,248.08
1035,Florala,AL,629,10282.89,11875.08,5157.21,6452.85,2743.19,2819.55,866.16,975.91,889.23,1022.53,202.29,190.73,427.44,421.83
1036,Florence,AL,13435,8038.28,9240.73,3388.96,4197.13,2434.79,2580.27,804.97,891.32,800.28,899.33,371.26,447.06,249.96,250.33
1037,Foley,AL,6969,8266.28,9506.22,3015.68,3828.19,2673.46,2810.92,1270.49,1439.41,581.45,667.32,458.96,524.89,236.2,232.82
1038,Fort Payne,AL,5467,9198.53,10391.29,4282.77,5045.83,2373.1,2491.05,973.79,1092.27,805.49,906.14,526.7,644.31,282.1,281.42
1039,Gadsden,AL,12429,10396.82,11939.67,4884.83,5966.71,2597.48,2745.55,855.64,930.8,956.25,1055.82,828.39,977.89,312.83,313.24
1040,Geneva,AL,2756,9487.39,11148.77,4509.29,5728.52,2420.89,2553.9,939.99,1058.66,889.02,1006.82,459.4,550.19,311.17,316.7
1044,Greenville,AL,2722,9281.87,10617.8,4098.73,4952.56,2443.79,2506.13,837.37,942.92,887.7,1026.31,711.62,861.6,288.74,290.72
1045,Grove Hill,AL,916,8732.43,10306.56,3857.21,4865.42,1791.64,1881.21,1154.2,1322.09,804.52,929.96,769.5,948.92,349.62,345.97
1046,Guntersville,AL,4716,9659.92,10965.28,4529.75,5427.38,2255.05,2369.68,1336.43,1500.25,873,962.95,443.72,502.67,267.13,265.9
1047,Haleyville,AL,2517,10459.53,11979.23,5259.99,6369.32,2611.87,2690.77,944.76,1057.63,866.77,985.26,504.84,637.13,340.44,347.2
1048,Hamilton,AL,1920,8495.66,9873.26,3529.54,4377.43,2039.99,2190.91,1103.56,1255.36,1134.77,1298.93,423.9,520.23,321.28,317.86
1049,Hartselle,AL,3746,9646.3,10843.29,4403.32,5175.82,2711.94,2835.13,904.84,1003.36,697.39,779.39,676.07,816.35,278.28,279.42
1051,Huntsville,AL,36317,8613.94,9432.51,3704,4283.32,2677.81,2783.61,1034.16,1088.57,541.47,577.22,405.2,455.82,251.28,251.9
1053,Jacksonville,AL,3537,9729.38,11268.94,4582.55,5687.82,2583.91,2720.02,947.08,1058,886.48,983.98,480.67,592.56,289.3,291.95
1054,Jasper,AL,6410,10510.44,11527.15,4669.36,5378.85,2773.83,2823.2,1148.13,1238.01,952.66,1025.38,703.85,814.99,304.89,309.32
1056,Luverne,AL,1322,8610.59,9646.74,3987.78,4639.86,2467.85,2541.04,826.1,936.56,624.04,721.99,433.87,532.57,275.75,275.63
1057,Mobile,AL,39468,8461.8,9936.04,3345.88,4302.06,2504.03,2668.64,1006.92,1141.92,663.28,754.11,693.05,816.04,269.69,269.95
1058,Monroeville,AL,2803,8163.79,9667.31,3502.66,4504.98,2021.87,2145.71,1064.38,1211.57,677.7,782.68,569.32,673.89,317.74,316.27
1059,Montgomery,AL,25866,8593.67,9439.82,3729.87,4282.96,2827.07,2924.08,804.6,869.42,551.98,602.37,471.69,549.81,240.27,239.08
1060,Moulton,AL,4135,9790.21,11101.51,4247.82,5117.9,2751.64,2859.63,891.07,990.43,955.67,1078.76,735.91,892.47,303.69,303.95
1061,Muscle Shoals/Sheffield,AL,7904,9102.3,10491.2,3702.57,4596.19,2647.7,2801.18,919.85,1020.41,1013.37,1147.17,539.68,657.22,299.83,299.13
1063,Oneonta,AL,2303,9637.21,10806.42,4399.91,5277.94,2484.89,2558.6,1104.85,1198.58,831.4,902.33,544.66,615.02,300.59,299.96
1064,Opelika,AL,11545,7098.65,8093.8,2868.74,3457.3,1899.73,2069.71,1066.97,1164.12,451.81,499.54,567.96,651.28,266.4,267.94
1065,Opp,AL,1595,8993.17,10450.48,4072.28,5129.94,2271.82,2395.2,978.75,1115.4,1053.4,1219.55,419.4,404.11,235.92,235.48
1066,Ozark,AL,3364,8937.72,10524.1,4160.71,5197.88,2353.81,2527.19,1028.45,1184.44,528.87,609.73,618.95,769.59,272.52,274.61
1068,Phenix City,AL,6133,8846.26,9703.22,3758.19,4305.93,2408.55,2565.07,1118.39,1183.04,573.88,632.67,786.13,819.32,259.98,257.22
1070,Prattville,AL,3671,8530.56,9374.44,3959.4,4535.15,2656.07,2772.54,795.17,857.95,471.13,516.09,407.09,461.46,241.46,244.66
1071,Red Bay,AL,926,9610.85,11554.32,4174.95,5530.09,2082.66,2208.93,1373.66,1557.72,1214.36,1387.95,589.21,740.71,277.14,278.51
1072,Roanoke,AL,1767,8515.49,10102.81,3896.23,5006.54,1827.88,1956.93,1545.09,1737.33,478.65,550.54,346.79,422.99,405.84,411.34
1073,Russellville,AL,3659,9781.14,11189.45,4223.19,5148.04,2669.17,2802.36,849.78,956.93,1173.79,1339.11,543.65,663.31,395.67,392.24
1074,Scottsboro,AL,4478,9906.77,11118.5,4431.78,5144.84,2520.15,2638.25,1193.28,1322.42,721.85,823.03,756.75,946.71,331.29,327.07
1075,Selma,AL,6776,8617.88,9483.14,4275.7,4738.3,2259.17,2381.43,905.14,1024.16,438.12,496.77,434.78,534.61,323.04,325.48
1077,Sylacauga,AL,4055,9572.75,10916.73,4353.55,5190.09,2407.05,2536.47,1125.43,1274.29,679.01,775.22,717.25,857.81,317.54,317.03
1078,Talladega,AL,3629,9509.04,10773.76,4527.4,5344.48,2441.14,2545.11,1196.58,1355.95,511.23,575.01,545.62,669.99,306.53,311.28
1079,Tallassee,AL,1357,9069.43,10079.1,4250.64,4880.63,2404.86,2546.47,1065.24,1154.52,432.79,472.86,629.31,740.72,294.84,295.98
1080,Thomasville,AL,2157,8911.61,10527.55,3910.69,4953.21,2026.33,2135.5,1027.16,1172.74,776.87,894.94,895.17,1075.94,283.45,285.14
1081,Troy,AL,3127,8969.34,10273.94,3937.51,4740.27,2532.77,2626.42,926.9,1049.2,583.62,672.89,722.42,899.11,283.3,294.52
1082,Tuscaloosa,AL,20456,9401.39,10303.15,4397.07,5010.11,2342.98,2500.43,995.47,1047.74,884.81,938.04,489,512.17,276.95,275.83
1083,Union Springs,AL,922,8273.1,9629.94,4422.32,5445.72,2141.25,2256.44,995.35,1126.15,291.42,326.5,211.68,258.31,234.51,238.13
1084,Valley,AL,3991,7894.75,9012.7,3628.32,4328.92,1970.05,2134.5,1294.35,1446.08,372.47,416.8,368.49,422.92,260.64,261.31
1085,Vernon,AL,1394,10725.56,12287.46,5616.91,6723.58,2468.82,2598.03,1271.28,1436.91,738.08,831.91,318.73,394.14,324.61,321.78
1086,Wedowee,AL,1243,8214.48,9270.12,3803.47,4564.26,2172.26,2246.08,1160.97,1284.5,472.04,535.59,291.63,334.9,298.7,298.09
1088,Winfield,AL,2377,9128.98,10556.76,4310.05,5310.4,2226.65,2342.85,1023.19,1157.89,847.45,947.34,391.5,484.86,356.15,352.42
4001,Arkadelphia,AR,2689,7190.83,8322.1,3453.29,4263.42,1826.97,1973.71,1058.08,1172.38,402.12,451.28,145.78,153.72,300.72,299.71
4002,Ashdown,AR,1412,11329.71,12978.57,5602.1,6790.72,2458.75,2499.47,1315.65,1466.87,955.84,1090.36,696.5,862.31,359.98,359.06
4003,Batesville,AR,6691,9297.18,10305.24,4561.51,5150.75,2337.06,2448.39,1143.82,1302.4,673.18,769.26,268.36,332.59,324.24,323.89
4004,Benton,AR,7892,9484.64,10449.91,4638.97,5467.55,2457.65,2565.15,1028.18,1093.67,465.64,494.9,587.95,522.45,324.72,324.7
4005,Bentonville,AR,7800,7799.98,8503.05,3515.38,4070.86,2387.42,2531.68,858.18,904.74,392.63,421.94,330.58,261.66,297.87,296.91
4006,Berryville,AR,1980,7538.55,8381.24,3936.1,4442.75,1819.94,1950.54,895.58,1001.23,364.88,415.65,271.93,317.29,252.57,257.51
4007,Blytheville,AR,2949,9047.12,9884.4,4550.52,5078.91,2639.15,2756.15,1014.31,1128.71,337.8,382.49,142.55,166.1,350.17,359.28
4008,Booneville,AR,994,9001.87,10064.8,4615.32,5384.32,1804.47,1868.65,1421.49,1606.74,495.91,562.26,316.29,293.42,361.96,367.52
4010,Calico Rock,AR,1557,8593.73,10046.25,4036.29,5062.7,1893.91,1984.67,1261.32,1430.67,889.61,1017.05,326.98,385.78,237.21,238.84
4011,Camden,AR,3353,7960.04,9269.34,3880.03,4803.82,1916.05,2034.61,1158.8,1302.21,318.29,361.76,358.58,431.86,329.9,330.54
4012,Cherokee Village,AR,2768,8570.66,9598.2,4119.24,4764.63,2116.7,2204.04,1049.76,1190.1,755.24,862.92,284.21,344.74,273.5,273.44
4013,Clarksville,AR,2582,7036.22,7966.84,3608.22,4197.9,1598.98,1724.69,1004.74,1137.77,277.07,314.79,216.99,257.46,327.46,331.77
4015,Conway,AR,9409,8064.92,8865.02,3579.59,4132.73,2382.99,2499.5,1094.2,1163.89,336.23,362.22,384.94,429.71,262.72,260.05
4017,Crossett,AR,2752,9021.03,10244.89,4505.77,5370,2140.66,2227.3,1451.35,1633.9,354.72,404.99,197.61,243.26,332.59,330.5
4018,Danville,AR,1579,10020.52,11780.73,5927.68,7397.49,2122.75,2207.01,982.2,1098.38,536.08,611.27,79.34,91.31,396.66,403.24
4019,Dardanelle,AR,1414,9481.04,10779.05,5287.9,6289.69,2078.95,2143.24,1188.38,1332.35,346.81,397.31,218.96,256.4,357.1,361.37
4020,De Queen,AR,2117,9558.33,11561.3,4464.12,6039.03,2280.47,2365.28,915.62,1021.61,1135.3,1293.71,457.42,559.95,362.54,367.03
4021,De Witt,AR,967,8087.04,9106.49,3589.61,4278.87,2132.7,2217.16,1427.42,1604.38,316.25,358.88,190.91,219.81,419.66,418.75
4023,Dumas,AR,920,9285.78,10739.58,3826.46,4834.97,2035.45,2069.39,1979.81,2242.52,849.9,971.97,168.44,155.28,341.57,341.9
4024,El Dorado,AR,6493,7517.54,8531.98,3643.32,4356.34,2026.64,2123.75,894.98,1006.34,378.97,430.58,298.13,333.38,279.05,279.93
4025,Eureka Springs,AR,1676,7336.71,8019.3,3393.89,3768.42,2023.37,2110.79,1020.82,1130.64,427.69,483.17,314.04,378.15,146.06,151.3
4026,Fayetteville,AR,9863,7321.33,8048.56,3472.57,4043.21,2091.22,2206.52,676.49,714.72,501.37,537.73,310.15,281.06,270.22,269.9
4027,Fordyce,AR,1173,9038.55,10429.01,4493.46,5493.77,2051.71,2149.21,1312.7,1476.63,534.55,607.16,265.75,320.44,359.81,356.41
4028,Forrest City,AR,2924,8210.67,9041.19,3919.98,4428.23,2131.12,2212.36,860.6,949.94,624.7,702.7,286.54,350.91,363.57,364.82
4029,Fort Smith,AR,23991,8771.59,9961.46,4254.26,5095.81,1963.3,2063.85,952.47,1057.28,918.69,1023.98,427.44,468.99,290.04,292.5
4030,Gravette,AR,1188,8665.4,9375.99,4664.99,5116.88,1703.07,1834.96,1221.27,1297.56,497.6,535.9,309.75,310.61,279.92,287.95
4031,Harrison,AR,7259,7016,7973.39,3296.77,3925.12,1793.32,1933.49,1036.16,1161.41,380.55,434.27,202.73,215.72,298.51,299.99
4032,Heber Springs,AR,2883,7173.63,7884.41,3050.17,3468.22,2250.57,2342.69,963.56,1080.25,345.56,393.82,225.93,270.27,299.32,300.93
4033,Helena,AR,2465,7895.73,8658.78,3835.59,4311.51,2065.77,2128.82,1000.36,1111.36,426.33,484.85,266.14,310.66,299.25,299.66
4034,Hope,AR,2727,9055.11,10373.3,4769.17,5780.8,2210.15,2289.59,870.95,966.16,658.81,753.12,181.21,218.15,347.86,346.43
4035,Hot Springs,AR,22948,8093.12,8845.93,3587.67,4136.45,2301.35,2453,1077.61,1122.11,423.05,439.85,393.11,387.28,295.5,294.8
4038,Jacksonville,AR,7476,9054.05,10013.74,4529.61,5252.43,2484.78,2603.83,968.59,1031.75,415.16,442.79,366.37,407.37,284.35,284.67
4039,Jonesboro,AR,16237,8524.61,9454.97,4474.78,5120.41,2189.75,2278.87,895.89,1007.19,443.11,500.32,186.16,214.03,333.27,336
4040,Lake Village,AR,1670,8724.76,9889.24,4630.67,5555.51,2066.97,2076.93,1278.85,1446.64,289.94,331.22,69.13,86.49,360.27,356.17
4041,Little Rock,AR,34398,8447.97,9265.25,4007.22,4603.08,2503.85,2614.51,908.95,976.06,404.97,435.79,335.18,349.04,290.72,289.13
4042,Magnolia,AR,3472,8399.52,9753.39,4335.19,5358.84,2163.75,2265.84,921.47,1028.51,309.47,351.39,361.33,437.72,317.58,315.38
4043,Malvern,AR,3725,9147.29,10311.97,4617.46,5497.56,2344.59,2475.33,947.41,1032.5,660.65,731.81,244.66,246.61,336.92,335.93
4045,McGehee,AR,1445,9276.96,10265.12,4909.87,5549.39,1802.57,1854.67,1494.34,1689.82,544.89,620.62,132.64,148.68,311.42,310.74
4046,Mena,AR,3315,7729.73,8794.21,3768.18,4464.97,1751.26,1842.99,873.1,973.94,671.57,765.85,444.64,545.05,269.43,269.32
4047,Monticello,AR,2055,9119.79,10464.79,4248.6,5191.58,2395.3,2493.32,1131.29,1276.35,674.69,767.34,288.83,355.73,370.71,369.9
4048,Morrilton,AR,2437,8029.61,9029.67,4012.11,4711.99,2142.42,2248.68,1011.8,1113.1,298.1,335.16,254.39,312.44,305.28,303.78
4049,Mountain Home,AR,12623,7559.25,8722.95,3673.24,4492.78,1963.04,2107.01,1005.86,1136.71,476.09,541.21,187.13,195.73,249.39,251.14
4050,Mountain View,AR,2041,9643.7,10920.84,4392.96,5172.37,2098.89,2187.39,1479.66,1673.79,959.27,1095.94,467.45,578.13,316.36,321.44
4051,Murfreesboro,AR,905,6796.56,7768.94,2999.76,3687.66,1803.4,1922.15,1102.82,1204.52,417.72,472.15,136.11,149.77,310.7,314.73
4052,Nashville,AR,2154,8334.76,9736.65,3927.28,4977.87,2077.56,2167.27,1018,1128.53,705.2,805.77,227.29,279.73,376.27,377.46
4053,Newport,AR,2915,9847.9,11160.74,5528.11,6489.29,2219.35,2336.81,971.89,1096.89,629.2,718.32,134.06,153.94,367.7,369.31
4054,North Little Rock,AR,10677,8428.95,9334.43,3997.46,4682.22,2519.46,2643.55,904.47,961.87,414.15,440.14,326.98,340.94,269.14,267.72
4055,Osceola,AR,1307,9442.48,10570.09,4804.79,5554.67,2343.78,2447.34,757.75,843.42,357.23,405.53,746.83,903.68,487.19,491.75
4056,Ozark,AR,1368,8101.84,9105.57,4227.88,4936.95,1765.77,1859.17,1136.64,1262.73,557.87,620.75,193.89,208.91,238.28,237.3
4057,Paragould,AR,5642,8680.48,9669.92,4778.06,5445.53,1948.7,2040.17,989.92,1120.52,447.61,508.56,178,214.39,349.44,353.39
4059,Piggott,AR,1093,8768.75,10250.38,4530.18,5624.36,1549.2,1597.2,1463.2,1660.96,798.3,913.98,150.28,182.14,325.98,330.03
4060,Pine Bluff,AR,9277,7498.66,8422.66,3632.87,4290.82,2232.21,2344.39,841.56,939.19,319.05,355.27,215.84,230.67,275.36,276.63
4061,Pocahontas,AR,2254,8210.15,9179.1,3881.06,4514.47,1934.56,1973.29,1156.85,1309.53,895.65,1023.48,99.96,121.99,279.85,283.47
4062,Prescott,AR,791,8178.59,9497.51,4550.17,5659.91,2145.19,2204.13,666.97,738.87,353.76,404.19,186.04,207.48,276.55,278.18
4063,Rogers,AR,6211,8437.68,9285.21,4143.71,4815.61,2222.8,2360.2,908.45,962.53,516.4,555.63,361.42,308.45,284.99,285.87
4064,Russellville,AR,6431,7891.58,8893.84,4043.42,4745.43,2030.89,2136.08,973.89,1087.14,237.66,270.65,254.92,303.11,332.68,336.18
4065,Salem,AR,902,8457.53,9937.32,3812.01,4856.62,1751.82,1832.86,1371.53,1553.4,1160.72,1328.35,149.5,179.56,280.01,279.28
4066,Searcy,AR,11854,8973.82,10207.16,4718.3,5604.73,2114.07,2233.87,1023.77,1148.77,551.43,628.53,232.13,261.18,343.22,344.67
4067,Siloam Springs,AR,3769,8617.5,9722.39,4272.36,5049.87,2009.1,2176.75,803.99,857.92,829.3,906.62,474.14,505.31,293.54,295.72
4068,Springdale,AR,7282,8890.15,9792.37,4497.16,5208.43,2218.01,2342.98,896.56,951.2,667.17,718.43,323.32,285.21,306.32,306.99
4069,Stuttgart,AR,3082,8209.99,9147.29,4126.13,4815.24,2082.04,2113.53,1041.27,1164.97,417.22,471.95,223.83,256.19,314.49,315.31
4070,Texarkana,AR,4977,9398.25,10629.47,4679.51,5585.85,2373.64,2440.04,886.95,973.36,531.42,591.71,617.37,735.83,327.96,328.38
4072,Waldron,AR,1154,8719.41,10166.04,4770.06,5893.3,1696.94,1759.35,1121.01,1265.75,529.66,602.24,362.54,422.38,286.89,290.46
4074,Warren,AR,1860,10339.4,12020.39,4827.71,6068.93,2373.25,2459.57,1566.89,1770.26,1015.43,1161.05,73.03,70.55,438.77,432.04
4075,West Memphis,AR,4994,9190.31,9640.24,4755.51,4994.52,2375.4,2476.91,855.41,885.99,693.91,761.81,189.77,202.14,289.14,289.16
4076,Wynne,AR,1927,8319.6,9480.9,4244.58,5099.99,2139.37,2225.53,996.56,1118.35,439.87,498.44,168.17,210.01,325.73,322.97
3002,Bisbee,AZ,1164,7710.56,7843.42,3961.47,4042.57,2069.76,2042.27,971.78,1010.86,290.28,304.52,169.06,195.33,231.83,233.86
3003,Bullhead City,AZ,10547,9140.12,9068.91,4651.52,4617.76,2788.98,2802.5,813.52,766.02,223.21,206.64,377.15,392.43,245.27,243.97
3004,Casa Grande,AZ,7642,10241.18,10079.98,4825.73,4776.64,3062.31,3055.53,1096.9,1050.24,373.04,355.48,648.12,598.12,261.9,260.94
3005,Chandler,AZ,12808,10186.23,10113.92,4236.37,4311.57,3556.39,3538.35,936.23,895.02,457.44,435.85,742.4,681.13,249.13,242.59
3006,Cottonwood,AZ,11245,8106.35,7441.45,3536.49,2908.75,2537.36,2546.72,979.03,938.61,245.58,235.41,547.6,553.68,228.27,224.84
3007,Douglas,AZ,971,9412.15,9638.67,4846.29,5003.22,2511,2467.29,1525.13,1612.49,189.46,197.98,210.75,239.22,220.19,222.9
3008,Flagstaff,AZ,5385,9451.38,8078.52,4870.23,3666.11,2571.07,2559.17,803.54,712.61,348.85,303.03,586.25,546.98,303.92,300.6
3009,Florence,AZ,1252,10285.32,10246.14,4874.92,4935.66,3217.72,3213.01,999.59,960.04,309.91,296.23,579.8,539.7,287.38,281.35
3010,Ganado,AZ,2068,8172.57,7463.75,4684.56,4066.09,1986.67,1978.93,1044.3,1067.19,,,64.74,55.95,112.57,111.28
3014,Kingman,AZ,9908,9381.01,9158.31,4717.3,4566.35,2488.18,2488.17,1214.45,1146.12,207.11,195.41,420.07,426.03,289.82,292.09
3015,Lake Havasu City,AZ,10783,8714.2,8584.12,4025.72,3931.41,2610.59,2661.61,1013.49,958.54,152.9,143.96,675.22,649.74,219.16,218.07
3016,Mesa,AZ,53958,9913.94,9964.06,4426.2,4616.81,3235.48,3225.67,866.17,829.88,435.84,415.73,679.56,611.08,257.12,251.47
