HSA #,HSA name,State,Medicare enrollees (20% sample) (2007),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2007)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2007)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2007)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2007)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2007)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2007)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2007)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2007)"
2017,Bethel,AK,213,6516.37,4683.69,3779.1,2384.45,1765.16,1560.12,724.41,623.05,,,,,93.31,93.21
2018,Dillingham,AK,57,14201.6,9256.88,9491.12,5370.68,2141.07,1981.75,1532.88,1317.65,,,,,,
2019,Kotzebue,AK,66,12736.34,7673.81,7659.27,3560.83,3646.38,3154.81,1236.84,1065.09,,,,,,
1001,Alabaster,AL,1384,8901.11,9899.44,3831.33,4446.96,2502.7,2727.3,833.73,870.79,785.35,827.64,706.21,803.74,298.26,294.44
1002,Alexander City,AL,696,8040.29,9389.36,3462.58,4249.85,2192.13,2399.91,1133.68,1297.56,497.23,571.37,430.85,542.75,318.31,315.75
1003,Andalusia,AL,807,8021.12,9461.66,4100.82,5109.25,2125.5,2322.21,552.66,626.34,684.36,791.47,297.22,354.29,265.49,263.13
1004,Anniston,AL,2581,9076.58,10472.97,4575.52,5475.76,2298.42,2510.84,773.64,867.8,624.4,701.71,532.68,660.05,304.98,304.21
1006,Ashland,AL,462,9203.08,10756.19,5312.24,6416.92,2002.93,2191.98,644.26,731.18,600.09,692.52,,,298.79,298.51
1007,Athens,AL,1401,8354.55,9135.04,4041.79,4521.39,2318.14,2527.82,786.18,813.54,707.68,734.12,302.12,342.74,226.18,227.01
1008,Atmore,AL,414,7949.2,9037.52,3461.69,4055.35,2141.08,2282.56,797.33,902.75,730.3,839.18,640.53,778.29,211.37,212.25
1010,Bessemer,AL,1476,9265.71,10391.78,4907.51,5700.45,2326.04,2567.24,732.91,765.94,514.45,538.53,488.82,528.5,309.47,308.44
1011,Birmingham,AL,12044,7885.79,8826.59,3577.44,4172.03,2295.45,2518.92,769.83,806.26,433.82,455.74,573.63,638.19,235.65,233.71
1012,Boaz,AL,1594,8471.2,9618.65,4089.99,4787.64,1986.14,2197.8,1039.96,1176.4,671.24,723.94,381.3,442.34,351.9,351.25
1013,Brewton,AL,638,7668.58,8794.99,3605.66,4396.88,1674.14,1773.41,903.71,1026.3,828.52,949.16,294.82,293.24,362.95,357.81
1014,Bridgeport,AL,221,10159.56,11190.9,5961.47,6547.77,1900.54,2070.3,677.21,732.3,633.41,707.13,,,381.53,384.56
1016,Camden,AL,181,6914.39,7652.81,3032.29,3351.56,2082.3,2177.84,647.4,726.91,253.5,293.89,,,221.36,222.06
1017,Carrollton,AL,441,7278.14,8065.51,3540.88,3957.91,1785,1913.47,810.98,898.16,749.59,864.63,,,217.68,216.08
1018,Centre,AL,589,8496.23,9499.4,4590.44,5241.22,2055.5,2215.94,755.49,827.41,744.4,839.51,119.87,150.81,271.1,276.96
1019,Centreville,AL,204,9339.86,10140.33,4699.94,5138.9,2056.28,2263.21,1368.23,1442.83,706.44,753.52,,,254.87,255.91
1022,Cullman,AL,2245,8553.4,9667.86,3907.37,4512.18,2306.07,2512.13,881.41,999.46,495.97,544.59,677.42,837.99,315.57,311.45
1023,Dadeville,AL,294,8156.13,9385.93,3431.88,3989.23,1630.8,1826.87,1035.9,1167.58,466.37,532.91,1192.64,1472.18,387.4,384.71
1024,Decatur,AL,1828,8051.55,8852.02,3774.34,4273.2,2461.64,2621.11,702.52,750.3,449.75,484.47,390.63,452.97,278.32,281.75
1025,Demopolis,AL,448,7526.64,8897.79,3201.8,3879.53,1585.25,1772.46,756.47,848.96,541.83,626.98,1193.52,1509.66,263.22,265.34
1026,Dothan,AL,4473,7338.9,8589.24,3302.46,4121.9,2009.39,2192.85,771.25,868.34,433.18,489.41,578.83,681.55,268.22,267.41
1027,Elba,AL,301,9873.54,11633.54,4983.47,6168.79,2123.41,2302.67,876.01,1000.22,779.62,896.49,757.58,918.94,371.32,370.81
1028,Enterprise,AL,978,6234.74,7383.41,2678.65,3379.28,1900.01,2127.25,542.75,614.75,492.01,559.93,399.38,489.34,237.01,235.39
1029,Eufaula,AL,402,9269.31,10794.6,4274.17,5257.19,2635.93,2831.38,915.96,1040.01,318.55,361.05,750.46,945.29,431.3,428.3
1031,Evergreen,AL,220,11567.18,13551.06,5669.47,7021.11,2502.19,2637.7,1402.92,1606.86,811.58,936.7,692.41,829.07,405.91,396.6
1032,Fairhope,AL,1009,7006.97,8339.12,3035.45,3948.11,2096.65,2327.78,789.7,897.9,410.32,472.77,443.34,472.26,226.23,220.81
1033,Fayette,AL,401,7674.08,8762.76,4140.8,4779.82,1629.56,1861.94,899.07,1007.17,617.91,682.39,,,241.74,242.75
1035,Florala,AL,138,9287.83,10947.84,5035.26,6225.85,2070.96,2221.02,603.24,673.07,942.99,1092.28,,,233.88,230.59
1036,Florence,AL,2752,7033.66,8020.84,3055.21,3682.06,2104.61,2306.42,562.98,607.93,573.93,623,475,550.64,282.64,279.84
1037,Foley,AL,1428,8121.13,9293.23,3421.29,4162.77,2506.38,2679.74,1016.7,1145.41,474.88,540.21,461.61,557.76,237.73,233.08
1038,Fort Payne,AL,1120,8221.18,9161.04,3947.7,4523.3,2339.48,2489.73,730.93,822.51,697.66,768.65,233.28,297.48,293.22,292.26
1039,Gadsden,AL,2720,9388.47,10922.55,4538.8,5566.64,2392.26,2613.97,767.41,848.5,773.12,855.83,636.55,774.7,325.51,322.7
1040,Geneva,AL,540,9144.55,10778.17,4545.96,5657.74,2019.31,2178.3,709.37,796.12,751.76,850.86,916.38,1122.61,300.53,303.01
1044,Greenville,AL,670,8055.1,9288.1,3435.36,4118.3,1794.38,1875.53,610.32,689.31,973.91,1122.05,952.09,1183.9,292.44,293.95
1045,Grove Hill,AL,175,6909.85,8199.7,2995.43,3727.54,1533.76,1698.76,1017.27,1158.19,676.92,783.94,,,139.9,140.22
1046,Guntersville,AL,917,8749.77,9859.6,4465.49,5107.91,2054.69,2268.21,1035.36,1163.87,579.35,631.63,391.13,474.17,257.44,254.04
1047,Haleyville,AL,543,10701.36,12200.35,5850.02,6820.98,2338.96,2524.73,747.8,835.72,795.52,900.4,698.29,883.27,387.48,384.02
1048,Hamilton,AL,361,7156.91,8179.33,3051.48,3646.94,1797.28,1937.93,835.82,947.6,545.04,614.92,493.43,619.95,449.15,442.23
1049,Hartselle,AL,780,9615.4,10706.56,4730.15,5468.7,2634.2,2800.33,714.92,769.33,574.61,620.41,696.16,797.54,308.2,307.75
1051,Huntsville,AL,7061,8029.58,8812.37,3764.52,4276.71,2476.2,2650.53,754.84,783.35,365.43,386.37,393.81,447.99,276.51,275.53
1053,Jacksonville,AL,744,8510.04,9793.5,4237.34,5028.31,2091.54,2334.68,859.03,957.1,635.73,713.66,402.08,496.24,324.99,320.69
1054,Jasper,AL,1416,9543.21,10332.67,4486.69,4900.95,2480.37,2653.92,673.76,707.95,821.79,879.81,893.74,1022.98,280.13,279.4
1056,Luverne,AL,294,6577.31,7511.48,3244.37,3819.31,1694.67,1807.98,487.18,552.01,488.6,566,391.11,494.02,268.2,266.58
1057,Mobile,AL,8386,7746.64,9126.6,3481.25,4382.19,2133.1,2334.63,733.82,823.48,475.52,538.96,687.86,815.34,252.28,248.2
1058,Monroeville,AL,637,7828.64,9316.57,3929.78,5016.69,1961.91,2092.47,633.68,723.76,589.88,677.62,453.16,539.28,253.34,251.39
1059,Montgomery,AL,5218,7995.56,8862.7,3514.46,4040.8,2557.85,2722.18,605.08,646.44,436.23,475.1,692.64,790.89,238.14,237.48
1060,Moulton,AL,899,9142.25,10330.83,4294.32,5061.12,2342.94,2546.24,788.13,846.05,780.52,846.52,699.37,821.71,330.55,328.6
1061,Muscle Shoals/Sheffield,AL,1646,8993.63,10218.04,3632.42,4433.27,2400.4,2605.59,661.25,705.76,695.11,757.91,1385.64,1513.4,325.31,321.73
1063,Oneonta,AL,461,8704.53,9759.78,4112.27,4789.63,2105.51,2289.75,821.03,876.3,683.52,721.49,795.3,899.25,224.68,228.95
1064,Opelika,AL,2171,7240.71,8245.59,3303.04,3873.63,1861.91,2090.57,868.11,961.43,327.72,366.5,617.22,688.06,273.52,272.91
1065,Opp,AL,336,9396.41,11007.66,5185.19,6379.46,1963.22,2069.69,607.5,688.9,749.61,867.76,675.36,805.22,278.54,279.25
1066,Ozark,AL,591,7480.62,8893.64,3400.26,4309.29,2009.97,2184.49,793.58,904.35,374.1,426.74,718.06,903.53,230.08,229.39
1068,Phenix City,AL,1163,8048.46,9139.68,3658.42,4370.2,2103.95,2280.64,926.99,994.6,356.04,393.86,765.89,878.51,283.71,279.76
1070,Prattville,AL,737,7992.1,8862.25,3559,4152.83,2595.28,2726.45,604.5,643.44,416.33,447.38,554.22,646.23,273,271.28
1071,Red Bay,AL,187,6882.12,8054.01,2532.29,3286.32,1959.34,2114.21,736.86,824.34,982.06,1083.82,,,366.65,365.34
1072,Roanoke,AL,351,9111.75,10276.54,4929.32,5615.7,1820.27,2012.42,1304.58,1482.62,587.71,673.91,,,382.42,384
1073,Russellville,AL,708,9167.27,10618.4,3614.93,4395.01,2286.32,2465.77,621.76,684.47,925.92,1037.36,1564.28,1967.32,373.85,368.52
1074,Scottsboro,AL,920,9165.26,10402.09,4299.42,5050.11,2330.14,2467.16,829.2,917.32,658.82,736,794.09,1011.88,317.78,316.51
1075,Selma,AL,1323,7759.36,8500.24,3683.59,4019.57,2273.91,2442.62,589.61,664.78,502.96,571.81,468.78,558.97,274.39,273.03
1077,Sylacauga,AL,760,9178.59,10613.11,3644.22,4270.09,2140.63,2328.27,1092.07,1230.1,407.11,465.59,1610.89,2056.3,337.08,334.86
1078,Talladega,AL,778,8364.3,9525.76,3882.35,4553.27,2000.88,2134.35,997.77,1126.58,501.83,563.26,753.56,927.02,258.01,259.65
1079,Tallassee,AL,299,7536.13,8464.95,3565.33,4151.63,2333.41,2507.34,679.68,734.11,284.87,312.62,464.1,539.08,192.46,200.69
1080,Thomasville,AL,456,9847.17,11537.56,4567.74,5550.53,2045.02,2169.85,863.93,981.44,630.69,724.94,1394.15,1744.4,324.36,320.33
1081,Troy,AL,576,8540.7,9675.45,3615.29,4201.22,2327.82,2456.89,881.3,998.92,498.54,575.41,841.58,1054.85,377.83,375.91
1082,Tuscaloosa,AL,4119,8799.87,9715.63,4382.98,4944.85,2110.71,2345.17,812.48,866.64,731.71,788.46,509.8,518.24,245.16,244.73
1083,Union Springs,AL,144,6221.13,7364.87,3133.98,4043.49,2110.46,2196.83,410.97,451.35,234.28,269.06,,,228.25,227.09
1084,Valley,AL,834,7756.58,8778.35,3643.32,4205.49,1986.52,2177.02,1090.82,1229.38,269.24,306.33,585.59,679.82,199.84,203.07
1085,Vernon,AL,267,8435.45,9628.5,4076.55,4768.26,2025.96,2164.19,736.91,834.41,709.51,799.2,711.34,900.07,217.63,218.39
1086,Wedowee,AL,251,8223.8,9237.67,4437.21,5124.39,1613.81,1705.25,1155.49,1296.52,644.49,737.01,,,242.81,240.89
1088,Winfield,AL,492,8241.65,9414.02,3959.34,4656.23,2105.32,2294.64,790.28,890.84,560.9,629.61,564.6,687.57,272.37,270.87
4001,Arkadelphia,AR,521,6700.08,7499.42,3552.13,4100.96,1893.74,2015.24,809.38,905.24,225.83,257.38,,,199.52,199.27
4002,Ashdown,AR,254,9994.5,11558.29,5044.07,6209.99,2712.15,2853.53,1017.01,1135.05,800.38,919.27,,,263.16,260.04
4003,Batesville,AR,1280,8576.76,9397.02,4806.67,5253.05,2112.34,2271.3,931.93,1062.28,365.29,422.21,127,152.46,235.35,234.83
4004,Benton,AR,1425,9941.46,10639.48,5214.19,5737.43,2552.12,2709.7,895.65,946.75,449.54,476.15,473.14,412.96,368.47,362.58
4005,Bentonville,AR,1515,6795.77,7343.75,3238.25,3616.61,2252.55,2390.78,630.7,669.23,271.73,288.09,150.09,125.61,229.86,230.09
4006,Berryville,AR,376,5762.28,6335.24,3089.21,3342.23,1165.33,1315.71,745.7,842.47,384.98,443.16,,,269.14,271.03
4007,Blytheville,AR,593,8379.64,9249.48,4328.69,4867.98,2160.39,2295.8,982.69,1107.43,420.7,479.3,83.76,93.28,379.77,380.6
4008,Booneville,AR,200,6383.41,7182.12,3279.99,3791.53,1404.11,1513.08,689.89,779.52,280.81,323.93,,,492.46,486.17
4010,Calico Rock,AR,330,7897.6,8884.85,4136.82,4796.46,2009.59,2116.87,859.39,977.94,527.96,603.98,,,249.37,251.47
4011,Camden,AR,687,7636.34,8680.28,4186.69,4869.79,1520.23,1674.21,1091.77,1229.44,272.01,314.38,155.29,185.24,374.07,371.21
4012,Cherokee Village,AR,557,6379.98,7036.83,2925.19,3353.29,2020.7,2114.74,831.88,933.62,260.75,299.5,90.97,90.55,225.83,224.05
4013,Clarksville,AR,529,6613.71,7466.4,3581.26,4116.92,1516.63,1641.55,758.67,863.32,278.05,317.75,165.85,211.54,320.14,322.03
4015,Conway,AR,1699,7795.61,8239.15,3667.67,3965.37,2418.37,2489.97,787.12,831.04,266.78,284.22,395.34,411.69,239.5,238.62
4017,Crossett,AR,482,9499.27,10257.94,4935.1,5386.84,2171.27,2149.89,1345.96,1530.03,347.86,400.63,403.39,496.75,282.68,283.12
4018,Danville,AR,310,7625.99,8694.99,4504.4,5385.54,1553.98,1630.58,739.57,796.2,426.2,493.55,,,388.53,389.26
4019,Dardanelle,AR,269,8302.92,9269.91,4856.74,5460.88,1642.03,1798.73,907.79,1039.87,398.16,450.34,,,414.74,415.43
4020,De Queen,AR,416,7656.47,9067.77,3961.38,4971.4,1598.79,1724.02,457.07,513.42,932.77,1074.53,441.87,536.7,316.16,313.36
4021,De Witt,AR,228,9417.73,10483.25,4989.69,5653.08,1997.93,2094.7,1788.43,2021.16,301.91,345.06,,,185.81,186.87
4023,Dumas,AR,192,7008.11,7830.36,3244.49,3739.89,1644.77,1752.98,929.44,1036.24,668.29,769.48,,,334.79,341.09
4024,El Dorado,AR,1280,7878.11,8943.8,4217.3,4925.36,1856.72,2001.39,1041.8,1185.74,283.83,325.29,185.59,212.36,285.34,282.68
4025,Eureka Springs,AR,348,6840.6,7627.04,3341.05,3772.58,1580.72,1731.4,715.31,783.54,724.19,836.07,,,213.98,215.73
4026,Fayetteville,AR,1801,7065.49,7800.1,3902.53,4382.36,1925.74,2112.55,429.41,456.04,356.5,381.22,214.78,225.79,237.2,237.69
4027,Fordyce,AR,228,7163.77,7997.22,3456.1,3952.12,1434.93,1571.82,954.45,1073.7,689.12,796.96,,,431.81,422.6
4028,Forrest City,AR,536,6067.14,6764.16,2961.7,3415.17,1687.69,1783.77,459.35,505.7,425.94,482.85,145.55,178.15,367.89,367.34
4029,Fort Smith,AR,4853,7284.17,8300,3471.89,4165.39,1812.82,1958.42,636.51,697.33,689.8,768.66,378.69,420.97,324.99,325.64
4030,Gravette,AR,253,6980.36,7809.14,4218.02,4724.99,1314.55,1491.23,460.61,493.78,537,583.17,,,216.16,222.06
4031,Harrison,AR,1301,6959.55,7838.82,3450.82,3966.94,1812.21,1980.07,802.97,913.25,494.76,571.65,135.25,146.11,279.72,281
4032,Heber Springs,AR,611,6917.02,7825.94,3233.21,3752.52,1802.7,1952.44,946.88,1060.71,282.14,326.1,346.54,437.72,294.1,289.72
4033,Helena,AR,499,8026.27,8863.91,4341.32,4941.15,1941.3,2019.73,845.08,946.49,435.46,499.9,,,393.18,390.09
4034,Hope,AR,488,8678.1,9786.65,4869.59,5634.43,2110.89,2285.8,686.3,768.61,400.51,455.32,259.4,296.85,345.84,343.38
4035,Hot Springs,AR,4699,7448.58,8080.08,3519.67,3967.96,2172.38,2308.12,865.69,903.09,290.42,306.76,341.2,333.68,241.3,242.79
4038,Jacksonville,AR,1300,9109.97,9855.94,5102.89,5598.64,2260.56,2411.72,698.28,741.37,324.49,345.46,410.97,456.72,340.69,334.87
4039,Jonesboro,AR,3043,7987.08,8748.49,4172.5,4665.6,2079.69,2175.7,879.74,982.86,386.79,435.86,148.83,174.14,316.24,314.4
4040,Lake Village,AR,298,8399.69,9656.27,4623.82,5499.95,1705.19,1827.86,1225.56,1389,474.73,546.21,,,232.41,232.97
4041,Little Rock,AR,6827,7964.54,8555.77,3889.74,4238.08,2335.53,2485.73,825.63,885.35,331.4,358.46,320.67,327.31,263.99,263.23
4042,Magnolia,AR,679,7947.1,9049.15,4296.91,5106.88,1883.45,1970.64,761.03,848.63,486.03,560.6,231.85,271.36,269.55,267.42
4043,Malvern,AR,720,9315.69,10283.1,4881.26,5518.2,2205.13,2364.35,970.32,1056.82,573.73,646.93,398.2,414.51,301.36,298.65
4045,McGehee,AR,229,8407.21,9078.35,4716.31,5102.88,1795.71,1851.17,1135.63,1278.94,368.93,426.42,,,252.29,259.14
4046,Mena,AR,685,7734.08,8699.5,3936.64,4530.09,1542.49,1644.88,857.67,955.84,936.81,1071.99,179.57,223.48,339.88,344.13
4047,Monticello,AR,371,8493.07,9632.06,4047.32,4804.4,2414.76,2551.5,727.69,810.01,715.37,827.01,296.29,348.01,289.27,286.72
4048,Morrilton,AR,473,7868.86,8910.97,3853.21,4532.26,1979.11,2083.5,678.08,751.94,281.29,321.46,709.58,868.87,383.86,380.02
4049,Mountain Home,AR,2506,7046.99,7972.05,3283.36,3868.34,2105.94,2267.57,900.43,1022.52,276.82,316.17,233.3,251.42,223.12,225
4050,Mountain View,AR,381,11080.04,12191.54,6880.22,7661.81,2047.29,2126.19,1117.56,1272.09,733.86,838.83,,,299.63,297.4
4051,Murfreesboro,AR,184,7827.9,8851.7,4007.04,4710.62,2098.7,2254.36,892.15,982.84,,,,,388.53,391.74
4052,Nashville,AR,414,7244.29,8274.84,3801.92,4572.65,1817.57,1907.51,966.76,1078.62,171.49,197.47,128.15,158.99,357.45,357.08
4053,Newport,AR,563,9926.04,11311.76,5993.06,7036.74,2268.42,2392.49,756.46,859.1,418.81,484.24,199.2,247.97,299.27,302.31
4054,North Little Rock,AR,2186,8651.94,9304.81,4690.83,5127.23,2263.74,2438.56,821.08,869.94,304.91,323.59,310.9,281.84,258.71,259.85
4055,Osceola,AR,265,8207.86,9157.42,3928.8,4581.21,2252.07,2321.12,958.19,1081.93,344.03,398.03,,,508.09,513.3
4056,Ozark,AR,302,5334.7,6071.81,2501.59,2969.22,1436.39,1590.02,739.09,811.77,300.32,329.62,,,326.74,333.01
4057,Paragould,AR,1054,7758.2,8543.63,4275.48,4800.84,1920.76,1993.66,790.95,895.41,356.59,409.14,124.38,154.31,291.75,294.52
4059,Piggott,AR,233,8259.18,9580.47,4619.43,5591.38,1520.02,1596.19,1322.83,1511.95,577.95,668.07,,,252.65,257.21
4060,Pine Bluff,AR,1839,7396.08,7856.98,3715,3937.59,2150.91,2297.98,687.22,733.37,212.1,228.55,413.54,446.98,248.06,247.69
4061,Pocahontas,AR,467,6692.88,7448.3,3096.97,3641.04,1739.78,1759.96,872.9,983.87,605.59,699.07,,,324.54,321.21
4062,Prescott,AR,163,7753.97,8627.5,3992.87,4842.35,2571.45,2454.31,441.28,493.31,,,,,219.02,219.74
4063,Rogers,AR,1280,7211.61,8038.98,3651.9,4248.09,1985.89,2152.96,667.69,712.69,447.72,478.04,156.86,143.5,310.55,313.17
4064,Russellville,AR,1304,7454.6,8110.6,3912.51,4287.42,1888.09,1986.54,826.17,923.62,220.63,254.22,269.55,321.67,326.69,327.46
4065,Salem,AR,179,9169.08,11719.62,5615.95,7768.46,1821.85,1967.45,686.74,787.7,506.88,586.43,,,296.73,298.24
4066,Searcy,AR,2397,8236.46,9038.37,4470.97,4977.01,2037.17,2161.81,700.9,784.57,317.92,363.66,394.36,441.06,326.45,325.32
4067,Siloam Springs,AR,767,7313.12,8171.52,3737.86,4269.67,1814.41,1978.63,639.37,683.94,538.53,603.24,365.5,419.5,246.12,249.4
4068,Springdale,AR,1458,7416.46,8188.05,4020.69,4596.89,1888.99,2081.55,586.13,623.79,393.04,420.75,255.36,188.99,283.38,282.09
4069,Stuttgart,AR,615,7201.59,8038.1,3432.06,3966.51,1870.57,1957.64,1138.12,1281.54,322.38,365.07,204.4,225.98,228.63,229.41
4070,Texarkana,AR,974,8376.79,9494.8,4393.93,5201.59,2167.08,2321.19,756.76,823.35,371.01,404.2,352.59,409.51,335.01,334.84
4072,Waldron,AR,213,8058.56,9239.29,4043.85,4848.93,1739.14,1846.85,1145.94,1297.55,468.79,536.55,,,355.53,351.51
4074,Warren,AR,350,8821.62,9916.44,3992.26,4690,2206.2,2293.59,1256.95,1405.73,952.37,1099.4,,,350.89,348.37
4075,West Memphis,AR,894,8051.92,8204.58,4146.45,4165,2172.49,2251.47,874.94,900.73,389.39,408.17,145.64,161.01,309.85,309.17
4076,Wynne,AR,298,6535.34,7619.52,3205.56,3986.11,1669.3,1798.84,822.54,927.56,311.01,357.89,,,280.54,282.77
3002,Bisbee,AZ,240,7773.37,8120.24,4037.49,4369.13,1972.72,1923.2,930.13,979.46,406.6,427.63,,,209.47,208.51
3003,Bullhead City,AZ,2072,8610.58,8680.34,4442.71,4572.72,2827.93,2746.24,646.81,665.61,154.82,150.93,165.08,173.64,270.15,273.7
3004,Casa Grande,AZ,1233,9354.72,9032.17,4352.88,4238.72,2900.28,2816.93,799.19,779.01,237.26,230.65,924.34,803.52,236,236.05
3005,Chandler,AZ,2381,8197.22,8104.78,3300.1,3363.66,3001.73,2953.25,644,627.32,282.2,275.46,801.68,718.58,179.28,174.6
3006,Cottonwood,AZ,2338,7718.6,7550.84,3870.73,3760.07,2315.25,2290.59,702.7,679.46,170.02,167.39,404.32,396.61,228.81,229.57
3007,Douglas,AZ,254,9476.47,9917.02,5588.07,6112.13,2262.93,2118.56,998.97,1066.53,387.3,409.61,,,194.54,196.8
3008,Flagstaff,AZ,952,8817.91,8103.51,4905.18,4324.31,2367.29,2336.25,615.23,552.55,188.01,170.22,483.35,452.19,275.02,277.8
3009,Florence,AZ,184,7587.26,7494.34,3561.22,3486.22,2012.58,2015.89,1120.88,1113.65,,,,,245.84,243.31
3010,Ganado,AZ,365,6893.17,6182.23,4072.58,3480.93,1516.13,1480.24,849.95,875.76,,,,,135,130.71
3014,Kingman,AZ,1878,8991.18,8804.63,5176,4987.73,2266.66,2198.31,715.36,735.5,123.96,127.8,414.89,466.68,290.25,288.84
3015,Lake Havasu City,AZ,1979,8263.65,8208.58,3999.55,3934.66,2795.58,2734.58,620.97,644.48,96.59,99.84,482.24,539.9,226.06,224.59
3016,Mesa,AZ,9893,8522.44,8532.59,3784.46,3946.05,2813.02,2775.89,656.76,640.32,295.9,288.28,749.08,665.32,216.88,210.91
3019,Page,AZ,128,6958.98,6163.64,2786.7,2495.51,1224.24,1225.28,1424.94,1244.76,,,,,359.57,368.05
3020,Parker,AZ,626,8207.47,7961.28,4236.56,4093.49,2525.59,2402.17,809.16,831.43,54.41,53.26,233.44,242.72,274.95,269.59
3021,Payson,AZ,1120,8168.92,8085.49,4196.77,4117.65,2078.87,2071.53,616.56,634.86,224.12,234.36,697.97,670.1,397.34,396.32
3022,Phoenix,AZ,13101,8656.88,8447.73,4133.26,4039.66,2725.17,2709.26,552.43,538.02,300.41,292.54,783.35,702.42,193.19,190.53
3023,Prescott,AZ,4249,6797.25,6805.64,3117.5,3198.06,2293.23,2250.8,526.13,517.27,203.39,201.07,382.68,373.48,245.93,240.11
3024,Safford,AZ,515,6725.33,6887.44,3317.12,3436.54,1884.71,1839.05,729.26,766.32,167.84,176.21,402.02,456.57,242.54,240.25
3025,Scottsdale,AZ,6100,7813.85,7886.2,3120.11,3267.06,2955.63,2957.22,628.83,608.38,280.86,273.69,616.66,578.9,171.27,165.6
3026,Show Low,AZ,1117,8012.68,7929,3997.83,4032.18,2091.41,2007.63,851.89,883.39,131.68,136.08,617.38,530.92,333.32,337.49
