State ID,State Name,Medicare Part D beneficiaries (2010),Average number of 30-day prescription fills per beneficiary (2010),Percent of patients filling beta-blocker prescription in the first 6 months following heart attack (2008-10),Percent of patients filling beta-blocker prescription in the 7-12 months following heart attack (2008-10),Percent of patients filling statin prescription in the first 6 months following heart attack (2008-10),Percent of patients filling statin prescription in the 7-12 months following heart attack (2008-10),Percent of diabetic patients age 65-75 filling ACE-I or ARB prescription (2010),Percent of diabetic patients age 65-75 filling statin prescription (2010),Percent of beneficiaries with a fragility fracture filling prescription for an osteoporosis drug within 6 months (2006-10),Percent of beneficiaries filling at least one prescription for a PPI (2010),Percent of beneficiaries filling at least one prescription for an SSRI/SNRI (2010),Percent of beneficiaries filling at least one prescription for a dementia medication (2010),Percent of beneficiaries filling at least one prescription for a new sedative-hypnotic (2010),Percent of beneficiaries filling prescriptions for more than one discretionary medication (2010),Percent of beneficiaries filling at least one prescription for a high-risk medication (2010),Percent of beneficiaries filling prescriptions for more than one high-risk medication (2010),Part D spending per Medicare beneficiary (2010),Spending for non-prescription drug services (Parts A and B) per Medicare beneficiary (2010),Proportion of 30-day prescriptions filled with brand-name products (2010)
11,Georgia,124109,49.8066175540095,84.3343653250774,78.0185758513932,75.6656346749226,70.5263157894737,74.6081734290318,70.6093452468141,13.7718396711202,26.2146192332477,21.9990706781938,8.26051735416907,9.27817256428386,15.8203673063314,34.9774449176172,10.3304316201852,2643.15786330156,8196.5259432519,26.4794212993894
12,Hawaii,16539,42.3126478682464,80.4878048780488,71.3414634146341,81.0975609756098,71.9512195121951,76.0207388204796,78.8075178224238,28.0254777070064,19.8807913699722,7.2286884372987,6.39863792719537,4.85353683851408,6.43860769620587,24.1055012693948,4.21514797309492,3043.3016500117,6353.82632943531,32.1815301201273
13,Idaho,20909,46.1553972766042,84.7826086956522,78.804347826087,80.4347826086957,77.1739130434783,72.0407070166042,66.0417782538832,9.93377483443709,24.6043096396741,19.6263184980498,4.83753762801131,7.67856484983128,12.680746752546,26.5301447027024,6.21299572137318,2133.62036773736,7454.50132992751,21.7981360355249
14,Illinois,239784,47.5450491540429,85.8652094717668,81.4571948998179,76.8670309653916,73.4790528233151,73.7625475943233,71.5559016960886,13.5966149506347,22.3125744029226,16.4109138998453,6.58403050961065,5.78333745392295,10.9890387785835,21.7502669667458,3.91636747157913,2456.1607505767,9786.8842454882,24.8782304034821
15,Indiana,116725,50.8992891686762,85.3658536585366,78.9547038327526,76.5853658536585,71.3588850174216,72.6482873851295,69.4402673350042,16.9221698113208,23.929071834132,20.2396126806812,7.56791340847902,5.93255051418826,13.2035604815351,28.7276877659692,6.80815502349396,2628.14977366317,8835.99625507882,25.5091466503069
16,Iowa,85983,46.7167025931723,88.1922675026123,82.3406478578892,79.5193312434692,73.3542319749216,73.7632508833922,72.3645465253239,14.5962732919255,22.8774884895667,17.2985922515997,4.98282363668077,5.01114784972367,10.7095191395014,18.7965819470802,2.87117755429542,2007.50521774248,6741.22785875436,19.6373869734934
17,Kansas,65026,48.0920473670211,81.9602272727273,74.7159090909091,76.7045454545455,71.1647727272727,71.9003885552808,68.0678205581067,15.8311345646438,22.6067583411246,19.3363647111581,6.67445855875626,6.00338072394529,12.3303457442884,25.895023538887,5.55442318751793,2287.41692461748,7886.03513073576,23.411408950464
18,Kentucky,92383,55.9426854128203,83.8383838383838,79.5454545454545,75.0841750841751,70.6228956228956,74.4121573056782,70.0379915802444,12.6996197718631,29.78197419824,22.0235208634755,8.35931801856289,6.49571611517118,15.7774350997888,35.0795344101685,9.85283535827295,2987.89863556889,9234.04613443272,24.7269294565703
19,Louisiana,63914,52.9065529264965,84.0425531914894,76.8617021276596,72.7393617021277,68.8829787234043,75.1920823023831,69.7747102487303,15.3745072273325,29.2231685879583,23.2154494213947,8.6665568519305,9.1415746817927,17.4619629775426,38.5549488412091,12.4557823998993,2986.88821719875,10448.1881203956,27.9939540179376
20,Maine,33163,48.3599444679576,89.0310786106033,83.9122486288848,78.6106032906764,74.7714808043876,74.312242090784,77.7510316368638,10.6542056074766,25.0420352080827,20.7422305054626,5.23858245684613,5.0071749201366,12.6255151261982,20.0818798575791,3.44318206081555,2320.55393157247,8192.60041136979,22.4314778398207
21,Maryland,79173,46.1949303658703,84.2920353982301,80.0884955752212,77.4336283185841,72.5663716814159,75.7794382891007,72.8162844627673,13.3198789101917,21.4328929849817,17.7401256689224,5.53629937168667,6.96658383871976,11.090086068252,21.8019598138466,3.76968352115199,2525.91984510269,9938.07253741342,28.0532503729591
22,Massachusetts,100186,48.1538544242413,88.7428101889893,84.7165160230074,85.2095316351684,81.8405916187346,74.7071534174912,78.5738655748891,13.1840796019901,25.0074804736703,18.7878241652642,6.04433459456241,5.21507759971187,11.8605138604478,18.3287473631198,2.41462054463316,2488.83380080578,10491.3167611123,21.6378421126419
23,Michigan,142071,50.543234539213,85.9301719645649,79.5205836373111,73.5278791036998,68.8900468994268,72.9026786345325,71.4820835394728,13.3040131940627,25.8786083786518,18.1758391168161,7.18739534730152,6.03644574985655,12.7959068042842,25.6097187691528,5.39644839076481,2441.13740788411,9881.06580926792,21.3583031655901
24,Minnesota,60784,45.9266844601464,86.9798657718121,83.0872483221477,81.6107382550336,77.4496644295302,75.6814410997867,76.3451054752311,12.25,21.3139604357851,16.7594759626836,4.22276058131741,4.65038197229822,9.48324977718495,15.1494729839702,1.92410340782583,1927.4123441032,7519.99830758727,19.0325610574621
25,Mississippi,68651,49.3784381097577,82.6542491268917,73.6903376018626,76.2514551804424,69.732246798603,74.4435380491784,66.2044050809929,13.8238573021182,30.0500629427219,22.1242097624811,8.0755741935831,8.28044220933062,16.4485759256845,38.0686003405084,11.705045810209,2566.7158081009,8761.06478300975,26.1201456973292
26,Missouri,109193,50.5167725208705,85.2107809260539,79.3365583966828,74.7062888735314,69.4540428472702,73.9130434782609,70.6146926536732,13.9975550122249,23.7519018121728,20.3919960265361,7.55449628847689,6.23166294635948,13.2674694654053,28.1852798440458,6.65041797272694,2544.10678054211,8432.08385818525,23.8284529426437
27,Montana,20184,44.9691649234276,85.377358490566,80.6603773584906,78.7735849056604,73.1132075471698,72.6740403383214,68.900455432661,17.3076923076923,20.2666441757402,19.7393550213691,4.49883758544567,6.28839604891464,11.3320068938501,22.0670645472391,3.90350482743367,2084.72283422403,6932.5917540712,22.4699525409263
28,Nebraska,45655,45.7673534966158,89.3004115226337,83.3333333333333,80.0411522633745,75.9259259259259,71.3200112580918,68.3647621728117,13.4177215189873,22.9453133121253,17.2341233937851,5.51049500382991,5.56616864570108,11.27913167644,22.6081285517129,4.19982436602325,2165.44970784938,7818.32135730063,22.245411116149
29,Nevada,23558,43.8466974239289,80.4979253112033,74.6887966804979,74.2738589211618,67.2199170124481,73.9600665557404,67.720465890183,16.4383561643836,22.1641962684814,15.654703026738,6.68743572071965,9.00032728059969,11.7298677730944,25.0152841084797,5.36000756085287,2339.69033097303,10381.057745324,25.6127100333787
30,New Hampshire,24112,46.1201899402938,88.663967611336,82.995951417004,82.995951417004,79.7570850202429,74.6261456825856,75.3497346840328,12.1212121212121,21.9507879457891,18.4748837232346,6.51353209732386,5.5509253972379,11.5308585131388,18.4121415138812,2.841805207222,2359.02553292754,8543.75306967264,24.1741543198321
31,New Jersey,157540,46.5106293337406,85.8380030565461,79.9286805909322,78.2985226693836,72.6948548140601,75.0525725501192,71.3164166549839,10.9455053563111,25.6150260325305,15.8481049837113,6.93725660698533,8.47050746753137,12.7347223503662,20.4356301639008,3.49061841533726,2961.56490529164,10501.3973655511,32.2670099886789
32,New Mexico,30043,41.7460423944462,86.5573770491803,81.6393442622951,77.3770491803279,75.4098360655738,75.7015109466543,67.8692568609312,15.7754010695187,21.8011437876919,16.3090956328847,5.4190131763034,5.85991803616298,10.141492603342,25.7649372349735,6.04865047079098,2080.0341450575,7374.15763148686,22.1152986543206
33,New York,246628,51.3634825203071,85.9420761470875,80.7028961926456,79.6941099902375,74.5525545069964,77.350387452152,75.1330407991784,14.9932157394844,29.2253361187205,18.2385462699226,7.40545817460115,10.5087629241276,15.3834476725249,20.2438404758888,3.15978917953006,3522.56981314458,11414.8719032373,31.848822517042
34,North Carolina,166207,50.1847031718738,83.6754176610979,78.7589498806683,76.8496420047733,70.9307875894988,74.9946224994622,71.8434071843407,13.7961726746773,29.1347848290323,20.6675714300332,7.2891151033129,8.49969212078293,15.4372498380285,31.4055096107683,8.16001892677602,2705.02964376548,7999.26032512811,26.4388792455695
35,North Dakota,20999,47.5594089078401,88.0658436213992,85.59670781893,76.1316872427984,72.8395061728395,75.2409638554217,68.3132530120482,14.5969498910675,21.2168751860113,18.9477674831343,5.07771678638676,4.85972964337217,10.7505167388505,18.7602180436945,2.66612553813749,2095.66110659041,6742.21717295565,20.8156785321921
36,Ohio,147817,51.8905598031147,84.5479452054794,80.8767123287671,77.7534246575342,73.4246575342466,72.7803515897696,71.714158786571,14.3839238498149,26.027941122087,20.5191163622712,7.6321576308733,5.97248577416521,14.0907106255856,26.7235108816225,6.02063570463846,2694.92931824898,9513.16799362958,24.586072001955
37,Oklahoma,74801,49.4604259396157,81.4102564102564,73.0769230769231,72.9700854700855,67.8418803418803,73.8662056124485,66.4849049075675,16.0394265232975,26.3349677093656,19.6386047245729,7.136338872271,7.28324878461645,13.798873717762,33.7721102507844,9.49664105324178,2675.5585785615,8972.14543859714,25.8086586881578
38,Oregon,44410,45.3321246046787,87.6681614349776,80.7174887892377,82.2869955156951,77.8026905829596,74.7542679772375,72.296947749612,15.2091254752852,20.4921243202353,18.2421000489383,4.76873899256325,6.68888943419281,10.7683363363828,23.5385720661981,4.5386915014478,2118.12208443738,7381.86836494302,22.7735362160003
39,Pennsylvania,193862,48.5032493734767,86.2641815235008,80.9157212317666,76.1750405186386,71.1102106969206,71.4863435575188,71.1441547937535,13.6311128224875,25.9786802146383,18.405009760823,6.60653962134403,5.6770414729091,12.666046456319,21.6671930264988,3.94930684325677,2752.68248022459,9217.88177692856,27.1895458345874
41,Rhode Island,14589,47.4276848199198,86.1313868613139,81.7518248175182,82.4817518248175,74.4525547445255,74.9271137026239,73.955296404276,12.6903553299492,25.9689759251061,19.5494786740294,6.45044820844642,5.25158347350822,12.6543761496493,19.9173913650102,3.04950968273401,2606.89152189451,9303.71610070322,24.4785991836321
42,South Carolina,76793,47.8070265725389,82.5378346915017,76.4842840512224,74.6216530849825,69.499417927823,75.5316548521144,70.4839892446835,15.0873965041398,24.3072368519273,20.6038786461467,7.61973574170547,8.54314922250447,14.0422984145961,32.9486330803555,9.11085147512916,2616.95518190537,7899.18389327402,28.1437902487742
43,South Dakota,24566,45.3176150899865,86.6197183098592,84.8591549295775,76.4084507042254,69.0140845070423,75.013206550449,67.1949286846276,13.4657836644592,23.0965721220654,16.5588944074743,5.25719900036205,5.02860235811222,10.6896260408733,19.4446782290356,3.06452796591159,2084.29137964898,7134.65571569161,21.2594220927939
44,Tennessee,109704,52.8603414139135,81.6788807461692,75.9493670886076,74.9500333111259,70.219853431046,72.6792150580697,69.2671205446536,14.9461684610513,28.8832258059222,21.9999811881903,8.09348715438424,8.290947647191,16.1381138634634,35.8526530215107,10.7459109929471,2722.77437668756,9113.44434796227,24.3916732564756
45,Texas,310885,48.1652607580349,82.2376357056695,74.9095295536791,73.4620024125452,68.6369119420989,75.7823552713485,70.7458547903345,15.337853635726,26.1299794667277,19.0603719792958,8.33695048459709,8.10973823619403,14.3334145171786,32.9273642376443,9.08942533584348,2767.66821166191,10797.9530977501,28.2764338445878
46,Utah,20804,46.3044303692778,85.3932584269663,79.7752808988764,84.8314606741573,81.4606741573034,71.4865550481989,70.5733130390665,13.013698630137,27.9351918327689,21.0539395338189,5.04382409059929,9.29986422883242,15.2822229831871,24.1159346739253,5.06169812516335,2407.98716123502,8017.78568871026,23.6768813063725
47,Vermont,15298,46.7389393139481,85.2534562211982,80.6451612903226,82.4884792626728,76.9585253456221,72.5458898643256,74.9401436552275,11.6751269035533,24.7486636207455,19.7594122101297,5.05654159776222,5.46153731619789,12.0185614982154,17.3186349385643,2.41709767146389,2370.64611951256,7748.83541874819,22.2594496650905
49,Virginia,122651,48.0184713325419,85.0889192886457,80.0957592339261,78.3857729138167,73.0506155950752,75.2343513758694,72.8454792863623,11.9431891542931,24.6871833942147,18.8593895370092,6.4494816624619,6.59339906075931,12.4200166997768,27.135684090026,6.18007320280744,2478.61649484981,7458.3592998496,25.697477827952
50,Washington,85394,48.0923104650098,81.468110709988,75.812274368231,79.9037304452467,75.5716004813478,76.6762255906049,76.2938686330739,14.1414141414141,23.9196297721198,19.0429490243448,5.32081118529506,6.3516924917312,11.9777553451908,23.7679124520872,4.71005053906667,2302.9763218432,8224.32278250815,22.2658488452524
51,West Virginia,38598,54.1764875373115,86.1888111888112,79.3706293706294,72.5524475524476,67.8321678321678,74.9130345815429,68.6924493554328,12.779552715655,30.8596246260343,20.7759248634983,7.54692221150938,5.75165880383061,15.0901234520751,29.1357587182691,6.93946147573185,2821.28917258402,8573.15237073053,24.7478843244542
52,Wisconsin,73352,50.6417006696009,89.6596858638744,83.7696335078534,82.9842931937173,78.1413612565445,74.4354966050845,75.8882046423496,13.6061946902655,24.1537330009309,18.1571428756264,6.86174182172443,5.47931088780219,12.2141715209896,19.1296634464364,2.87074638502323,2511.96991847796,7616.64878963952,21.7767146327079
53,Wyoming,11841,42.2127080279061,82.6446280991736,76.0330578512397,85.1239669421488,76.8595041322314,71.3052858683927,67.8532901833873,13.8121546961326,21.2491150693291,17.6099947662975,5.17889409159149,6.08777936202023,10.8116720954033,22.629789599719,4.5236116351846,2055.85791163442,7753.61994992325,23.5964321656054
99,United States,4568087,48.75,84.3209130073313,78.4577885269443,76.8781649157282,71.984354924042,74.5580233178868,71.4616071308412,14.259319286872,25.8,18.8,7.1,7.6,13.6,26.577,6.1,2669.608,9362.529,26.3
