HSA ID,HSA Name,State,Medicare Part D beneficiaries (2010),Average number of 30-day prescription fills per beneficiary (2010),Percent of patients filling beta-blocker prescription in the first 6 months following heart attack (2008-10),Percent of patients filling beta-blocker prescription in the 7-12 months following heart attack (2008-10),Percent of patients filling statin prescription in the first 6 months following heart attack (2008-10),Percent of patients filling statin prescription in the 7-12 months following heart attack (2008-10),Percent of diabetic patients age 65-75 filling ACE-I or ARB prescription (2010),Percent of diabetic patients age 65-75 filling statin prescription (2010),Percent of beneficiaries with a fragility fracture filling prescription for an osteoporosis drug within 6 months (2006-10),Percent of beneficiaries filling at least one prescription for a PPI (2010),Percent of beneficiaries filling at least one prescription for an SSRI/SNRI (2010),Percent of beneficiaries filling at least one prescription for a dementia medication (2010),Percent of beneficiaries filling at least one prescription for a new sedative-hypnotic (2010),Percent of beneficiaries filling prescriptions for more than one discretionary medication (2010),Percent of beneficiaries filling at least one prescription for a high-risk medication (2010),Percent of beneficiaries filling prescriptions for more than one high-risk medication (2010),Part D spending per Medicare beneficiary (2010),Spending for non-prescription drug services (Parts A and B) per Medicare beneficiary (2010),Proportion of 30-day prescriptions filled with brand-name products (2010)
49021,Grundy,VA,470,56.3845915789819,,,,,80.952380952381,66.6666666666667,,43.9130127761739,20.0378784598712,6.67765643358193,7.00572769776542,17.5401556509072,32.9026463655615,8.46207444596387,2588.17694859513,6960.07507269064,20.8421514109422
49022,Hampton,VA,774,43.9587282279239,,,,,78.021978021978,65.9340659340659,,22.0441087748515,16.7373094697195,6.15169923423283,5.91247179923437,10.8119467488583,29.6278234577808,7.3533690969996,2441.10018891829,7453.63376080544,26.3526210149253
49023,Harrisonburg,VA,3077,49.41227092826,76.3157894736842,76.3157894736842,84.2105263157895,68.4210526315789,74.6710526315789,75.9868421052632,,25.6004174294745,19.8802736905845,5.31350699462668,6.37186254337109,12.8049309113891,24.9823950527695,5.91304471229762,2391.13766559361,6967.71714269389,23.4265137187556
49024,Hopewell,VA,567,48.1077981807558,,,,,72.5,73.75,,24.9790334464478,19.5650817996592,7.35209101979013,6.74913101553106,13.7606662841258,30.7990751429025,7.16813855365297,2423.17688302885,8526.28136505521,25.805995135714
49025,Hot Springs,VA,250,47.2622197538927,,,,,76.9230769230769,73.0769230769231,,25.9675229563031,17.0235535063324,,,8.14094523244738,26.2175784671698,5.46882219995815,1986.51808102686,10524.3813129508,18.127671542719
49026,Kilmarnock,VA,1155,43.4728040523094,,,,,68,72,,23.9376674007959,17.5910614759118,4.59256425929604,7.20927235666877,11.0764332211152,24.6081952906676,4.86568978203144,2059.8029139642,5439.61167547335,25.4503733801924
49027,Lebanon,VA,795,58.3345130236287,94.4444444444444,83.3333333333333,94.4444444444444,88.8888888888889,80.3921568627451,68.6274509803922,,41.9567878273414,22.6781728628561,6.26614595818451,6.69350103589905,18.0591710420602,33.1422282392251,9.90320814257177,3014.07235356335,9366.84112098131,21.3443293951151
49028,Leesburg,VA,1397,44.548187213538,81.25,81.25,75,68.75,75,72.1153846153846,,18.9948001792991,14.8468146440568,6.90649648556098,7.27710763431305,9.87623789275322,21.1259167791528,3.79945004243535,2578.0806609265,7120.06927298318,30.1962309808605
49029,Lexington,VA,955,47.9119096220807,78.5714285714286,85.7142857142857,,,80,73.3333333333333,,22.528087655281,18.5596159388515,4.37892302485487,5.99837880455066,11.1161103054405,21.9247614622531,3.61760847444275,2108.97040481767,6600.96186662589,20.369770333485
49030,Low Moor,VA,922,48.1410895510996,,,,,74.1379310344828,67.2413793103448,,23.1111647920267,18.338204238854,5.20806118050944,2.58977833373707,10.2897285458006,28.644299328372,5.40515045461322,2088.03601303429,7988.24177348422,21.5086697510697
49031,Luray,VA,493,53.7481127572175,,,,,79.6875,82.8125,,26.1509302358054,24.8313368681472,4.60612181524228,4.18852101594374,14.3868871816554,27.0485686936195,6.19876015797301,2359.26956643979,6824.97132366681,19.2077855648512
49032,Lynchburg,VA,5703,45.896522004309,85.7142857142857,80,75.7142857142857,71.4285714285714,74.9606299212598,76.8503937007874,15.2777777777778,22.4002850160134,19.1053038184876,6.10065444626595,5.31198029149424,11.1121571287833,29.3646972172997,6.66022488622747,2271.61156594202,6997.53345145212,23.5526293877679
49033,Manassas,VA,1642,47.1824527735348,95,95,85,95,76.6666666666667,81.1111111111111,,21.4368320555583,17.8436289112795,7.39098044972405,5.85481122354123,11.1110183081433,22.0815659227802,4.45746798113639,2687.94899374571,6947.43553221661,27.429650306462
49034,Marion,VA,1119,54.1692170828064,86.9565217391304,78.2608695652174,82.6086956521739,82.6086956521739,72.108843537415,70.0680272108844,,38.7687746436351,18.8249609727309,6.17184806282175,6.43047216705269,14.9564180723429,32.1710728107231,9.40778929046769,2552.04963424347,7731.95178255417,21.5361455587576
49035,Martinsville,VA,2679,47.3726509358323,92.1052631578947,81.5789473684211,73.6842105263158,71.0526315789474,75.9075907590759,64.6864686468647,,25.9055080991742,17.4325956473697,7.7800078067731,5.30113685876776,12.290434088127,32.0735609604491,9.15749162020905,2346.71837016653,6662.17768110485,26.0474515746786
49036,Nassawadox,VA,1142,47.1870615938186,,,,,72.8,68.8,,25.282380338347,18.7316169330527,6.83491433176584,3.70830406666544,11.4719302174117,25.1155563073832,5.5554091776942,2325.05140476445,6659.637549798,23.472687837707
49037,Newport News,VA,3553,47.3918421017403,94.4444444444444,83.3333333333333,80.5555555555556,66.6666666666667,76.4102564102564,76.9230769230769,,24.0703651218621,18.669706142115,6.85336803034562,7.27145197810044,12.1198673300197,28.1799724539427,6.57546689559261,2613.55080841047,7217.46919510831,27.3591370820559
49038,Norfolk,VA,3464,47.9086658543747,75,66.6666666666667,66.6666666666667,64.5833333333333,77.5401069518717,71.1229946524064,,23.008916271869,18.0802617548249,7.05699682652621,7.37233593766591,11.8747370578678,27.516334538568,6.38232230926721,2672.54525712833,8510.40756103571,25.0481911835079
49039,Norton,VA,638,61.633226131387,,,,,75,83.3333333333333,,38.7318013139702,23.5589194954778,9.49128384960562,7.05885365512793,19.848823444332,33.4204332496581,8.27425538352616,3193.49487819461,10388.3769463169,23.647359646733
49040,Pearisburg,VA,506,55.1937231393922,85.7142857142857,85.7142857142857,,,73.3333333333333,69.3333333333333,,29.9066544336445,22.1899219198102,5.06452187260637,5.05094549923509,13.5752074917783,24.784179020612,5.90782243630694,2419.14057347702,7454.25836599152,22.9570119439146
49041,Pennington Gap,VA,437,60.2931096870105,,,,,71.2328767123288,71.2328767123288,,40.9696420515688,21.1595657030138,6.27313780965154,7.2800662208773,19.7489262652586,40.5251835840025,9.4816515417705,2653.08852342916,10300.7869915532,19.4786117015852
49042,Petersburg,VA,2190,51.5217925408973,85.1851851851852,85.1851851851852,62.962962962963,48.1481481481481,79.2079207920792,76.5676567656766,,25.3311263775322,19.6820609433301,7.18357887095128,6.96656800650656,13.4173105000987,31.5596708106388,7.99001785378463,2764.83040345451,7886.67339940933,25.8073397383328
49043,Portsmouth,VA,1977,48.0040402739536,95.2380952380952,80.952380952381,76.1904761904762,61.9047619047619,74.4855967078189,72.0164609053498,,21.6368895530724,19.6229352062373,7.55032265122342,6.3194269596469,12.5679205966923,29.5593387105212,7.08357118265501,2587.48681110927,8132.51670849132,24.9412831417112
49044,Pulaski,VA,1003,52.2371621394144,88.8888888888889,94.4444444444444,66.6666666666667,61.1111111111111,68.8,60,,32.9618879760944,22.7484500815653,6.07301535679169,7.6449271865982,17.5621301259943,35.2463904892893,10.6008217089967,2278.40621679714,8853.8714717793,20.1989822808059
49045,Radford,VA,736,47.544421435784,,,,,65.6716417910448,61.1940298507463,,27.8574589305426,18.7325190008284,3.87275236629133,5.56916570816375,11.50081808871,30.9199907334302,7.81239654979839,2092.16415866432,6784.65102677763,22.9531883346982
49046,Reston,VA,1556,44.6081653538371,,,,,76.6129032258065,78.2258064516129,,20.2053475390908,16.5749101768669,7.69084027544133,9.07986114651166,11.898800691302,22.6403409355815,3.5097259041361,2715.94170051853,6866.69717146045,32.18562170161
49047,Richlands,VA,741,52.8955194082357,,,,,75,61.1111111111111,,40.118983628346,15.0494727145595,5.01218784872576,6.91958099514423,14.8810449191869,32.4728440526961,9.12261166415605,2497.50741711196,8118.34415185128,23.4140970923877
49048,Richmond,VA,18172,45.9563346966064,84.4559585492228,78.7564766839378,85.4922279792746,78.7564766839378,74.0534521158129,71.1024498886414,13.6986301369863,22.2874177428214,18.339037867444,6.40346974440476,6.54014770601062,11.7051475628819,28.1143748045754,6.42056282422539,2371.9013765331,7383.91682370647,26.3757723450101
49049,Roanoke,VA,6297,45.9218216185668,80.2325581395349,73.2558139534884,70.9302325581395,66.2790697674419,67.6369863013699,65.5821917808219,11.8279569892473,21.4448142399275,19.4153807912301,5.73812034256038,6.65593251825904,11.4732088678625,27.1079997665941,6.46737659906466,2170.10421419136,6830.08540365439,24.2607440248373
49050,Rocky Mount,VA,805,49.3732435545269,78.5714285714286,85.7142857142857,,,77.6315789473684,68.4210526315789,,26.018638383547,20.2960166655481,6.49195141256368,5.30991212872991,12.9134821290999,30.4949999411709,6.85476362537083,2325.06752748321,7523.0888858854,22.9272620359376
49051,Salem,VA,1359,47.4014523092028,86.6666666666667,80,,73.3333333333333,77.6119402985075,68.6567164179104,,23.0015871090956,22.5674176027222,6.67589147387641,6.13110375248635,13.8369226703655,28.5085878691443,6.24835690506522,2582.82083627533,7532.54299034673,25.591751028043
49052,South Boston,VA,1915,47.7533771336328,90.3225806451613,80.6451612903226,87.0967741935484,74.1935483870968,68.0365296803653,70.7762557077626,,28.0512159434522,18.7231314227762,7.00332206828069,6.0206854654066,12.3930808957847,30.7084654975275,8.35815408819011,2353.876019299,7370.20764817022,24.0223033452421
49053,South Hill,VA,985,52.4407777585027,66.6666666666667,66.6666666666667,77.7777777777778,77.7777777777778,81.294964028777,82.0143884892086,,30.0674861592069,15.5956069908148,6.21175468664606,5.34353037770657,11.2034662117568,32.8106424928989,8.99685876284949,2571.99057649978,7651.63491277428,22.9409430211823
49054,Staunton,VA,3588,49.7998092885676,82.2222222222222,73.3333333333333,82.2222222222222,73.3333333333333,75.0617283950617,72.5925925925926,,26.2064606175371,21.0297497675918,5.74095792234151,6.23695414499832,13.2899237848381,25.4159285220788,5.4733939593675,2330.34758281922,6582.15652045856,22.0219430369303
49055,Stuart,VA,590,47.4165554795463,,,,,71.9512195121951,65.8536585365854,,27.9673425545164,17.4425859593336,7.59131268289437,5.1550172350305,13.2055239460222,28.3760643734549,6.36686339060707,1990.77270688301,7481.96850242881,22.4697333873583
49056,Suffolk,VA,1321,47.9896745292289,92.8571428571429,92.8571428571429,,,68.9189189189189,70.2702702702703,,22.9450905960418,18.0319122284932,8.59156476407555,6.13117147442313,11.3805845780005,29.1740057282499,5.41619976410095,2456.1274813273,7008.13959434816,25.6646026192877
49057,Tappahannock,VA,827,50.3427561908508,,,,,82.1782178217822,81.1881188118812,,26.524696272774,21.2655171587884,4.53055527619718,6.89555996721399,13.254354725651,25.1611869761491,5.7479999079977,2417.44005932371,6741.0592441503,24.7208239731136
49058,Tazewell,VA,441,54.0794062604484,,,,,69.4915254237288,57.6271186440678,,30.4565130272704,15.9015914629991,7.25786568013513,4.65744557989061,11.204593329725,27.4064128537029,6.51732351368113,2777.59034692713,8555.6449047017,23.2054976889528
49059,Virginia Beach,VA,3061,46.7917629671692,83.3333333333333,83.3333333333333,66.6666666666667,66.6666666666667,74.4525547445255,72.992700729927,,20.9265142578742,19.5068905754625,7.44277983082156,8.8998967979376,12.628190928254,28.5124047934283,5.81827879867023,2780.41980782488,7933.65604325989,29.0997085720978
49060,Warrenton,VA,1124,45.9809474847855,81.25,87.5,75,81.25,80.9160305343511,73.2824427480916,,18.6297687990388,16.5014001259911,5.79881413803288,6.06942326492876,9.76553822695781,22.1252241977699,5.30124853476158,2379.99589851979,7940.04507660406,27.3883426566568
49062,Williamsburg,VA,2010,45.4849458400064,68.75,,75,75,72.5490196078431,73.8562091503268,,20.0996955686443,17.2642499951399,5.43028261997179,7.06595757376957,9.71456058334951,22.1462063413092,4.81403627301439,2573.24587055399,6638.45073352939,29.3900571066225
49063,Winchester,VA,2930,50.6054817617035,87.8048780487805,87.8048780487805,82.9268292682927,80.4878048780488,81.3513513513514,80.5405405405405,,23.3148800130303,19.8582800145742,7.02816959869524,5.87381194861233,12.031322489876,22.178971072558,4.32096702921707,2471.76333408792,7561.22822663304,25.1484089846475
49065,Woodbridge,VA,981,50.1886843274591,,,,,76.4285714285714,88.5714285714286,,23.790186525699,18.4674991823641,10.6397955966093,6.47381851811555,13.0414822070202,24.8335739772518,4.4138026897182,3013.64581972089,9016.14634326168,29.2032175794112
49066,Woodstock,VA,669,47.7341850014634,,,,,79.0322580645161,77.4193548387097,,23.4280523284007,22.8235375969831,6.05298781886181,4.05320117913608,12.6492723902512,21.3356238982061,5.7222234719337,2171.90539461106,7138.86075445462,22.4385134326542
49067,Wytheville,VA,1158,51.8841489923516,89.4736842105263,78.9473684210526,68.4210526315789,63.1578947368421,65.9863945578231,53.0612244897959,,30.8663377797303,21.7499155357809,6.63946054464005,7.85983506719132,15.9589761955777,32.6392321439673,9.0002914214539,2441.09232169306,8394.67487380305,23.4947649251196
