HRR,HRR name,State,Table 1. Region information (2001-05),Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,Number of deaths among chronically ill patients living in region,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
223,Baltimore,MD,11692,57485.0305328369,36508.5643259619,9418.63974625214,5972.07197161623,1871.61943409596,1674.41370227869,540.246964207618,1215.03430648758,284.44008193678,9683.68521118164,3800.62191094503,2182.93501140223,1033.58733789252,497.735111853436,2168.80583908843,33040.9323960877,20.3030227458782,1627.38981331218,1.48587836589833,=,1.03643994333421,x,1.43363672488179,3806.28462386176,56.6930127104323,67.1385139347401,1.03768976974623,=,0.924955179905548,x,1.12188113790789,55.6247198517212,15.2679339411147,9.5165346583275,5.75139926720972,40.3567858754772,49.5659228500965,22.6617003667919,8.28407746318355,9.59583275363484,0.863299483835376,50.2937906613089,12.5150244132297,3.85977582322191,2.63722262531519,1.22255318984389,8.65524858236313,10.1478596494358,28.3526650414944,12.2230471506026,13.9614325016403,0.875486605630658,4.86599154311774,32.9499913590535,21.4484909583689,30.5456524211363,9.62056814896306,37.8441278170198,8.83718215498182,2992.43379638964,2654.56405639648,337.869739993158,86.734019040701,92.1680853047357,89.2249677610421,76.016609453749
81,San Francisco,CA,3325,57069.3405075073,35769.3450182943,6838.70712819708,7771.83324126074,2739.3114995499,1732.96048818567,968.766916164776,1034.59965411924,213.816561735592,9101.92587280273,4407.09137560031,1860.7938249676,687.015384978831,379.221660096518,1767.80362715947,32279.179150218,18.6735091644124,1728.60809749326,1.45162168528708,=,0.95325563205329,x,1.52280420537387,4435.08061159751,64.1471505531564,69.1391678874703,1.20911551117407,=,1.04657057975338,x,1.15531196324952,51.1602990805819,16.6022468669965,9.2595831580358,7.34266369310144,34.5580521511705,45.3364008350401,23.1373180643833,8.97127223212883,10.2083044057397,0.878820994707468,47.150577543533,11.1973641381425,4.09071339894924,2.46148706227541,1.62922632694244,7.10665072500706,9.08355010018664,31.7971927139267,14.5280558615525,15.0507044055421,0.965274147315183,5.75364682441021,35.3260549490033,22.6304404977117,21.3678857026772,7.59350195320473,31.735510578394,7.81670217343039,2623.50015406558,2351.79278564453,271.707368421053,88.4233150948644,94.4438295933043,89.5162502523595,77.6605008258013
227,Boston,MA,20670,57056.8983917236,27928.812302271,7915.57412088919,12597.6582207586,3775.41961817539,2012.10990457543,1780.84990332211,836.751766012708,209.72255571917,9524.55850219727,4003.27838170847,1727.89368769472,863.828959919024,525.261344774844,2404.29612810021,24733.7397678666,19.960694022522,1239.12223392429,1.11229696511785,=,1.01896455717729,x,1.09159534282439,4015.37987923941,58.9212847521106,68.1482064780602,1.094694441979,=,0.961309779328869,x,1.13875304872406,54.6868329384164,9.96947453746282,7.84367349458067,2.12580102355513,44.7173583997439,71.6943233804722,21.553678815468,7.79173159082735,9.25441696647236,0.841947322997857,47.4293300652341,11.919481370221,2.53191075913678,2.08785723894835,0.444053518585861,9.38757058978081,13.3821913599659,28.7385920274955,12.1684489562887,13.8140436449024,0.88087523603409,11.4383005676648,32.7272684734007,17.6327313909531,26.1512148431349,9.20693283967629,39.4146846869734,9.01863940908297,2707.53591526218,2489.66049194336,217.87542331882,89.2536730160071,95.24080505703,88.7397927865925,79.6177064339121
155,Blue Island,IL,4430,57019.8384933472,32730.964601568,7350.93723967998,8552.85492970237,3022.3988319372,3316.74072574755,742.548457477213,1090.62245734311,212.771249891775,11384.4760131836,5075.83864690294,2109.40601307711,838.540972288539,469.476173050368,2891.21420786464,27924.180291759,24.590321872463,1135.57603827176,1.25577374402068,=,1.25530036226944,x,1.00037710636073,5078.29525073548,78.0341711472928,65.0778393115752,1.38447214283534,=,1.27313944631915,x,1.08744737022961,67.370744856063,24.3187894596991,9.15597332258747,15.1628161129886,43.0519553896499,63.7397817589631,27.6756834505669,12.288496811656,10.9278678127265,1.124510016249,61.1857426391072,14.6138195911175,5.51338609699522,2.37222107499838,3.14116501063108,9.10043346881866,12.3228313809322,41.5870495604234,22.0832253628429,17.224054683343,1.28211537694426,7.8163340900489,29.8830714384369,20.1775216058577,42.7402197599237,14.6262042394829,42.4980343843725,9.66830014222323,3381.83498933331,3082.93002319336,298.904966139955,82.1798712817159,89.0782887725597,85.2780471818758,68.6170581968698
69,Palm Springs/Rancho Mirage,CA,1269,56996.7949676514,32308.3657895026,10565.5217070665,6329.15313143415,1888.25450687226,3544.22065571346,679.353380308605,1371.81274226281,310.113054491019,12378.9231567383,4384.85283074956,2510.48827098661,1522.70366784446,660.694766880788,3300.18362027688,28533.0121912699,19.5149654055468,1462.10928886197,1.28315342377994,=,0.996210756016622,x,1.28803409924087,4392.63643616121,69.9975807809742,62.7541178873878,1.19754415196476,=,1.14202124439764,x,1.04861810394465,53.4656586453337,26.2436470854186,11.0564218808527,15.1872251540014,27.222011513906,44.6921530913591,26.036936031856,11.9448537728341,8.62125694651217,1.38551186293857,52.1883666107099,12.1516660413643,6.21420608308717,2.82611227035522,3.38809380680323,5.93745994567871,8.6157373683163,35.0919563265105,19.6789854163242,12.4967350059851,1.57473015206766,5.00109550860775,29.8095245155234,22.0158202499399,40.7673188417101,15.7256794037949,30.9263853605728,7.67237814298827,3642.6335762571,3279.58944702148,363.044129235619,82.7973522978624,90.5059024484041,88.4086992240171,66.2088707628564
96,Ventura,CA,2002,56851.4860916138,31777.5025862342,10006.3734391011,7102.1191228191,2607.69358741045,2527.50719903131,866.854033168074,1603.54317480361,359.892949045949,13315.5345458984,5314.72529958584,2978.4282978615,1192.17303607217,714.927616655657,3115.28029572323,27365.6107743101,21.0172856705161,1302.05256774426,1.23065440562314,=,1.07290203247252,x,1.1470333435636,5319.82873942353,80.0386819651056,66.4657214338289,1.4503203005615,=,1.30584334712581,x,1.11063880958898,57.5816045767564,22.1705937184678,10.7858098737181,11.3847838280952,35.4110107846456,53.8389733886152,28.6460516913861,14.6933520536282,9.11021173188932,1.6128441891417,54.1217567271566,12.7107169737564,5.54423259483298,2.9771626740694,2.56706991046667,7.16648437082767,10.2480218514795,40.9595633001505,25.7453227748499,12.7283534691472,2.02267503312625,5.69266654411431,30.8479347748175,19.530024641838,31.637439517092,11.7850187556653,34.7551664303071,8.27340841928211,3844.16977718327,3430.46697998047,413.702797202797,84.6941822676434,90.6543158519176,89.7259961833148,71.4060836834054
283,Camden,NJ,15894,56738.6702346802,34222.703504119,7964.88873256727,7914.2549796637,2188.16492018622,2044.91010785848,896.085657039574,1140.59015446007,367.072178785871,12248.1156005859,5386.15240101207,2306.4430088534,1171.3278362346,628.164206309464,2756.02814817636,29612.2561832028,24.2493924931503,1221.15455847265,1.33168792879677,=,1.23789641060182,x,1.07576685528101,5387.80755149264,83.0839360616852,64.8477648855308,1.46885304963691,=,1.3555271338236,x,1.08360283832434,66.4366917620555,22.6285880153678,9.39475610239865,13.2338318922748,43.8081036691796,58.4411610304852,28.1558394232143,13.4073563416301,9.71148507819573,1.38056705371791,60.1820437977575,15.002231794888,5.56323109396979,2.5798499211669,2.98338116705418,9.43900069594383,11.0780724186505,43.9023564803457,25.4921425431801,15.2264255267442,1.6742040013531,5.90000526430217,37.9556405133078,25.1050643391933,29.41835749137,10.8305477065264,49.4508269426087,10.9667788174495,3532.75884271691,3230.38562011719,302.373222599723,92.3179880381892,95.8316155601981,92.20364041346,86.5381739179939
231,Worcester,MA,2367,56080.0680236816,29280.6489507026,7115.90265858856,11705.7683045545,3053.11404179946,1241.35882489822,2427.84413401254,1031.56952360623,223.86158551948,9143.85159301758,3621.72082616163,1492.27173223207,720.915043141289,465.239942890457,2843.70404859213,26601.2719227576,17.9661314661302,1480.63437991125,1.19628144816169,=,0.917145023761117,x,1.3043536378313,3627.63826091362,52.2394710469478,69.4424768898109,0.988986238204871,=,0.852294965998673,x,1.16038024118332,49.2222779893978,7.93134796310785,7.51952824935521,0.411819695967109,41.2909299543459,71.0967871457746,19.5562477618419,7.67946321416736,8.00457764389249,0.959383937018439,42.6593095357594,10.7392975821507,2.14329540565995,2.08349297195673,0.0598024313803762,8.59600216150284,13.985725740554,24.4093944520229,10.3016068947681,12.0186524794651,0.857134933585049,8.96830235781945,33.0955443415683,16.2383224250682,18.177800227289,6.63675147476125,33.5602125811555,8.21546915089889,2618.15165684019,2346.69622802734,271.455428812843,85.9987307832303,92.3456374956011,87.6726925338037,74.3045784288967
109,Bridgeport,CT,3051,55814.0410385132,31453.4234403233,8701.01917852034,8464.16132010061,3292.43104678919,1511.28874632611,1030.85841911121,970.333462791455,390.525424550986,11569.1254577637,4442.06749086999,2217.01858188766,1035.80539175998,653.907538706638,3220.32645453943,27805.0746495665,22.2783046631251,1248.07857105883,1.25041746366913,=,1.13727522801102,x,1.09948536015857,4446.31657795035,69.6296887755787,63.8566200156536,1.21217872070508,=,1.1360190300194,x,1.06704085818385,61.0364511318497,13.4537497601651,8.63012197899492,4.82362776178203,47.5827012976555,70.4858100489257,24.4957644554113,9.43909436966416,10.3172878642898,0.914881361635238,53.455836703516,13.6334577617881,3.40637881347163,2.3143430352211,1.09203577041626,10.2270789444447,12.9103101722078,35.3327192692551,16.9893742942251,15.6808117931572,1.08344992072661,10.8116763430287,36.2137310983089,20.5718756511104,22.2742514153886,5.61958486006076,37.3386261340586,8.57939367784389,3196.89707801241,2947.23434448242,249.66273352999,91.9724685477368,94.7058107778966,93.7275702019318,86.246830394674
279,Las Vegas,NV,4062,55552.3273391724,29593.426014846,8783.78796416745,9387.74510858966,2362.72501043579,2836.63771004017,675.74781926133,1579.64316597085,332.61454586115,12949.7466430664,5245.13683339148,2764.34776145459,1494.82201047038,692.442791641362,2752.99724610859,24934.7095129495,21.1492538856819,1178.98766773188,1.12133474264903,=,1.07963881896783,x,1.03862025239242,5252.64114168971,84.1021881005892,62.4554635297641,1.43200325659029,=,1.37214007169381,x,1.04362760488627,57.9431613306352,19.4198918790496,10.6554903192063,8.76440154771282,38.5232694344978,40.3174016970943,29.7511870436149,13.3130846058554,11.7148762936023,1.13642553896415,53.6400891023956,12.8009000306217,4.93898373454998,2.94385711103678,1.99512661620975,7.86191628873348,7.94790557571442,45.8650900735321,25.0400745696226,18.275339216954,1.37015648641931,6.62417664117317,29.7438269436646,21.3238779084039,39.0338910239375,13.4192415896275,41.6283116120391,9.8858175579385,4091.17428380007,3651.50909423828,439.665189561792,84.4963648894323,90.1180935882384,85.9878330090584,74.1325049783382
82,San Jose,CA,2811,55490.3153076172,32894.4245713109,8456.79740207056,7530.84418527191,2190.38063495145,2085.42066269603,881.062514709576,1155.94361691503,295.441719691749,10207.6871032715,4193.52782650555,2127.73276648953,820.007541299362,520.015930200362,2546.4030387767,29552.5837431081,18.4014334214513,1605.99356942799,1.32900440925458,=,0.939366558926262,x,1.41478786595691,4233.98899443711,58.6350012058902,72.2092420458888,1.15429283380493,=,0.956639019453207,x,1.20661274559415,50.414886086168,18.4281300366055,10.0025158018282,8.42561419696024,31.9867560308274,49.0678117793856,22.2436688394822,9.28700432959895,8.99297970781861,1.03269490550776,47.4194549228231,11.1199958424468,4.38826781533336,2.55244209617376,1.83582571521401,6.73172801733017,9.64015214764929,27.9998737450541,14.0057664062599,12.1041744089453,1.15710216434996,3.86635389797772,33.5262263935626,22.4311263037481,28.3705075196636,9.03928829589844,24.3940452633547,6.83359718829757,2932.19139379761,2633.78121948242,298.41017431519,84.9041304589262,93.7268832441758,83.1271378651124,71.3842042127192
161,Evanston,IL,4735,55077.0248565674,30788.0814313448,8564.00042488794,8181.28771048263,2161.93775925018,3424.29193074204,596.933989776282,1058.92227479041,301.569335293112,11064.2391357422,4742.74330751963,2151.63798747336,940.005493207663,572.316370388496,2657.53597715305,26606.0650789599,20.9805776320647,1268.12833972205,1.19649700040519,=,1.07102814020689,x,1.11714805194012,4744.10039085515,71.6303427927184,66.230318129057,1.29336214411755,=,1.16866000653275,x,1.10670523239242,57.4810346083965,18.5577012198827,10.0244965863554,8.53320462246464,38.9233333607243,61.0454899477219,27.125510615414,11.1070943566445,11.0879608242286,1.00172561327725,52.762449522541,12.3510989354423,4.42832716332724,2.59339989721775,1.8349272608757,7.92277176678181,11.3105138766443,36.9311715156557,18.2191092578683,16.1175569656279,1.13038900974398,4.74777145542368,27.9714726251803,20.0474865333861,42.4870756105275,14.7359258591848,40.5613597466943,9.40576119219852,3173.78204885803,2900.63928222656,273.142766631468,88.2472563838475,96.3999156195608,86.7515887907547,75.6566027197207
111,New Haven,CT,7374,54937.6962814331,28308.7413994616,7991.64618322828,10506.3109602706,3009.94077191961,2151.32997792147,1463.29081437282,1090.83642791201,415.599746346707,10802.2350769043,3885.15508598949,2018.92814613472,990.080942869776,590.059043608,3318.01185830231,25206.2156877792,19.6670373581226,1281.64782670578,1.1335446024239,=,1.00397380922713,x,1.12905794155777,3889.99654083814,58.8868033111172,66.0588845396495,1.06051176243371,=,0.960747209341271,x,1.10384058587154,53.8822941318427,10.7539675993326,7.67179613244044,3.08217146012881,43.1283264943998,86.5408991221307,20.72303732928,7.66851016644709,8.58154189284796,0.893605165854656,46.9361105295893,12.05759784915,2.73333807581769,2.07378316670656,0.659554906189442,9.32425975799561,15.4252680031878,28.5199378608618,13.0154886406914,13.06576849706,0.99615178729212,10.2066268400351,31.8441625635542,17.3210179420725,26.8786878001911,7.758633415293,33.5970305404729,8.0443901077886,3095.41348326196,2812.91714477539,282.496338486574,88.696278956354,92.089380982481,86.7593499029925,84.3323949483834
79,San Bernardino,CA,4178,54821.0248336792,30915.4105782368,6905.3486819261,8779.40850343803,2248.40903809365,3060.22650379376,1012.34640492024,1562.23784390762,337.637279363007,10469.2909851074,4477.34226410065,2101.66506401441,759.923428502746,563.427276025506,2566.93295246409,27010.945532301,19.1159274692913,1413.00732468737,1.21470481304143,=,0.975840446569729,x,1.2447780959596,4484.04331238542,69.5368518319576,64.4844164533295,1.22246398579634,=,1.13450438107443,x,1.07753130458484,52.3724040254555,21.7657505382381,9.84443685371582,11.9213136499875,30.6066534290575,52.4400065028635,25.1817535674074,10.0116016114323,11.3850317044344,0.879365281655987,49.6429590023544,11.5341349351681,5.23449515103467,2.62998677045107,2.60450837016106,6.29963977634907,10.1009804415148,36.2017084171572,17.435545615823,16.6735250506625,1.04570242722191,5.3276734454938,29.6914820690159,21.8753002051679,37.4892038539885,15.406025411478,27.8196134021106,7.28581141160417,3203.24869160084,2778.20010375977,425.048587841072,82.078728010955,89.6878774412423,84.5889535324872,67.7233286127882
234,Detroit,MI,10110,54247.8955307007,32938.7833872882,6929.9692454087,6900.72433682343,3365.85071377367,1784.57650648739,738.037852024353,1356.7048012868,233.248687608153,11547.420715332,5358.96784507663,2420.55411605082,1028.39136941235,618.223834618286,2121.28355017392,28194.2204502618,23.0898154152819,1221.06738157818,1.26791767581513,=,1.17870167807749,x,1.07569005745639,5361.36267087043,79.9616330888163,67.0491892644985,1.46164350416262,=,1.30458628291591,x,1.12038852723153,63.2597682610464,15.9758891707637,8.38631097584555,7.58957817946395,47.2838790449378,50.9478912633872,28.3998743448769,11.0276020790556,12.4320759412842,0.887028210826433,55.6319539269356,14.2165470490376,4.07311803446033,2.34451548010111,1.72860254719853,10.1434290111065,9.61996383030871,42.2953700857333,19.8413818536085,19.1593837818112,1.03559603375369,7.08895030406125,31.7677222138733,19.5218064230119,37.157359958233,10.648743288911,46.6820564559882,10.8847734811061,3537.12463319139,3147.2780456543,389.846587537092,89.709532047995,95.3923527011975,92.4419271437211,78.4165675621736
217,Monroe,LA,1711,54198.5311965942,26238.1757908219,7270.13712304187,11535.0910157012,4639.9891717735,1280.97653669299,1258.47258429122,1687.22729162933,288.461682642184,9419.31640625,3486.82096890701,1943.04273580893,750.232818282589,506.075624240025,2733.14425901145,22915.8262271409,24.0542274588774,952.673548394655,1.03054387265494,=,1.2279335179038,x,0.839250543803195,3681.80092410339,73.3094673808928,50.222720961454,1.00375235452258,=,1.19605518119865,x,0.839219101510556,65.9019930380203,19.8712876859119,12.3476938433843,7.52359379644263,46.0307052690689,52.9289784864652,23.1433184667922,7.89524518993169,11.0558699729438,0.714122471524458,60.5681635133208,13.6064921179622,4.51504492309521,3.03660380840302,1.47844110429287,9.0914471745491,11.1670846879824,37.6568097504002,15.0519325784395,19.5869524627048,0.768467305319684,16.5441693685295,38.4348854137738,21.571806918184,21.934718052731,10.6858211690802,28.1505646135882,7.33032222058385,3022.09703890668,2545.15197753906,476.945061367621,77.1459614788926,81.5777303750031,74.0675591787737,71.8119481854545
78,Salinas,CA,1360,54033.1020812988,31310.5348807848,8664.84865659202,6316.46421527298,3223.97798902112,2491.69869367209,714.575919098204,1122.25197454758,188.749752310003,9879.29815673828,3318.83707264252,2283.27478845912,677.340694800671,417.232161199133,3182.61343963684,28459.9009919264,17.368194433343,1638.62174051263,1.2798655519939,=,0.886621203139126,x,1.44353140604179,3371.12617328949,58.9961212211882,57.1414883471826,0.919054534339344,=,0.962530747776475,x,0.954831351063265,47.5840943379262,19.1177145414644,5.34587344282294,13.7718410932854,28.4663797241368,43.3097623215452,20.7139509378195,9.51823085076323,6.90160336485588,1.37913327491864,43.1404360506224,10.562416124131,4.64123773488253,1.5974036604166,3.04383406788111,5.92117838561535,8.32030193663137,28.146130233806,16.0780116963572,10.0958762733838,1.59253256091741,7.18478785657955,29.2509912624902,19.5190594360435,34.8107124958813,10.2213464909402,26.648922595958,7.0515708128503,2961.49338271197,2664.60147094727,296.891911764706,88.1447542112787,92.3573548224438,86.671388101983,82.1059972655339
285,Morristown,NJ,4609,53824.0527038574,31346.3338589264,8419.56784403847,7856.80595003282,2351.94969500603,1960.03719831338,472.628861104789,1059.17305545704,357.556240978476,11905.598236084,5293.8356638733,2207.17469548989,1099.6454551364,675.265626693926,2629.67679489048,26919.0783453504,24.2260617358799,1111.16196428585,1.21057346880485,=,1.23670540919056,x,0.978869712874624,5296.05522211974,79.5625388855711,66.5646835345043,1.44383903651142,=,1.29807499990389,x,1.11229246123554,66.3727718791229,19.3434979482283,8.07196851054283,11.2715294099834,47.02927380392,55.1820426241123,27.3327795942549,13.0736657292165,9.53366269739586,1.37131616086938,58.6514375287376,14.751953055736,4.66392618042923,2.10468965768814,2.5592365115881,10.0880268514156,10.5583909881996,41.4818684430682,24.5496470542341,14.5251156948315,1.69015156712106,6.49540447158537,35.4654904587392,22.3773784618025,26.890742568943,9.33159097589393,43.4299629452257,9.80401304474703,3328.15122524666,3054.07528686523,274.075938381427,93.3923460185288,94.7211897672945,91.8895926754433,92.1794419993096
