HSA #,HSA name,State,Medicare enrollees (20% sample) (2009),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2009)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2009)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2009)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2009)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2009)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2009)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2009)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2009)"
1025,Demopolis,AL,440,9461.48,10727.29,4842.99,5644.63,2324.11,2452.44,661.11,736.54,567.04,643.55,742.17,926.4,334.55,334.19
1026,Dothan,AL,4255,8265.87,9584.73,3934.82,4815.54,2299.81,2483.05,632.94,706.98,588.7,662.76,561.21,678.71,279.73,280.22
1027,Elba,AL,252,8812.09,10222.56,4042.4,4949.64,2283.53,2444.81,1092.71,1234.21,596.72,675.32,,,289.22,284.84
1028,Enterprise,AL,942,8113.75,9702.88,3482.12,4498.67,2320.34,2541.67,642.18,727.11,708,798.89,766.9,959.71,239.43,238.96
1029,Eufaula,AL,460,8352.38,9570.98,3763.25,4570.64,2579.06,2747.52,885.34,986.1,444.18,501.68,458.64,545.67,257.43,256.85
1031,Evergreen,AL,203,10627.84,12821,5058.43,6649.47,2380.55,2490.51,1027.82,1154.59,705.75,802.18,1089.97,1342.71,374.19,373.03
1032,Fairhope,AL,955,8384.03,9901.42,3202.77,4206.07,2444.17,2664.22,1164.59,1316.07,723.95,823.69,447.62,518.77,401.25,388.17
1033,Fayette,AL,375,7848.69,8999.21,3576.51,4320.97,1839.89,2008.44,1147.65,1263.74,808.1,881.56,,,240.77,238.47
1035,Florala,AL,132,9541.01,11135.24,4430.73,5724.31,2917.56,2998.35,732.83,815.04,1131.17,1281.38,,,204.79,199.85
1036,Florence,AL,2619,7777.04,9092.77,3284.68,4124.83,2333.86,2534.82,755.68,836.47,710.99,799.76,475.69,588.06,231.72,236.09
1037,Foley,AL,1373,8573.87,9909.91,3380.55,4244.52,2614.59,2786.79,1272.74,1424.52,578.68,658.01,501.58,599.45,213.92,210.8
1038,Fort Payne,AL,1066,9052.44,10118.52,4299.13,4936.58,2231,2375.52,891.25,991.53,802.11,885.12,564.05,679.83,309.13,308.28
1039,Gadsden,AL,2477,10250.38,11785.67,5015.97,6117.97,2580.5,2727.04,773.4,855.95,933.25,1025.21,685.76,812.16,301.9,298.49
1040,Geneva,AL,537,8527.39,10204.17,3853.07,5048.34,2174.57,2358.71,835.4,928.93,893.75,1004.33,474.28,594.13,346.64,347.06
1044,Greenville,AL,576,11116.71,12722.79,5304.86,6419.73,2761.49,2850.96,1000.3,1123.42,1069.11,1217.2,546.66,668.28,395.05,385.2
1045,Grove Hill,AL,157,7043.98,8253.22,2266.14,2874.57,1347.83,1442.52,1308.88,1482.83,832.3,948.37,,,200.37,201.77
1046,Guntersville,AL,902,8967.04,10109.31,3981.02,4685.42,2106.16,2264.01,1452.28,1619.24,866.65,949.22,313.1,361.96,277.07,272.22
1047,Haleyville,AL,510,12193.99,13939.49,6460.67,7661.59,2609.44,2761.82,1092.25,1212.37,965.68,1095.83,844.6,1024.15,354.28,353.25
1048,Hamilton,AL,341,10282.37,12125.87,4851.61,6085.41,2267.59,2486.32,1341.73,1512.74,1020.6,1152.69,469.7,589.9,387.83,379.26
1049,Hartselle,AL,739,9264.24,10577.48,4214.94,5016.55,2386.81,2566.98,876.92,962.99,661.28,735.79,902.44,1103.77,286.77,286.79
1051,Huntsville,AL,7035,8732.09,9673,3781.75,4441.21,2697.28,2854.45,1025.02,1075.81,527.75,562.61,404.35,453,293.65,291.14
1053,Jacksonville,AL,712,8983.18,10353.58,4272.24,5192.21,2323.56,2479.04,919.66,1016.37,771.57,853.83,472.22,582.43,267.69,296.6
1054,Jasper,AL,1251,8961.58,9822.06,3679.19,4172.13,2507.14,2657.83,973.28,1035.16,920.57,1002.13,670.64,769.18,266.14,263.07
1056,Luverne,AL,276,7597.38,8807.26,3705.17,4527.98,1919.22,2037.36,630.5,712.54,660.2,752.5,,,261.31,267.73
1057,Mobile,AL,7828,8671.58,10178.85,3560.1,4548.85,2477.2,2663.53,982.63,1106.35,665.87,751.81,714.48,837.06,297.48,294.7
1058,Monroeville,AL,580,8050.09,9516.28,3485.7,4513.06,2165.56,2295.19,1021.84,1155.21,636.93,724.11,468.2,543.82,275.4,269.24
1059,Montgomery,AL,4460,8589.88,9567.02,3856.21,4456.9,2683.45,2847.44,824.48,899.62,595.35,654.47,403.05,480.31,249.96,247.71
1060,Moulton,AL,893,10038.04,11573.44,4700.23,5768.29,2773.52,2950.37,896.29,995.54,869.53,984.07,596.55,713.09,279.13,275.3
1061,Muscle Shoals/Sheffield,AL,1545,8724.92,10056.12,3111.96,3853.8,2590.93,2821.34,1006.69,1095.41,878.44,994.55,833.55,999.51,357.41,361.3
1063,Oneonta,AL,428,10798.51,12070.43,5062.25,5947.78,2382.38,2507.33,1186.14,1270.14,1010.11,1076.86,902.86,1018.29,258.57,255.52
1064,Opelika,AL,2193,7515.23,8650.12,3399.49,4098.89,1905.25,2107.43,941.07,1067.39,404.66,457.03,550,598.31,331.6,332.5
1065,Opp,AL,300,9952.99,11526.66,5425.85,6572.77,2205.22,2372.14,880.26,981.89,1053.48,1200.03,,,238.3,241.72
1066,Ozark,AL,650,8218.99,9550.58,3836.96,4694.25,2268.16,2442.65,856.12,965.16,570.26,646.46,436.49,559.07,268.07,271.27
1068,Phenix City,AL,1197,8393.25,9302.42,3583.02,4149.3,2279.07,2468.01,1023.33,1070.5,534.15,588.25,706.76,768.54,316.82,314.19
1070,Prattville,AL,635,9185.43,10374.17,4793.07,5603.71,2502.83,2709.46,778.9,849.22,661.29,732.18,237.95,277.85,229.58,228.89
1071,Red Bay,AL,179,8879.09,10499.02,3647.97,4686.36,2188.51,2361.63,1290.46,1455.19,1037.72,1180.65,,,283.9,285.74
1072,Roanoke,AL,327,10089.02,11624.8,5721.15,6780.33,1729.53,1917.22,1381.34,1566.12,545.22,614.33,347.33,371.43,346.98,355.91
1073,Russellville,AL,666,9534.62,11135.86,4091.91,5093.77,2392.16,2579.35,859.95,960.83,1122.82,1276.28,818.99,1030.22,370.21,369.41
1074,Scottsboro,AL,850,10214.16,11450.22,4724.6,5507.02,2726.37,2857.11,1120.16,1226.68,816.81,924.86,497.14,629.51,351.56,348.49
1075,Selma,AL,1240,7704.62,8514.22,3697.68,4117.18,2083.34,2265.06,774.85,862.64,428.74,481.36,416.6,511.22,323.72,302.76
1077,Sylacauga,AL,699,9557.92,10734.3,4251.56,4884.45,2597.01,2769.67,1104.52,1230.97,469.05,520.87,846.39,1047.69,315.55,315.33
1078,Talladega,AL,688,9835.03,11164.08,4680.23,5494.41,2267.26,2417.31,1243.32,1387.24,565.16,628,745.85,914.5,355.08,353.97
1079,Tallassee,AL,268,10147.41,11575.34,5058.67,6017.06,2786.13,2987.43,840.69,928.05,502.81,555.15,566.51,692.25,386.69,388.5
1080,Thomasville,AL,428,8775.88,10263.46,3693.94,4651.47,2180.64,2274.82,997.49,1129.48,859.72,977.97,641.91,793.7,378.19,379.16
1081,Troy,AL,475,8440.61,9773.51,3378.69,4178.27,2529.31,2658.98,1002.35,1126.03,621.51,707.27,621.35,785.68,292.63,296.58
1082,Tuscaloosa,AL,3728,9237.96,10216.38,4296.42,4926.81,2322.93,2527.85,984.12,1046.08,870.73,931.71,487.78,507.55,267.42,263.8
1083,Union Springs,AL,223,8003.26,9557.47,4368.27,5468.64,1596.63,1791.03,1112.05,1243.72,262.88,295.86,,,289.97,289.64
1084,Valley,AL,799,8980.59,10249.37,4459.18,5301.61,2209.26,2389.11,1393.39,1573.06,364.86,408.09,324.18,348.62,222.15,220.69
1085,Vernon,AL,273,8353.41,9669.91,4398.8,5344.81,2046.86,2223.04,1059.79,1194.99,428.38,480.8,,,286.36,280.42
1086,Wedowee,AL,242,5783.9,6555.05,2149.16,2611.3,1519.95,1636.82,1241.38,1370.96,535.29,603.43,,,267.01,257.07
1088,Winfield,AL,477,8060.69,9389.23,3995.4,4794.14,1747.5,1953.87,909.22,1016.88,607.91,681.3,579.42,738.75,257.91,251.97
4001,Arkadelphia,AR,515,6969.66,7794.26,3381.47,3905.2,1883.16,2039.74,1019.51,1124.78,299.09,337.87,,,282.14,281.01
4002,Ashdown,AR,268,11793.37,13867.16,6030.87,7691.72,2899.64,2976.42,1001.16,1119.11,1009.82,1145.58,503.09,605.9,379.28,372.52
4003,Batesville,AR,1301,8995.09,9848.34,4598.67,5037.5,2200.11,2361.5,1209.3,1369.78,515.28,582.24,116.02,147.04,344.47,339.88
4004,Benton,AR,1495,9975.05,11014.41,4857.29,5733.32,2641.25,2805.5,1053.99,1114.3,512.58,540.09,626.47,533.78,299.23,299.07
4005,Bentonville,AR,1460,8308.68,8925.11,4128.91,4558.87,2598.2,2736.52,746.39,770.35,424.14,447.41,141.46,140.66,258.86,258.44
4006,Berryville,AR,354,5536.69,6215.82,2661.82,3058.76,1446.52,1593.17,875.42,973.47,275.06,312.96,,,247.41,248.21
4007,Blytheville,AR,557,8128.72,9003.05,4143.05,4661.53,2268.99,2443.69,965.59,1064.61,323.23,363.2,,,320.29,349.11
4008,Booneville,AR,180,6840.94,7601.31,3668.51,4141.01,1450.21,1560.81,1139.45,1276.58,,,,,373.09,376.79
4010,Calico Rock,AR,308,7495.19,8675.85,3307.95,4152.59,1965.38,2066.36,1342,1504.11,596.91,677.21,,,201.6,202.12
4011,Camden,AR,664,8296.89,9592.53,4246.62,5122.53,1828.14,1996.81,1092.74,1227.43,426.05,482.86,281.98,346.89,400.65,396.87
4012,Cherokee Village,AR,524,8652.3,9575.34,3820.1,4354.08,2406.24,2523.44,993.33,1118.69,731.81,830.36,502.95,565.46,213.69,213.35
4013,Clarksville,AR,510,6154.89,6978.36,3020.74,3477.85,1400.39,1545.3,927.1,1047.38,181.45,205.87,354.94,424.34,260.4,268.53
4015,Conway,AR,1779,7834.99,8610.67,3392.86,3918.95,2344.77,2464.75,1097.27,1162.17,344.17,368.71,392.03,441.86,234.85,231.9
4017,Crossett,AR,521,9752.29,10966.24,5240.54,6094.51,2140.77,2238.37,1338.1,1506.29,568.32,643.76,141.67,165.96,307.84,307.79
4018,Danville,AR,300,9280.31,10690.02,5563.05,6667.78,1836.29,1935.08,861.29,963.61,599.91,680.7,,,363.86,367.29
4019,Dardanelle,AR,264,8147.48,9060.6,4468.28,5069.21,1645.36,1770.27,1288.84,1429.11,,,,,393.32,394.13
4020,De Queen,AR,425,10504.56,12443.65,4996.41,6435.21,2410.95,2524.95,1191.05,1309.45,1082.27,1227.62,541.26,677.78,317.38,317.99
4021,De Witt,AR,217,8515.72,9551.49,4648.19,5285.09,1718.37,1876.82,1504.03,1689.47,277.02,315.29,,,305.84,306.36
4023,Dumas,AR,183,10520.32,11876.19,5224.98,6181.44,2336.28,2412.05,1423.37,1603.46,917.74,1042.36,,,398.84,402.88
4024,El Dorado,AR,1253,7072.23,8034.67,3455.56,4164.55,1962.82,2064.13,783.02,877.78,250.09,278.95,332.81,359.21,294.36,292.64
4025,Eureka Springs,AR,336,6875.35,7603.58,3125.88,3588.29,2014.4,2127.14,866.24,947.47,410.95,467.54,,,158.89,160.77
4026,Fayetteville,AR,1865,7159.75,7799.48,3519.8,3996.31,2063.99,2215.39,601.2,622.34,432.95,454.71,250.85,225.19,288.96,282.19
4027,Fordyce,AR,235,7085.51,8066.99,3010.95,3625.96,1938.45,2048.94,847.04,948,798.65,906.04,,,257.7,258.47
4028,Forrest City,AR,552,6489.78,7253.26,3048.76,3498.62,1711.29,1833.31,654.41,710.07,462.35,518.03,313.11,383.82,288.45,289.7
4029,Fort Smith,AR,4649,8411.34,9616.2,3965.76,4792.59,1878.79,2005.91,945.68,1052.33,918.41,1028.41,444.84,483.11,296.24,298.98
4030,Gravette,AR,240,7914.39,8189.67,4084.81,4280.29,1611.41,1724.93,1036.44,1063.35,566.34,596.36,,,308.74,312.79
4031,Harrison,AR,1385,7082.31,8011.05,3307.54,3914.22,1820.31,1958.97,1046.14,1165.35,463.21,525.71,171.3,174.94,275.33,279.44
4032,Heber Springs,AR,594,7908.81,8698.77,3567.61,4033.6,2343.64,2441.99,813.35,898.86,476.64,542.42,375.67,464.68,322.22,322.09
4033,Helena,AR,482,8117.05,8856.86,4230.2,4647.23,1948.1,2059.21,924.81,1035.27,466.86,529.65,174.36,216.6,335.85,334.35
4034,Hope,AR,484,8351.45,9534.05,4330.12,5176.6,2083.6,2200.69,832.55,925.33,515.28,586.21,,,341.53,344.06
4035,Hot Springs,AR,4523,8155.14,8859.73,3819.29,4346.27,2179.96,2311.76,1052.81,1094.96,505.44,525.93,318.25,304.06,276.02,274.16
4038,Jacksonville,AR,1365,8828.17,9803.46,4572.39,5306.27,2284,2443.73,963.88,1022.57,423.46,454.34,262.7,258.9,312.49,312.03
4039,Jonesboro,AR,3190,8592.85,9425.85,4564.54,5149.46,2179.31,2283.16,927.94,1009.35,461.88,504.12,147.69,172.15,310.25,308.7
4040,Lake Village,AR,331,8283.24,9439.78,4456.49,5322.15,1670.79,1759.9,1454.84,1628.13,270.49,307.54,,,346.96,339.63
4041,Little Rock,AR,6765,8480.92,9299.05,4033.19,4599.77,2486.86,2633.46,929.04,991.95,436.88,467.7,328.92,340.08,268.11,267.41
4042,Magnolia,AR,649,8207.36,9559.29,4154.14,5141.55,2257.73,2387.68,799.36,892.28,406.13,460.57,347.18,422.83,251.52,257.24
4043,Malvern,AR,692,8983.09,10238.32,4810.82,5782.45,2144.09,2295.25,954.66,1032.78,500.7,554.4,186.07,184.56,380.37,383.34
4045,McGehee,AR,300,7724.76,8275.35,4377.69,4670.65,1426.87,1498.09,939.34,1054.15,551.52,619.56,,,318.29,319.51
4046,Mena,AR,708,8295.11,9384.65,4106.41,4804.82,1735.56,1815.72,874.94,973.93,851.08,959.3,513.74,638.06,286.21,286.09
4047,Monticello,AR,384,9953.28,11413.73,5348.89,6448.44,2584.49,2729.99,993.15,1113.19,675.53,759.34,,,291.58,298.84
4048,Morrilton,AR,459,7341.38,8224.97,3401.17,3987.38,2044.29,2174.43,983.84,1079.27,350.61,397.69,,,388.17,382.63
4049,Mountain Home,AR,2457,7644.12,8698.28,3539.41,4223.21,2093.88,2250.91,1055.38,1188.34,464.2,527.37,248.55,272.21,232.93,233.3
4050,Mountain View,AR,382,10254.51,11427.27,4597.39,5313.24,2387.2,2456.75,1857.58,2061.55,815.35,923.58,379.87,481.36,230.56,234.22
4051,Murfreesboro,AR,190,9799.59,11218.24,5025.37,6154.38,2303.14,2386.08,1251.42,1357.49,657.05,736.24,,,390.14,399.25
4052,Nashville,AR,401,8037.56,9510.78,3886.43,4973.02,1767.3,1869.53,861.72,951.27,850.64,967.59,326.03,406.15,357.05,360.39
4053,Newport,AR,633,9126.99,10311.6,4880.64,5714.95,2120.9,2243.04,1076.69,1205.09,577.88,654.23,171.57,194.32,302.43,303.42
4054,North Little Rock,AR,2168,8231.42,9111.24,4126.85,4751.76,2328.83,2480.63,849.36,899.18,390.22,412.95,316.22,331.99,219.76,232.47
4055,Osceola,AR,251,10201.94,11866.95,5253.1,6461.12,2196.11,2316.12,937.22,1022.44,390.94,438.3,1065.63,1329.28,490.09,484.83
4056,Ozark,AR,285,7625.22,8637.29,3748.39,4417.97,1595.21,1709.79,1305.82,1437.96,543.55,612,,,254.55,253.64
4057,Paragould,AR,1080,8447.6,9361.35,4802.53,5452.1,1938.47,2034.75,923.56,1027.74,426.05,479.92,62.95,73.56,300.04,299.03
4059,Piggott,AR,228,10019.98,11697.92,5663.67,6982.6,1599.86,1648.84,1698.02,1910.32,772.24,878.97,,,286.83,286.41
4060,Pine Bluff,AR,1860,7550.48,8370.2,3866.08,4432.21,2189.83,2333.13,788.39,856.57,290.15,317.13,166.8,183.35,263.23,263.82
4061,Pocahontas,AR,423,8473.92,9444.79,4139.06,4812.94,1888.51,1938.48,1053.84,1171.11,1024.63,1165.62,,,375.43,376.68
4062,Prescott,AR,164,7792.12,9047.82,3745.68,4645.07,2211.59,2300.53,769.74,840.74,409.55,466.2,,,208.4,213.06
4063,Rogers,AR,1251,8226.04,9042.04,4272.12,4877.03,2023.6,2197.72,795.57,827.6,507.41,537.56,365.47,338.65,262.47,264.43
4064,Russellville,AR,1295,7695.18,8635.54,4142.21,4757.41,1747.81,1876.48,938.82,1037.22,211.75,239.91,364.11,436.52,287.13,286.91
4065,Salem,AR,179,8188.37,9771.15,4144.11,5280.71,1505.4,1625.21,1210.95,1364.56,864.24,983.22,,,277.56,275.63
4066,Searcy,AR,2301,8436.09,9500.93,4596.37,5357.38,2015.6,2145.61,801.61,889.79,547.03,619.74,142.04,156.41,342.55,344.91
4067,Siloam Springs,AR,732,8750.93,9695.23,4411.62,5069.21,1812.62,1960.08,1048.81,1093.34,820.03,887.07,457.31,484.57,251.07,254.49
4068,Springdale,AR,1470,8375.33,9108.41,4485.37,5055.56,1964,2088.55,780.51,812.13,583.55,618.69,334.2,301.4,250.94,254
4069,Stuttgart,AR,610,8275.34,9276.85,3978.09,4671.14,2105.61,2165.57,1115.05,1240.48,427.74,480.38,354.37,420.69,295.44,298.07
4070,Texarkana,AR,1002,9522.29,10722.67,4695.01,5462.97,2200.22,2306.08,896.22,980.79,508.81,562.6,867.05,1058.78,360.93,360.5
4072,Waldron,AR,196,6593.37,7863.24,3502.21,4518.54,1571.78,1664.5,868.4,981.26,,,,,225.07,222.39
4074,Warren,AR,362,9692.83,11266.07,4367.88,5487.56,2409.41,2534.95,1421.15,1591.46,961.33,1092.67,,,455.28,460.13
4075,West Memphis,AR,963,8607.81,8980.2,4475.91,4620.94,2231.96,2355.49,871.01,900.6,671.52,725.18,89.43,89.97,239.12,260.86
4076,Wynne,AR,294,7675.09,8690.78,4051.02,4820.05,2079.84,2163.29,977.85,1087.75,333.82,376.62,,,193.75,192.42
3002,Bisbee,AZ,247,8236.58,8488.05,4242.68,4416.89,1997.02,1951.83,1060.3,1111.41,351,367.53,,,247.84,254.67
3003,Bullhead City,AZ,2116,8793.53,8842.15,4730.15,4751.71,2574.58,2588.19,691.34,675.34,222.1,215.66,273.16,322.41,258.78,253.48
3004,Casa Grande,AZ,1377,10073.52,9963.89,4824.21,4808.62,3088.99,3098.78,1125.64,1090.7,293.98,281.97,495.75,425.46,230.41,228.41
3005,Chandler,AZ,2497,9755.77,9710.77,4075.29,4117.62,3415.75,3432.21,997.55,964.68,453.1,437.85,549.08,492.91,240.59,236.14
3006,Cottonwood,AZ,2461,7868.66,7447.89,3472.25,3118.71,2486.47,2466.63,908.01,874.62,230.88,223.3,487.61,488.16,249.02,243.89
3007,Douglas,AZ,234,11381.37,11683.34,6988.62,7285.74,2751.11,2691.71,1379.14,1467.56,143.24,151.39,,,262.12,266.06
3008,Flagstaff,AZ,1020,7663.56,6805.89,3919.15,3131.28,2204.97,2226.3,733,672.88,249.68,223.21,293.52,279.48,255.5,251.48
3009,Florence,AZ,219,9660.48,9794.12,4615.36,4828.02,2855.83,2852.86,1116.96,1101.93,246.62,242.65,,,358.14,348.14
3010,Ganado,AZ,376,7697.42,6788.36,4444.99,3647.33,1691.63,1645.58,1104.75,1138.13,,,,,119.37,119.7
3014,Kingman,AZ,1870,9435.56,9330.47,5015.85,4915.09,2478.47,2476.38,1105.81,1086.12,216.75,216.03,273.3,295.6,294.05,289.92
3015,Lake Havasu City,AZ,2025,8343.89,8347.75,3953.17,3911.57,2708.3,2748.74,784.15,774.13,159.65,156.73,435.74,461.75,256.23,250.24
3016,Mesa,AZ,10245,9794.1,9975.76,4366.95,4639.48,3224.4,3246.35,879.07,854.93,427.29,414.79,651.06,580.52,226.84,220.88
3019,Page,AZ,126,9763.96,9412.12,4881.55,4849.11,2125.62,2083.84,1401.33,1260.36,,,,,367.87,372.23
3020,Parker,AZ,636,10480.52,10166.66,5877.69,5625.09,2524.96,2479.21,1172.26,1165.11,189.06,183.91,401.49,391.79,289.73,288.27
3021,Payson,AZ,1143,9423.91,9357.66,4720.84,4583.47,2458.09,2462.76,908.3,927.4,283.27,295.6,708.55,748.5,364.74,364.3
3022,Phoenix,AZ,13916,9632.41,9548.48,4457.21,4442.58,3073.27,3110.14,763.67,741.24,354.49,345.18,795.94,716,216.71,213.05
3023,Prescott,AZ,4238,8033.62,7994.75,3716.69,3747.83,2635.49,2615.71,737.3,714.95,251.51,243.83,411.33,395.79,240.98,237.3
3024,Safford,AZ,490,7410.7,7376.41,3418.93,3297.31,2007.85,2028.25,994.02,1040.08,190.55,201.3,571.74,578.67,253.35,256.72
