STATE,COUNTY,TRACT,AREANAME,STUSAB,INTPTLAT,INTPTLON,LANDSQMI,PCSA,PCSA_L,TG_DOC,TS_DOC,TO_DOC,TG_FEDDOC,TS_FEDDOC,TO_FEDDOC,TG_NFEDDOC,TS_NFEDDOC,TO_NFEDDOC,TG_IMG,TS_IMG,TO_IMG,TG_CMG,TS_CMG,TO_CMG,TG_NIMG,TS_NIMG,TO_NIMG,TG_LT50DOC,TS_LT50DOC,TO_LT50DOC,TG_GT50DOC,TS_GT50DOC,TO_GT50DOC,TG_F_DOC,TS_F_DOC,TO_F_DOC,TG_M_DOC,TS_M_DOC,TO_M_DOC,TG_RESDOC,TS_RESDOC,TO_RESDOC,T_PRIM4,T_PRIM4RET,TPA_PC,TPA_PC_3SP,TPA_PC_OB,TPA_PC_OTH,TRHC10,TFQHC10,TFQHCGF,TFQHCGF_FT,TFQHCGF_PT,TFQHCGF_YR,TFQHCGF_SO,TFLALGF,TFLALGF_FT,TFLALGF_PT,TFLALGF_YR,TFLALGF_SO,TRHC_HRSA,TSITE_NA,TSITE_IHS,TSITE_SA,TDNTFED,TDNTNF_ALL,TDNTNF_PRA,TDNTNF_FTP,TDNTNF_PTP,TDNTNF_PTF,TDNTNF_FTF,TDNTNF_HSP,TDNTNF_ORG,TDNTNF_GOV,TDNTNF_RES,TDNTNF_M,TDNTNF_F,TDNTNF_GEN,TDNTNF_PED,TDNTNF_OTH,TDNTNF_A45,TDNTNF_A55,TDNTNF_A65,TDNTNF_65U,TDNTNF_AUK,TPVT_PC10,TPVT_AM10,TPVT_OBG10,TPVT_ED10,TVDEN_10,TVT_PC10,TVT_AM10,TVT_OBGY10,TVT_ED10,TVT_RHC10,TVT_FQHC10,THDEN_10,THOS_10,THOS_M10,THOS_S10,THDAY_10,THDAY_M10,THDAY_S10,THREIM_10,THREIM_M10,THREIM_S10,TACS_10,TTMDEN_10,TTMORT_10,TMDEN_10,TMORT_10,THMDEN_10,THMORT_10,TBENE_N10,TFEMALE_P,TMALE_P,TBLACK_P,TNBLACK_P,THISP_P,TNHISP_P,TWHITE_P,TNWHITE_P,TPCT00_14,TPCT65_UP,TAGE00_14,TAGE15_64,TAGE65_UP,TAGE00_00,TAGE01_02,TAGE03_04,TAGE05_09,TAGE10_14,TAGE15_19,TAGE20_29,TAGE30_39,TAGE40_49,TAGE50_59,TAGE60_64,TAGE65_69,TAGE70_74,TAGE75_79,TAGE80_84,TAGE85_UP,TW00_14,TW15_64,TW65_UP,TB00_14,TB15_64,TB65_UP,TO00_14,TO15_64,TO65_UP,TH00_14,TH15_64,TH65_UP
51,51019,30501,Census Tract 305.01,VA,37.167558,-79.536871,89.29,51019030501,VA02_BEDFORD,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,3,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,80.9211,86.1842,6.5844,24.1228,454,1734,2862,52,186,-999,0,483,132,90,42,722,330,392,1358435,499531,858904,24,625,24,483,19,142,-999,490,0.4928,0.5072,0.0726,0.9274,0.0164,0.9836,0.9058,0.0942,0.1966,0.1497,801,2664,610,43,104,108,252,294,248,374,480,681,618,263,219,141,122,70,58,716,2437,538,50,182,64,35,45,8,31,34,2
51,51019,30503,Census Tract 305.03,VA,37.078586,-79.562848,27.5,51019030501,VA02_BEDFORD,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,85.0998,92.3195,10.0629,17.9724,649,2320,4558,98,191,0,0,668,147,91,56,567,315,252,1375741,502612,873129,16,764,18,668,17,96,-999,679,0.5008,0.4992,0.0066,0.9934,0.0137,0.9863,0.9726,0.0274,0.0925,0.3763,223,1280,907,12,32,33,74,72,84,88,144,216,459,289,328,232,178,98,71,206,1245,893,4,10,2,13,25,12,6,22,5
51,51019,30504,Census Tract 305.04,VA,37.168883,-79.647209,21.82,51019030501,VA02_BEDFORD,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6695,90.2954,10.5556,20.6751,709,2520,4658,153,207,0,-999,735,166,120,46,732,553,179,1350050,796180,553870,26,902,26,735,23,167,-999,746,0.4841,0.5159,0.0557,0.9443,0.0166,0.9834,0.9195,0.0805,0.1534,0.1865,463,1992,563,33,46,64,173,147,175,275,345,459,492,246,210,136,102,68,47,427,1799,549,16,140,12,20,53,2,14,32,4
51,51019,30601,Census Tract 306.01,VA,37.223192,-79.726555,21.39,51161031102,VA02_ROANOKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.3235,87.8706,11.7347,21.2938,369,1267,2368,89,119,-999,12,390,95,68,27,403,243,160,741751,353567,388184,11,489,24,390,20,99,-999,400,0.4974,0.5026,0.0288,0.9712,0.0134,0.9866,0.9495,0.0505,0.1725,0.1371,604,2418,480,34,70,66,193,241,222,288,426,570,608,304,174,125,92,57,32,564,2308,453,7,72,22,33,38,5,18,27,2
51,51019,30602,Census Tract 306.02,VA,37.249668,-79.808814,16.89,51161031102,VA02_ROANOKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.601,83.9901,15.0685,18.7192,406,1248,2308,145,127,0,-999,427,105,68,37,509,335,174,923816,391026,532790,17,509,17,427,17,82,0,436,0.4997,0.5003,0.0106,0.9894,0.0229,0.9771,0.9686,0.0314,0.1598,0.1549,586,2514,568,36,60,72,214,204,212,341,424,579,672,286,220,159,86,64,39,551,2437,565,7,30,2,28,47,1,28,51,5
51,51019,30603,Census Tract 306.03,VA,37.288372,-79.785601,19.13,51161031102,VA02_ROANOKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,81.0667,89.6,12.3832,21.3333,750,2721,5135,200,249,0,0,780,199,131,68,985,621,364,1711850,741552,970298,42,952,43,780,37,172,-999,801,0.5047,0.4953,0.0089,0.9911,0.0145,0.9855,0.959,0.041,0.1631,0.1832,438,1755,492,16,49,50,149,174,170,236,262,411,487,189,171,125,104,56,36,401,1689,485,3,17,4,34,49,3,16,21,2
51,51019,30604,Census Tract 306.04,VA,37.305643,-79.709205,38.52,51161031102,VA02_ROANOKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2227,86.8996,9.0164,21.8341,229,788,1488,40,79,0,-999,242,69,41,28,292,171,121,711608,240411,471197,-999,316,16,242,13,74,-999,247,0.4981,0.5019,0.0074,0.9926,0.0078,0.9922,0.9754,0.0246,0.173,0.1443,465,1835,388,35,55,60,158,157,160,270,299,404,512,190,158,80,67,53,30,446,1791,385,5,15,0,14,29,3,8,12,1
51,51019,30605,Census Tract 306.05,VA,37.403906,-79.709361,52.27,51023040501,VA02_TROUTVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7523,84.8624,12.766,24.3119,433,1477,2735,134,166,-999,-999,455,113,78,35,541,359,182,875010,451994,423016,17,548,28,455,25,93,-999,470,0.4971,0.5029,0.0187,0.9813,0.01,0.99,0.965,0.035,0.1616,0.1571,535,2256,520,26,52,72,179,206,209,289,376,558,568,256,202,118,88,65,47,509,2190,496,9,35,18,17,31,6,11,20,2
51,51021,40100,Census Tract 401,VA,37.144481,-81.024701,182.02,51021040200,VA00_BASTIAN,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,84.6698,89.3868,9.0909,30.6604,420,1512,3026,81,247,61,310,437,154,116,38,753,552,201,1113368,623774,489594,31,509,24,437,22,72,-999,450,0.4155,0.5845,0.0556,0.9444,0.0072,0.9928,0.9305,0.0695,0.1371,0.1546,535,2763,603,31,64,62,196,182,206,432,605,645,595,280,212,160,112,55,64,506,2549,575,10,186,21,19,28,7,6,21,1
51,51021,40200,Census Tract 402,VA,37.118001,-81.243532,175.71,51021040200,VA00_BASTIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,83.5404,92.3913,6.686,30.5901,640,1404,3918,77,447,190,1044,654,245,174,71,1137,758,379,1995008,940628,1054380,43,758,37,654,32,104,-999,669,0.492,0.508,0.0038,0.9962,0.0038,0.9962,0.9877,0.0123,0.1522,0.1991,445,1896,582,21,49,58,144,173,184,232,336,437,460,247,189,155,102,79,57,436,1877,574,2,4,5,7,15,3,1,10,0
51,51023,40100,Census Tract 401,VA,37.652866,-79.828342,236.55,51023040301,VA00_FINCASTLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7506,86.7133,9.6639,24.0093,426,1408,2537,67,180,102,30,440,122,84,38,505,345,160,952968,458213,494755,28,561,19,440,18,121,-999,450,0.4974,0.5026,0.0346,0.9654,0.0074,0.9926,0.9497,0.0503,0.1635,0.1764,572,2309,617,34,70,61,189,218,205,282,356,585,599,282,203,167,98,86,63,537,2204,581,14,77,30,21,28,6,9,16,1
51,51023,40200,Census Tract 402,VA,37.532585,-79.663675,130.92,51023040200,VA00_BUCHANAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1678,88.986,11.9632,20.4545,570,1442,3152,148,183,885,0,608,191,129,62,998,637,361,1837572,820335,1017237,36,780,41,608,37,172,-999,629,0.5042,0.4958,0.0196,0.9804,0.0049,0.9951,0.9613,0.0387,0.1742,0.177,748,2786,760,33,87,82,257,289,241,351,458,703,721,312,251,181,147,103,78,719,2689,720,9,52,23,20,45,17,4,14,3
51,51023,40301,Census Tract 403.01,VA,37.508455,-79.851849,38.4,51023040301,VA00_FINCASTLE,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7103,89.0187,14.5228,25.4673,427,1425,2728,164,183,57,-999,455,134,91,43,788,474,314,1319140,528017,791123,23,555,20,455,18,100,-999,468,0.5014,0.4986,0.0484,0.9516,0.0139,0.9861,0.9336,0.0664,0.1567,0.1672,463,1997,494,36,48,54,154,171,184,305,298,435,537,238,159,130,87,57,61,438,1847,473,12,111,20,13,39,1,10,31,0
51,51023,40302,Census Tract 403.02,VA,37.445571,-79.954073,81.25,51023040302,VA01_TROUTVILLE,6,0,0,0,0,0,6,0,0,1,0,0,0,0,0,5,0,0,4,0,0,2,0,0,3,0,0,3,0,0,0,1,0,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,3,1,4,0,0,1,0,2,0,1,85.422,90.1108,16.1094,20.0341,1171,4501,8598,340,383,19,0,1222,306,198,108,1485,859,626,3104667,1052547,2052120,58,1391,67,1222,62,169,-999,1249,0.5084,0.4916,0.0173,0.9827,0.0099,0.9901,0.9627,0.0373,0.1896,0.184,1435,4740,1392,54,121,175,513,572,452,470,704,1198,1302,614,443,290,243,223,193,1354,4562,1369,29,92,10,52,86,13,19,54,2
51,51023,40401,Census Tract 404.01,VA,37.422166,-79.822026,24.47,51023040302,VA01_TROUTVILLE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.7715,88.3895,10.8844,17.9775,266,949,1732,68,83,27,0,285,75,45,30,364,228,136,655552,286250,369302,-999,342,16,285,14,57,-999,294,0.503,0.497,0.0191,0.9809,0.015,0.985,0.9509,0.0491,0.1717,0.1704,378,1448,375,25,41,48,134,130,128,185,252,345,385,153,130,95,75,51,24,344,1379,370,6,33,3,28,36,2,11,22,0
51,51023,40402,Census Tract 404.02,VA,37.367885,-79.89967,8.71,51023040302,VA01_TROUTVILLE,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,3,3,0,0,1,0,2,1,0,1,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,84.0426,90.4255,17.4074,20.4255,470,1739,3306,161,152,0,0,495,130,85,45,707,430,277,1133543,469796,663747,22,607,20,495,18,112,-999,502,0.5102,0.4898,0.0533,0.9467,0.0196,0.9804,0.921,0.079,0.1899,0.1452,930,3257,711,63,97,121,293,356,328,447,549,763,827,343,248,192,143,74,54,841,2996,674,49,185,27,40,76,10,34,60,2
51,51023,40501,Census Tract 405.01,VA,37.370137,-79.844455,11.16,51023040501,VA02_TROUTVILLE,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,2,0,0,2,0,0,0,0,0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,81.6984,89.3119,17.2973,18.7408,681,2458,4520,260,206,0,-999,730,159,110,49,847,586,261,1356268,652294,703974,28,877,28,730,23,147,-999,742,0.5017,0.4983,0.0254,0.9746,0.0087,0.9913,0.9551,0.0449,0.1937,0.1419,1226,4206,898,43,107,149,421,506,451,462,709,1059,1061,464,338,250,161,90,59,1142,4022,882,35,118,8,49,66,8,24,28,3
51,51023,40502,Census Tract 405.02,VA,37.351354,-79.819063,9.75,51023040501,VA02_TROUTVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,90,-999,19,99,358,711,-999,33,0,0,107,39,32,-999,151,109,-999,307453,179553,-999,-999,125,-999,107,-999,18,0,111,0.5092,0.4908,0.0441,0.9559,0.0064,0.9936,0.9431,0.0569,0.1878,0.1266,264,964,178,12,25,46,82,99,90,122,147,257,242,106,57,40,33,28,20,250,909,167,7,47,8,7,8,3,1,5,3
51,51025,930100,Census Tract 9301,VA,36.898168,-77.865684,202.67,51117930200,VA00_SOUTH HILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,86.4717,89.5795,9.5522,31.8099,546,1378,2769,82,370,673,553,565,238,181,57,1414,978,436,2058576,1077538,981038,45,673,36,565,34,108,-999,587,0.5198,0.4802,0.5168,0.4832,0.0145,0.9855,0.4575,0.5425,0.1567,0.187,574,2404,685,37,58,74,197,208,239,389,366,498,645,267,195,157,152,104,77,232,1118,326,317,1226,350,25,60,9,9,39,5
51,51025,930201,Census Tract 9302.01,VA,36.804734,-77.771596,53.91,51595890200,VA00_EMPORIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5668,87.0968,11.0236,34.5622,216,723,1247,51,184,133,61,227,125,101,24,711,509,202,1060500,589975,470525,28,286,18,227,16,59,-999,234,0.5123,0.4877,0.7036,0.2964,0.0185,0.9815,0.2753,0.7247,0.1586,0.1448,368,1617,336,26,47,49,109,137,289,408,187,294,299,140,103,81,59,51,42,101,407,131,253,1176,204,14,34,1,12,28,3
51,51025,930202,Census Tract 9302.02,VA,36.782642,-77.819836,0.85,51595890200,VA00_EMPORIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.077,0.923,0.7347,0.2653,0.0105,0.9895,0.2571,0.7429,0,0.0076,0,1702,13,0,0,0,0,0,22,632,560,350,127,11,9,3,0,1,0,0,431,10,0,1257,3,0,14,0,0,18,0
51,51025,930203,Census Tract 9302.03,VA,36.750973,-77.833713,79.93,51025930300,VA00_LAWRENCEVILLE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,0,0,0,0,0,0,0,2,1,3,0,0,1,1,1,0,0,84.8123,88.7372,8.8068,28.4983,582,2133,3594,100,333,385,199,608,221,168,53,1167,835,332,1883773,875676,1008097,56,704,29,608,28,96,-999,631,0.5434,0.4566,0.6622,0.3378,0.0242,0.9758,0.309,0.691,0.2081,0.177,911,2692,775,55,136,104,284,332,336,488,479,518,616,255,222,181,138,112,122,196,815,342,674,1799,426,41,78,7,40,64,2
51,51025,930300,Census Tract 9303,VA,36.640266,-77.885498,228.81,51025930300,VA00_LAWRENCEVILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.474,89.4798,9.5339,27.052,861,2878,5386,155,450,970,219,885,288,206,82,1386,922,464,2303519,1045496,1258023,66,1071,44,885,38,186,-999,915,0.5003,0.4997,0.4307,0.5693,0.0146,0.9854,0.5486,0.4514,0.1622,0.2003,869,3415,1073,42,107,91,312,317,297,477,544,715,911,471,377,291,213,123,69,394,1851,694,441,1497,369,34,67,10,20,56,2
51,51027,10100,Census Tract 101,VA,37.353434,-82.026807,90.15,51027010100,VA00_GRUNDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.8511,85.5319,-999,27.6596,235,548,930,-999,135,693,82,244,90,73,17,511,372,139,696231,409399,286832,28,406,21,244,15,162,-999,256,0.5078,0.4922,0.0205,0.9795,0.0091,0.9909,0.9659,0.0341,0.1761,0.1604,909,3426,828,45,108,90,284,382,373,572,574,737,812,358,275,230,152,86,85,828,3340,819,54,50,2,27,36,7,23,23,1
51,51027,10200,Census Tract 102,VA,37.410217,-82.093392,87.28,51027010100,VA00_GRUNDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1852,89.5062,13.7931,26.5432,161,599,993,56,80,219,29,165,54,38,16,214,138,76,396050,189492,206558,16,280,12,165,-999,115,-999,169,0.5021,0.4979,0.0026,0.9974,0.0013,0.9987,0.9949,0.0051,0.1549,0.1546,486,2166,485,30,55,58,161,182,194,341,375,511,538,207,168,159,78,50,30,481,2158,482,4,4,0,1,4,3,0,3,1
51,51027,10300,Census Tract 103,VA,37.239445,-82.195312,47.2,51027010100,VA00_GRUNDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5097,0.4903,0.0006,0.9994,0.0018,0.9982,0.993,0.007,0.1579,0.1713,519,2204,563,31,58,65,175,190,194,313,371,482,561,283,210,153,83,62,55,512,2190,561,0,2,0,7,12,2,1,5,0
51,51027,10400,Census Tract 104,VA,37.275267,-82.00661,39.8,51027010100,VA00_GRUNDY,8,7,0,0,1,0,8,6,0,6,5,0,0,0,0,2,2,0,0,2,0,8,5,0,0,1,0,8,6,0,0,0,0,9,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,88.7077,92.4718,11.3839,28.2309,793,2235,4083,107,431,1715,191,819,340,275,65,1744,1390,354,2468746,1517856,950890,97,1140,68,819,53,321,15,851,0.5115,0.4885,0.0047,0.9953,0.003,0.997,0.977,0.023,0.1459,0.1493,342,1652,350,24,42,49,108,119,117,357,262,357,381,178,105,114,72,39,20,337,1609,344,0,9,2,5,34,4,1,4,2
51,51027,10500,Census Tract 105,VA,37.248824,-81.832438,66.92,51185020900,VA00_RICHLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.1919,92.2509,17.8808,28.7823,271,599,1251,77,138,834,17,279,97,79,18,415,309,106,600201,328764,271437,29,374,17,279,11,95,-999,287,0.5033,0.4967,0,1,0.0007,0.9993,0.9934,0.0066,0.1458,0.1821,221,1019,276,20,27,31,62,81,87,161,169,227,263,112,82,101,47,26,20,221,1011,274,0,0,0,0,8,2,0,0,1
51,51027,10600,Census Tract 106,VA,37.191286,-81.99153,82.44,51027010600,VA00_OAKWOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5072,87.9227,11.4035,25.6039,207,599,1037,25,130,464,31,213,88,73,15,397,288,109,640989,370421,270568,26,286,16,213,13,73,-999,223,0.4166,0.5834,0.1053,0.8947,0.0048,0.9952,0.8847,0.1153,0.1198,0.1516,554,3368,701,35,66,82,176,195,218,624,716,769,746,295,274,173,125,77,52,549,2846,695,0,483,4,5,39,2,3,18,1
51,51027,10700,Census Tract 107,VA,37.116758,-82.090733,88.98,51027010100,VA00_GRUNDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7514,93.8343,11.1498,29.4798,517,1364,2526,77,262,1007,268,523,179,141,38,878,701,177,1272973,758888,514085,55,727,26,523,18,204,-999,537,0.5034,0.4966,0.0005,0.9995,0.002,0.998,0.9963,0.0037,0.1509,0.1651,608,2756,665,34,77,87,210,200,233,388,470,638,721,306,238,177,129,75,46,603,2749,662,1,1,0,4,6,3,1,6,1
51,51029,930101,Census Tract 9301.01,VA,37.692479,-78.544293,148.46,51029930102,VA00_NEW CANTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8397,94.6565,19.403,34.3511,130,388,676,39,78,0,256,139,58,40,18,205,130,75,530457,227546,302911,-999,155,-999,139,-999,16,0,143,0.5087,0.4913,0.3006,0.6994,0.0193,0.9807,0.6575,0.3425,0.1894,0.1503,747,2605,593,66,99,97,245,240,247,425,464,538,614,317,221,159,102,61,50,465,1729,400,207,794,185,75,82,8,27,45,4
51,51029,930102,Census Tract 9301.02,VA,37.640032,-78.34547,87.23,51029930102,VA00_NEW CANTON,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,85.7595,90.8228,24.7126,27.8481,315,675,1443,139,157,0,810,330,108,79,29,444,321,123,990744,544959,445785,22,387,16,330,13,57,-999,343,0.507,0.493,0.4303,0.5697,0.0166,0.9834,0.5457,0.4543,0.1618,0.1664,498,2067,512,25,74,60,154,185,216,323,330,480,511,207,178,123,97,64,50,258,1114,307,203,919,202,37,34,3,18,31,2
