HRR #,HRR name,State,Medicare enrollees (20% sample) (2006),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2006)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2006)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2006)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2006)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2006)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2006)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2006)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2006)"
145,Augusta,GA,12980,7150.07,7487.63,3649.2,3810.15,1941.02,2066.51,790.48,821.09,264.56,274.52,274.1,289.13,233.35,231.85
146,Columbus,GA,6166,6592.82,7346.37,2833.89,3368.58,1981.66,2128.4,806.71,852.47,250.73,265.74,551.01,554.33,202.45,203.98
147,Macon,GA,14569,8138.62,8603.56,4167.41,4403.17,2211.12,2367.21,876.17,921.09,324.04,340.1,285.4,302.62,275.23,273.45
148,Rome,GA,6389,7965.09,8479.87,4062.05,4369.11,2115.02,2225.03,689.7,720.97,528.26,553,333.04,379.2,257.23,256.91
149,Savannah,GA,16561,7356.98,7845.56,3405.63,3651.91,2304.19,2436.77,755.84,829.21,269.23,296.22,398.73,406.07,243.33,241.82
150,Honolulu,HI,16963,6022.22,6047.36,2994.04,2998.89,1743.99,1793.2,846.18,828.45,127.21,125.44,159.48,147.66,135.14,131.26
190,Cedar Rapids,IA,6265,6105.94,6683.6,2867.15,3286.26,1676.17,1769.46,952.26,988.48,153.39,159.81,249.38,267.71,205.32,208.17
191,Davenport,IA,12083,6946.67,7616.96,3494.55,3979.31,1926.39,2018.3,789.46,828.47,250.29,264.32,262.78,299.44,217.4,217.8
192,Des Moines,IA,24708,6327.69,6785.8,3124.53,3424.67,1665.28,1779.73,931.3,972.67,169.19,176.06,222.96,217.51,215.77,216.83
193,Dubuque,IA,2628,5757.37,6209.77,2674.9,2977.12,1660.54,1745.03,853.9,886.3,201.26,211.14,191.8,212.61,163.76,167.82
194,Iowa City,IA,7160,5846.17,6239.69,3029.28,3245.28,1376.01,1494.88,894.57,922.58,147.83,156.14,217.87,235.28,181.3,182.76
195,Mason City,IA,4829,6242.45,6504.85,3036.57,3140.4,1313.53,1383.45,1411.78,1497.92,121.2,129.64,165.64,162.33,226.5,227.83
196,Sioux City,IA,6469,6285.82,6926.61,2940.42,3368.74,1586.28,1691.66,1114.5,1184.24,117.47,125.38,318.17,343.46,206.18,207.69
197,Waterloo,IA,4798,6661.92,7194.42,3330.25,3672.03,1510.14,1596.68,1298.23,1380.69,141.77,151.8,192.85,201.68,208.58,210.35
151,Boise,ID,12817,6284.62,6758.58,3054.54,3221.14,1401.15,1631.04,1003.56,1032.73,315.52,325.35,293.33,325.21,224.22,228.37
152,Idaho Falls,ID,3830,6430.45,7221.94,2943.6,3001.49,1736.69,2359.35,672.47,706.34,436.78,454.28,309.16,351.46,351.36,355.14
154,Aurora,IL,3594,8694.62,8361.91,4571.11,4496.21,2371.12,2228.71,904.4,841.71,338.33,315.66,319.44,290.68,192.84,191.8
155,Blue Island,IL,18703,9541.49,9027.41,5152.05,4995.01,2609.84,2386.71,770.63,716.88,525.82,487.82,285.5,242.38,194.17,194.65
156,Chicago,IL,35837,9846.64,8959.32,5394.6,4850.35,2287.55,2126.24,859.22,800.42,793.46,737.63,209.09,163.12,204.4,200.81
158,Elgin,IL,11369,9229.44,9163.7,4889.86,5043.97,2480.12,2380.58,916.91,856.49,441.26,410.94,313.9,285.41,191.15,189.06
161,Evanston,IL,23374,8641.45,8164.96,4252.99,4097.02,2566.01,2376.61,972.09,903.26,408.48,380.18,283.31,253.46,153.78,150.8
163,Hinsdale,IL,7704,8502.22,8286.15,4382.73,4453.39,2460.45,2270.82,823.24,766.16,409.87,381.44,257.88,247.25,163.73,161.52
164,Joliet,IL,12221,9082.86,8877.77,4839.85,4873.09,2532.74,2389.39,840.31,783.34,404.66,376.81,265.49,251.39,198.63,201.85
166,Melrose Park,IL,24462,8733.33,8346.34,4641.68,4553.79,2310.66,2129.07,891.39,827.28,471.73,438.48,235.77,216.11,182.06,179.72
170,Peoria,IL,16258,6953.94,7424.57,3669.24,3969.77,1739.91,1821.14,940.68,987.32,237.14,251.18,158.88,182.89,214.44,214.45
171,Rockford,IL,16105,7218.09,7456.83,3806.87,3953.81,1829.88,1897.04,989.08,998.21,257.85,258.92,149.32,161.31,190.79,190
172,Springfield,IL,23714,6778.9,7405.33,3432.72,3875.2,1801.81,1875.01,1024.57,1103.37,207.1,223.64,89.73,102.67,233.47,234.36
173,Urbana,IL,9199,7251.58,7720.56,3837.09,4160.35,1857.84,1929.79,963.96,1001.08,189.88,197.52,165.68,191.52,237.14,236.92
175,Bloomington,IL,3411,6690.98,7230.77,3219.16,3686.17,2146.94,2159.23,783.75,810.92,182.37,189.68,149.28,173.25,207.21,207.37
179,Evansville,IN,17251,7553.63,8545.22,3921.45,4486.66,1815.22,2118.83,1017.34,1089.12,369.16,396.45,195.51,213.06,242.63,244.46
180,Fort Wayne,IN,17375,7035.4,7598.72,3651.5,3910.21,1819.33,2089.33,970.51,988.27,202.31,206.6,181.98,188.32,214.22,217.41
181,Gary,IN,11832,8436.49,8806.09,4485.31,4740.34,2212.58,2331.55,872.75,881.81,448.07,455.78,173.73,153.47,234.69,235.31
183,Indianapolis,IN,57275,7579.39,8193.2,3936.75,4187.33,1843.82,2189.6,1017.02,1023.73,270.27,271.17,274.15,279.03,234.84,235.69
184,Lafayette,IN,3697,7295.46,8114.6,3790.7,4272.23,1946.21,2230.13,890.65,915.28,167.72,170.93,213.22,232.19,279.6,279.81
185,Muncie,IN,4443,7267.8,7980.68,3760.03,4046.62,1947.76,2285.91,880.98,928.61,188.16,189.25,209.96,241.38,271.09,272.34
186,Munster,IN,7257,9676.98,9878.59,5172.11,5296.43,2505.17,2595.14,934.7,933.54,620.09,614.52,212.77,207.22,226.11,226.02
187,South Bend,IN,14769,6816.23,7359.7,3334.28,3630.69,2067.64,2254.36,762.72,790.75,209.74,218.23,242.42,262.25,193.19,195.64
188,Terre Haute,IN,4538,8237.76,9030.31,4272.24,4769,2306.95,2509.04,924.4,969.5,230.92,242.16,188.86,221.02,312.01,312.37
200,Topeka,KS,10420,6495.84,7185.59,3155.09,3639.05,1775.61,1848.46,943.68,1030.48,152.68,166.98,241.62,269.87,223.01,225.1
201,Wichita,KS,31325,7393.84,8059.86,3688.78,4148.67,2035.1,2102.22,951.51,1042.1,168.72,185.52,298.01,325.23,246.03,248.58
203,Covington,KY,6602,8099.3,8497.48,4340.32,4608.77,2183.53,2317.75,839.37,840.97,269.32,271.56,215.66,203.19,244.23,242.52
204,Lexington,KY,30916,8378.73,9075.59,4358.59,4664.78,2025.87,2282.86,838.83,904.79,574.25,616.79,273.25,297.04,335.73,334.63
205,Louisville,KY,35943,7847.5,8566.1,4150.14,4497.34,2039.11,2336.21,858.41,896.59,357.07,376.03,156.39,167.84,285.34,287.38
207,Owensboro,KY,3694,7351.22,8418.29,3829.32,4338.3,2114.16,2568.2,768.55,826.09,260.16,282.22,100.86,116.99,269.17,267.94
208,Paducah,KY,10988,7569.63,8673.11,3983.19,4716.96,1975.19,2189.97,882.21,976.6,353.07,389.07,128.07,153.65,246.69,244.69
209,Alexandria,LA,6755,9543.58,10657.3,4999.14,5746.44,2040.64,2119.52,729,812.08,1173.01,1325.13,249.76,299.25,330.88,332.99
210,Baton Rouge,LA,12434,9005.7,9881.48,4102.56,4655.21,2404.89,2474,849.92,929.7,1020.08,1117.43,315.27,372.56,281.58,288.39
212,Houma,LA,4838,8273.14,9343.76,3981.8,4729.8,2145.41,2241.89,942.96,1054.79,716.08,791.21,201.31,247.01,290.11,290.71
213,Lafayette,LA,12460,9172.85,10258.1,4574.45,5284.48,2196.26,2317.46,823.75,924.5,1044.39,1163.75,207.05,237.46,306.89,306.39
214,Lake Charles,LA,5501,8583.46,9697.41,4220.37,5019.97,2115.03,2197.28,803.14,887.45,902.08,1011.69,260.98,306.98,292.27,290.65
216,Metairie,LA,6884,9324.87,9933.7,4449.23,4880.56,2320.92,2381.54,948.71,1003.42,1049.48,1132.01,267.98,247.38,282.84,280.82
217,Monroe,LA,6634,10132.8,11366.8,4973.76,5753.15,2213.9,2304.26,1051.38,1182.46,1210.08,1365.63,298.88,362.35,332.51,335.54
218,New Orleans,LA,5257,8191.66,8470.12,4009.81,4210.3,2090.4,2116.78,755.42,781.12,758.56,795.1,260.7,244.95,256.21,251.79
219,Shreveport,LA,15455,9403.66,10646.2,5004.18,5836.47,2048.21,2160.25,893.08,1024.31,782.23,888.71,344.95,391.71,287.05,291.94
220,Slidell,LA,2880,9297.47,10051.2,4573.03,5110.89,2362.96,2438.7,955.69,996.49,746.24,809.59,380.51,429.63,315.86,317.12
227,Boston,MA,90104,9358.09,8393.15,5024.79,4467.65,2251.61,2038.68,1100.81,988.95,634.84,576.6,200.82,175.98,151.14,150.25
230,Springfield,MA,14938,7938.06,7468.77,4210.07,3879.01,2070.66,1975.85,930.71,900.23,432.96,421.05,140.37,139.86,163.69,162.27
231,Worcester,MA,9149,9524.24,8736.68,5406.23,4825.56,2090.78,1951.46,1113.3,1069.13,565.55,547.96,168.84,161.81,194.4,192.52
223,Baltimore,MD,49956,9541.64,8071.85,5340.56,4035.53,2489.6,2369.71,1108.08,1088.09,254.76,250.52,147.51,140.24,198.87,198.11
225,Salisbury,MD,12911,8245.9,7918.23,4296.69,4023.17,2343.88,2276.88,959.64,970.18,277.56,281.47,146.25,143.82,203.25,203.17
226,Takoma Park,MD,12800,8516.72,7255.76,4365.72,3438.83,2903.21,2617.18,771.62,742.96,209.63,201,146.55,134.4,167.29,168.39
221,Bangor,ME,11681,7305.19,7339.76,3870.73,3809.94,1329.31,1397.78,1486.23,1498.83,291.6,294.73,118.47,126.08,216.62,216.28
222,Portland,ME,26739,6867.58,6882.11,3405.62,3414.13,1665.63,1694.6,1035.66,1021.82,401.31,396.2,194.48,188.82,175.93,176.87
232,Ann Arbor,MI,27506,8738,8396.4,4343.21,4165.79,2374.56,2250.58,1052.63,1022.02,482.84,482.66,249.05,240.88,237.08,236.94
233,Dearborn,MI,12137,10407.2,9801.28,5396.9,5072.03,3031.19,2808.56,957.82,918.28,595.49,592.68,189.17,173.71,235.06,235.34
234,Detroit,MI,38066,9886.2,9536.67,4812.26,4628.89,3015.34,2822.8,927.56,929.29,687.8,708.75,175.01,161.9,264.06,266.83
235,Flint,MI,12347,9380.42,8881.38,4727.39,4308.64,2789.29,2809.56,795.45,744.76,487.12,467.14,322.51,292.79,263.77,261.2
236,Grand Rapids,MI,20639,7513.92,7408.21,3762.77,3612.26,1897.78,1901.24,951.86,967.49,386.4,394.44,280.19,298.58,238.11,237.73
238,Kalamazoo,MI,14868,7839.47,7764.79,4157.47,4064.77,1908.59,1929.53,1007.91,998.66,284.64,281.66,244.92,251.63,234.26,235.02
239,Lansing,MI,14036,7989.51,7918.5,4022.98,3891.98,2113.63,2142.06,1047.41,1056.85,318,320.83,230.84,250.06,253.56,252.88
240,Marquette,MI,5960,6450.87,6445.16,2994.18,2858.57,1325.16,1360.69,1345.91,1405.58,508.65,533.35,118.57,132.46,186.78,187.51
242,Muskegon,MI,6222,7567.87,7629.18,3504.37,3522.44,1836.49,1857.37,1258.5,1256.99,416.89,417.54,314.41,338.16,240.52,240.9
243,Petoskey,MI,5279,7046.3,7248.65,3310.71,3426.07,1808.99,1812.84,1118.12,1166.31,335.07,350.31,244.19,266.31,220.28,221.68
244,Pontiac,MI,8627,9797.38,9518.01,4709.01,4593.81,3023.72,2826.89,984.89,1014.15,524.95,539.72,298.47,292.35,252.28,249.82
245,Royal Oak,MI,15981,9403.69,9219.56,4360.21,4358.45,3090.9,2871.07,932.49,961.82,576.68,598.45,226.83,212.98,224.02,223.43
246,Saginaw,MI,20015,7939.89,8172.07,3928.38,4080.46,1946.24,1979.91,1128.07,1144.41,404.91,408.68,281.52,306.97,253.81,256.05
248,St. Joseph,MI,3857,7628.95,7911.26,3583.82,3800.46,2353.8,2373.27,905.92,925.92,323.38,332.44,208.05,225.25,249.31,249.49
249,Traverse City,MI,7421,6803.3,7055.78,3101.82,3290.04,1891.37,1878.33,1078.52,1124.71,311.86,326.12,184.18,207.23,220.71,221.6
250,Duluth,MN,8503,6628.34,6668.03,3624.41,3644.37,1509.54,1562.99,1007.03,976.85,168.74,164.38,153.46,144.18,164.71,171.21
251,Minneapolis,MN,44511,6575.76,6571.78,3516.74,3491.47,1607.51,1662.19,956.99,927.07,167.54,158.8,155.18,151.5,165.13,169.74
253,Rochester,MN,9539,6539.98,6391.53,3726.42,3502.36,1398.59,1494.66,1053.01,1020.73,71.18,70.23,125.75,126.99,167.58,172.99
254,St. Cloud,MN,4158,6463.65,6532.96,3216.22,3258.37,1596.96,1654.01,1103.18,1071.39,205.4,201.13,163.92,164.96,181.23,184.43
256,St. Paul,MN,12333,7167.22,6953,3847.8,3677.52,1799.45,1831.49,876.6,815.67,244.27,225.97,224.32,220.06,171.52,174.36
263,Cape Girardeau,MO,7211,7478.82,8293.24,3846.23,4369.62,1881.93,1994.34,1016.49,1127.06,280.51,311.35,160.96,194.15,294.84,297.92
264,Columbia,MO,17035,7084.72,7851.01,3751.31,4227.81,1782.74,1922.7,904.97,992.11,234.05,258.43,153.41,185,260.88,264.68
267,Joplin,MO,9774,7178.57,7914.29,3904.99,4367.66,1572.85,1686.13,780.52,836.3,365.41,402.76,293.67,352.81,272.74,279.39
268,Kansas City,MO,44037,7557.15,7994.55,3775.66,4114.25,2003.67,2058.64,891.75,906.02,318.88,321.47,306.98,330.77,257.48,259.21
270,Springfield,MO,19555,6678.77,7488.65,3314.6,3793.63,1579.84,1707.44,968.2,1084.23,300.96,339.31,266.24,316.39,253.78,255.84
273,St. Louis,MO,63231,7941.18,8510,4094.43,4534.56,2125.42,2166.95,926.55,971.84,353.19,369.16,219.29,242.97,221.57,221.76
257,Gulfport,MS,3804,8279.12,8917.62,4122.62,4476,2058.36,2216.98,777.82,814.65,433.65,461.68,686.89,757.47,277.12,280.3
258,Hattiesburg,MS,6879,8002.88,8945.32,3869.3,4432.21,2048.38,2139.18,725.7,818.53,510.48,582.87,559.09,689.23,318.77,321.85
259,Jackson,MS,22107,7930.62,9054.99,3768.75,4464.94,1730.84,1889.25,824.18,916.44,731.92,816.75,516.62,589.89,314.03,321.07
260,Meridian,MS,5035,8117.78,9337.65,3988.61,4730.76,1710.37,1854.93,782.93,884.14,468.29,529.97,888.42,1048.31,275.29,278.41
261,Oxford,MS,3243,7474.58,8452.76,3661.64,4247.36,1762.28,1883.37,923.58,1040.32,530.84,601.78,250.55,314.42,317.48,328.07
262,Tupelo,MS,8856,7072.23,7996.23,3252.76,3725.66,1703.85,1872.75,870.48,982.27,471.63,534.08,417.84,517,352.34,360.84
274,Billings,MT,12888,6044.07,6502.27,2842.77,3093.72,1411.77,1543.11,1201.44,1249.49,166.51,173.17,159.31,176.27,257.58,261.86
275,Great Falls,MT,3605,7167.25,7664.16,3820.72,4154.32,1885.94,1994.36,880.3,920.92,173.96,181.92,142.23,141.82,257.27,261.06
