HSA #,HSA name,State,Medicare enrollees (20% sample) (2003),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)"
1013,Brewton,AL,626,6709.78,7832.48,3321.01,4123.56,1544.39,1662.33,705.02,788.32,455.07,513.22,352.68,421.84,330.13,325.68
1014,Bridgeport,AL,235,6283.98,7283.29,3058.23,3669.91,1463.42,1710.77,473.33,511.3,540.44,576.25,350.71,415.98,422.4,426.61
1016,Camden,AL,206,5770.02,6707.66,2614.49,3182.92,1612.3,1741.91,852.35,972.18,220.24,252,,,183.16,187.2
1017,Carrollton,AL,474,7227.08,8134.51,3920.67,4492.19,1600,1725.43,664.27,747.27,651.39,742.42,,,225.42,228.16
1018,Centre,AL,588,6360.02,7326.38,3479.74,4221.96,1598.42,1710.27,607.25,672.05,326.96,373.04,,,298.4,296.5
1019,Centreville,AL,236,4981.06,5667.08,2747.12,3246.87,1384.96,1501.6,516.85,569.93,165.08,181.84,,,158.65,162.02
1022,Cullman,AL,2300,7096.02,8020.79,3587.26,4227.68,1745.49,1838.82,701.17,788.29,410.8,446,336.06,419.7,342.08,336.66
1023,Dadeville,AL,351,6881.69,8252.43,3703.84,4676.22,1476.72,1606.7,528.01,590.13,235.86,265.55,558.82,713.74,362.45,380.56
1024,Decatur,AL,1997,5743.44,6395.65,2865.55,3315.51,1597.59,1734.26,514.41,537.96,323.61,342.06,192.63,223.83,258.7,256.33
1025,Demopolis,AL,462,5706.96,6755.02,2668.45,3304.89,1341.91,1472.9,436.22,489.01,354.17,404.52,521.14,668.65,378.09,404.22
1026,Dothan,AL,4341,6070.91,7032.51,2825.88,3468.87,1669.25,1801.37,506.51,556.62,247.75,272.45,594.41,712.96,248.89,247.42
1027,Elba,AL,303,6491.73,7664.04,3361.24,4216.74,1806.3,1963.86,479.78,533.65,244.28,275.53,,,321.97,318.54
1028,Enterprise,AL,915,5633.25,6742.54,2587.72,3344.93,1515.35,1670.46,470.72,520.31,281.87,314.45,542.6,670.13,255.37,251.08
1029,Eufaula,AL,436,6146.19,7216.54,2872.76,3615.89,1649.75,1784.27,670.57,731.71,288.2,318.47,484.11,595.05,210.85,208.95
1031,Evergreen,AL,237,7082.63,8597.48,3571.65,4764.22,1726.82,1795.93,552.46,626.26,565.89,640.21,,,245.06,240.09
1032,Fairhope,AL,1040,6021.82,7023.44,2734.21,3463.07,1856.29,2021.83,597.75,657.98,212.16,236.4,376.71,405.24,246.06,244.05
1033,Fayette,AL,433,5382.29,6229.64,2727.99,3315.01,1315.6,1431.67,671.09,740.91,358.33,398.17,,,184.54,183.42
1035,Florala,AL,136,5762.99,6846.34,2849.2,3719.48,1429.38,1549.41,408.17,453.17,310.17,351.18,,,336.87,317.33
1036,Florence,AL,2650,5539.82,6391.86,2559.07,3154.83,1693.96,1832.86,396.3,434.66,333.21,359.04,305.6,365.87,260.74,258.99
1037,Foley,AL,1439,6283.49,7259.08,3123.78,3852.03,1867.76,2011.4,568.05,625.2,309.34,342.61,224.96,252.85,196.53,194.44
1038,Fort Payne,AL,1154,6057.37,6797.2,3204.44,3704.2,1550.5,1655.63,507.59,566.21,341.02,369.98,189.41,241.92,280.74,279.62
1039,Gadsden,AL,2873,7365.99,8245.41,3933.57,4589.74,2009.32,2130.77,545.14,586.31,310.81,335.36,261.87,305.81,315.82,312.13
1040,Geneva,AL,540,6625.05,7884.63,3028.17,3882.4,1559.98,1639.77,401.15,446.18,267.18,295.73,1007.53,1261.66,352.47,350.22
1044,Greenville,AL,736,6890.78,8214.09,3625.82,4644.39,1877.78,1994.01,439.79,500.35,457.35,524.3,112.75,134.84,357.67,385.14
1045,Grove Hill,AL,209,6153.02,7485.56,2397.74,3180.05,1391.37,1514.28,479.49,539.74,126.8,143.74,1366.69,1693.72,389.09,387.21
1046,Guntersville,AL,922,6504.25,7212.14,3520.42,4049.06,1666.07,1765.99,610.6,635.4,271.35,286.96,166.34,212.5,279.85,277.79
1047,Haleyville,AL,544,8423.57,9782.22,4457.31,5485.78,1876.92,1981.81,549.93,607.22,637.67,706.84,539.09,677.86,456.66,447.6
1048,Hamilton,AL,385,5834.22,6821.65,2641.49,3285.33,1560.65,1696.51,551.86,619.86,474.18,541.2,303.89,389.35,314.54,309.59
1049,Hartselle,AL,748,6765.12,7379.52,3712.94,4145.17,1628.66,1747.08,526.64,557.75,391.96,415.24,144.95,159.82,380.95,374.14
1051,Huntsville,AL,6752,6487.28,7187.31,3158.24,3667.89,2009.29,2127.57,555.21,585.45,282.21,298.84,186.38,219.34,294.25,291.67
1053,Jacksonville,AL,742,5989.86,6837.82,3110.2,3710.48,1678.56,1819.72,585.58,641.91,177.84,197.11,,,258.85,256.45
1054,Jasper,AL,1597,7746.28,8657.06,4068.53,4720.96,1877.8,2024.63,591.81,613.83,655.04,689.23,253.11,324.37,343.24,336.13
1056,Luverne,AL,317,7241.28,8370.1,4277.21,5117.26,1608.68,1736.28,468.65,529.89,248.05,284.13,,,322.39,323.41
1057,Mobile,AL,9178,6415.53,7527.63,2867.78,3655.22,1855.83,2000.82,558.62,617.99,338.96,377.41,523.6,603.7,281.33,278.74
1058,Monroeville,AL,627,5893.02,7135.54,2852.9,3757.02,1518.23,1640.31,507.88,575.66,395.09,451.49,355.78,436.07,250.35,252.05
1059,Montgomery,AL,6045,6075.13,6933.24,2873.69,3475.27,2100.55,2201.15,366.96,415.07,253.63,288.33,277.94,348.57,244.37,242.91
1060,Moulton,AL,684,6671.16,7543.77,3310.1,3972.84,1682.55,1795.64,484.58,509.84,692.76,740.33,233.75,269.11,304.02,301.49
1061,Muscle Shoals/Sheffield,AL,1613,6102.8,7148.01,2574.82,3298.02,1723.8,1855.2,495.57,532.35,494.49,542.44,477.1,595.28,357.41,351.46
1063,Oneonta,AL,501,7063.02,7790.53,3560.18,4091.25,1711.36,1814.55,735.73,761.92,392.38,409.48,295.83,341.24,365.6,365.48
1064,Opelika,AL,2309,5654.72,6477.64,2768.24,3335.77,1452.68,1594.77,527.93,581.28,269.91,301.69,403.13,427.22,232.99,232.72
1065,Opp,AL,319,6669.82,7971.02,3531.39,4451.59,1592.96,1725.39,360.42,406.55,374.54,427.47,507.47,642.38,259.88,258.56
1066,Ozark,AL,599,6540.9,7676.67,3010.98,3828.46,1645.19,1746.9,523.76,577.7,260.16,290.31,906.53,1053.03,251.17,251.8
1068,Phenix City,AL,1277,5558.97,6124.89,2418.44,2742.35,1481.33,1606.71,482.87,525.12,262.65,290.57,616.61,666.11,337.65,336.06
1070,Prattville,AL,937,6947.13,7922.29,3366.7,4109.08,2177.92,2246.59,416.69,464.59,413.42,471.34,303.57,378.9,288.32,286.56
1071,Red Bay,AL,210,6897.28,8228.28,2812.83,3604.57,1639.04,1756.72,458.66,504.15,584.88,671.42,1219.27,1541.7,233.25,231.46
1072,Roanoke,AL,376,6514.2,7454.22,3418.79,4091.83,1697.98,1839.15,646.07,719.83,247.98,282.9,,,406.53,401.09
1073,Russellville,AL,714,6866.31,8038.47,3103.54,3922.64,1833.86,1966.19,463.32,513.17,729.44,818.78,415.55,511.07,348.91,346.75
1074,Scottsboro,AL,880,7572.9,8560,4142.4,4907.2,1926.86,2030.38,568.18,628.34,493.1,545.93,76.5,89.65,389.48,386.86
1075,Selma,AL,1580,5897.25,6757.32,2978.56,3490.05,1623.13,1771.88,403.72,454.12,235.12,264.16,446.98,562.2,225.25,224.82
1077,Sylacauga,AL,868,7478.22,8657.01,3461.01,4103.41,1722.51,1848.47,425.41,470.48,291.83,324.92,1277.96,1632.17,342.64,332.78
1078,Talladega,AL,861,6622.58,7760.93,3323.12,4086.58,1426.71,1556.89,664.14,739.99,420.58,468.52,467.74,592.81,307.71,305.54
1079,Tallassee,AL,347,5958.74,7042.49,2895.91,3717.85,1879.94,1970.43,450.77,506.31,206.41,235.91,305.79,384.13,218,219.92
1080,Thomasville,AL,492,5633.12,6928.76,2263.99,3069.74,1378.55,1491.83,514.11,581.68,233.73,264.46,1061.53,1320.08,213.68,215.3
1081,Troy,AL,671,7910.31,9204.24,4167.94,5103.06,2049.66,2177.19,495.04,558.41,445.83,508.39,389.01,483.61,335.89,332.72
1082,Tuscaloosa,AL,4107,6611.65,7554.1,3554.75,4215.71,1788.1,1952.51,476.45,526.24,414.95,457.41,148.79,177.87,222.83,220.28
1083,Union Springs,AL,262,3831.31,4639.31,1509.81,2067.77,1343.04,1415.15,383.84,434.96,216.37,243.31,,,136.86,139.58
1084,Valley,AL,951,5976.89,7182.92,3101.98,3981.33,1536.02,1689.3,613.34,689.86,270.28,306.31,228.43,225.94,221.72,280.19
1085,Vernon,AL,304,7167.06,8280.6,3837.3,4568.73,1516.65,1658.79,487.6,542.88,486.06,557.19,375.21,481.63,439.1,433.66
1086,Wedowee,AL,236,6104.52,6830.75,3416.77,3977.61,1398.33,1442.88,600.76,668.4,292.97,331.96,,,243.85,243.29
1088,Winfield,AL,533,6001.65,7013.64,2919.26,3636.66,1417.16,1532.72,719.1,802.76,411.59,469.18,180.31,223.3,371.55,370.05
4001,Arkadelphia,AR,538,5519.08,6382.06,3026.14,3657.55,1510.5,1648.98,606.4,681.69,137.76,158.21,,,209.96,205.83
4002,Ashdown,AR,262,7826.47,9114.73,4527.07,5579.46,2037.18,2154.18,500.95,559.41,470.89,540.17,,,282.7,276.1
4003,Batesville,AR,1259,6856.78,7982.65,4139.92,4987.07,1590.7,1740.48,536.8,607.88,305.41,351.26,,,250.2,245.14
4004,Benton,AR,1339,6893.15,7671.3,3613.41,4199.69,1806.29,1984.64,592.41,615.6,285.77,298.67,302.4,287,301.91,293.24
4005,Bentonville,AR,1777,4930.3,5650.46,2448.75,2979.8,1569.47,1681.1,478.24,526.87,111.27,122.52,116.02,136.92,186.63,185.34
4006,Berryville,AR,437,5031.14,6191.82,2647.98,3323.78,1091.45,1445.34,627.75,704.09,372.43,427.51,,,293.53,280.91
4007,Blytheville,AR,698,6719.63,7411.04,3483.3,3936.58,1829.99,1951.14,512.21,576.69,391.66,447.53,,,460.54,450.19
4008,Booneville,AR,222,3732.6,4406.08,1877.49,2348.09,979.79,1081.67,351.99,395.43,142.36,163.11,,,247.72,245.13
4010,Calico Rock,AR,357,4725.21,5588.26,2334.76,2967.92,1380.42,1520.28,425.21,480.64,286.34,329.13,,,261.76,260.21
4011,Camden,AR,911,5834.58,6866.21,3183.95,3916.27,1383.37,1573.53,711.04,802.64,224.15,255.86,,,275.91,269.79
4012,Cherokee Village,AR,572,5333.55,6181.52,2998.35,3626.33,1382.39,1501.81,540.11,609.72,135.82,154.27,,,219.63,217.67
4013,Clarksville,AR,605,5925.06,6780.8,2971.96,3620.77,1717.02,1835.13,531.46,596.72,175.82,202.25,,,442.67,425.55
4015,Conway,AR,1548,6592.64,7178.02,3031.94,3430.65,1931.8,2021.83,535.18,555.72,198.57,208.16,691.44,771.47,202.27,193.42
4017,Crossett,AR,536,7200.79,8541.55,3814.02,4576.51,1487.5,1841.36,709.03,797.58,297.22,338.77,443.38,561.35,442.97,425.02
4018,Danville,AR,344,7447.47,8872.53,4369.16,5475.61,1616.63,1781.01,617.47,693.65,374.38,429.64,,,369.63,365.97
4019,Dardanelle,AR,282,6256.16,6768.48,3421.92,3676.76,1727.37,1881.87,607.06,677.87,156.88,179.82,,,297.22,293.7
4020,De Queen,AR,465,7259.62,8451.84,3720.15,4601.16,1789.87,1925.61,518.52,575.62,784.31,898.23,,,389.57,382.4
4021,De Witt,AR,260,5979.26,6516.52,2865.81,3191.84,1880.84,1972.82,787.23,880.34,228.87,262.67,,,221.45,218.69
4023,Dumas,AR,181,7365.75,8525.16,3997.4,4759.13,1788.85,1995.55,401.25,450.85,390.5,447.43,,,428.28,420.12
4024,El Dorado,AR,1387,6309.05,7072.46,3360.52,3836.97,1554.39,1706.54,620.8,700.85,241.85,275.73,129.68,164.67,389.71,376.02
4025,Eureka Springs,AR,336,4422.24,5152.21,1806.19,2210.89,1216.87,1384.66,734.36,812.13,245.61,279.34,272.7,329.28,151.61,147.63
4026,Fayetteville,AR,1901,4673.54,5369.98,2500.28,3014.84,1448.3,1573.15,293.46,323.62,126.63,139.45,100.07,115.16,199.44,195.78
4027,Fordyce,AR,285,6102.17,7134.92,3175.63,3918.66,1604.81,1777.9,615.29,687.38,389.16,446.54,,,285.36,267.97
4028,Forrest City,AR,781,4886.44,5481.54,2467.01,2838.43,1333.01,1451.87,499.96,561,229.9,255.85,,,260.65,257.73
4029,Fort Smith,AR,5440,6190.23,7065.5,3421.24,4022.05,1501.47,1638.82,483.13,539.95,347.88,394.72,156.1,190.59,294.44,293.66
4030,Gravette,AR,304,5065.74,5931.22,2992.11,3671.23,1171.02,1283.36,406.19,444.55,183.11,203.94,,,270.42,269.59
4031,Harrison,AR,1424,5967.85,6986.83,3221.58,3961.03,1439.92,1584.78,647.97,728.51,347.98,397.85,40.64,50.82,287.95,282.37
4032,Heber Springs,AR,589,6319.33,7007.15,3285.29,3763.83,1500.86,1626.91,640.78,719.01,247.75,283.7,404.01,377.48,250.39,246.83
4033,Helena,AR,651,5807.05,6445.58,3220.22,3665.57,1547.78,1637.2,524.85,592.44,237.83,271.89,,,234.7,232.16
4034,Hope,AR,585,6525.11,7384.55,3695.41,4362.95,1850.19,1972.47,449.14,496.2,177.28,196.35,,,308.49,302.46
4035,Hot Springs,AR,4619,6018.54,6965.55,3124.29,3776.27,1764.79,1947.56,545.85,613.66,149.28,170.96,174.09,203.13,249.7,244.18
4038,Jacksonville,AR,1189,6655.48,7398.6,3431.49,3984.39,1936.71,2091.85,497.11,517.08,256.72,268.51,285.44,297.91,259.38,254.73
4039,Jonesboro,AR,3273,5782.92,6530.25,2973.15,3493.47,1549.28,1657.98,602.87,677.62,270.61,308.13,68.32,82.64,326.2,319.71
4040,Lake Village,AR,349,6433.54,7414.1,3249.47,4015.27,1529.73,1641.69,562.06,638.03,248.7,285.04,,,660.8,634.32
4041,Little Rock,AR,7251,6488.91,7079.26,3313.26,3719.84,1903.2,2049.74,554.34,579.84,245.95,257.69,245.93,246.7,230.31,230.09
4042,Magnolia,AR,773,5950.89,7116.83,3350.76,4211.38,1602.48,1841.34,412.97,461.28,171.5,193.06,88.21,105.36,323.57,312.11
4043,Malvern,AR,724,6952.04,8034.25,3771.59,4474.42,1730.02,1965.63,652.39,732.58,375.74,431.08,125.84,140.04,298.59,293.15
4045,McGehee,AR,300,6100.43,6714.81,3538.29,3929.86,1348.16,1484.65,473.54,530.27,249.15,285.49,,,381.21,372.02
4046,Mena,AR,670,6659.08,7665.7,3937.44,4699.93,1564.09,1689.04,543.72,609.15,328.85,376.29,,,276.11,271.27
4047,Monticello,AR,380,7732.25,9234.23,4372.22,5586.12,1953.88,2094.2,378.25,421.54,469.6,539.29,,,342.85,325.66
4048,Morrilton,AR,532,5606,6461.74,2858.04,3424.28,1564.43,1751.57,503.09,548.27,322.16,366.32,,,274.29,266.38
4049,Mountain Home,AR,2672,5457.94,6404.6,2874.95,3554.04,1490.7,1647.45,509.47,574.56,242.58,276.82,99.72,114.87,244.27,241.33
4050,Mountain View,AR,390,7507.76,8553.62,4141.83,4746.77,1780.79,2056.65,616.67,696.05,371.45,425.9,,,467,455.29
4051,Murfreesboro,AR,137,6932.41,8210.2,3814.79,4737.03,1712.99,1808.6,462.43,514.48,413.69,475.48,,,525.75,665.3
4052,Nashville,AR,470,5987.72,6676.95,3278.15,3772.48,1614.74,1713.01,565.8,638.14,253.21,286.38,,,271.76,261
4053,Newport,AR,729,8191.42,9704.99,5117.89,6335.13,1703.39,1856.97,562.64,632.25,377.52,431.24,,,341.64,336.52
4054,North Little Rock,AR,2353,6387.86,7046.01,3362.54,3897.73,1888.96,2043.9,513.88,534.13,164.18,171.59,240.96,187.73,223.61,216.9
4055,Osceola,AR,327,6045.9,7139.48,3267.77,4126.33,1517.17,1667.27,428.17,483.88,273.84,314.32,,,510.26,498.78
4056,Ozark,AR,352,4478.8,5074.95,2153.16,2502.18,1264.04,1400.87,504.43,571.46,174.1,198.92,,,323.87,314.25
4057,Paragould,AR,1131,5471.8,6431.1,2929,3624.49,1304.55,1437.18,572.4,645.72,219.01,251.39,126.74,152.78,335.37,337.1
4059,Piggott,AR,250,7066.67,8126.3,3997.7,4771.65,1308.09,1387.59,840.52,951.86,627.51,722.1,,,345.87,351.19
4060,Pine Bluff,AR,2214,5425.1,6150.23,2795.18,3393.45,1724.19,1858.83,345.4,381.95,148.38,163.74,213.8,159.18,229.12,224.57
4061,Pocahontas,AR,523,5228.07,6005.29,2596.96,3167.99,1359.41,1456.54,538.27,602.53,305.77,351.29,,,386.23,373.93
4062,Prescott,AR,190,7128.41,8073.91,4280.68,5045.89,1873.15,1957.47,467.23,516.99,144.44,162.32,,,228.1,220.84
4063,Rogers,AR,1401,4784.89,5578.68,2398.32,2988.36,1471.52,1596.6,375.17,412.8,204.74,228.14,116.41,137.31,215.2,213.47
4064,Russellville,AR,1341,5802.72,6605.18,3272.07,3763.67,1483.33,1692.83,433.34,484.63,139.38,158.72,127.85,162.48,352.02,343.85
4065,Salem,AR,206,6135.71,7410.68,3674.54,4708.75,1296.65,1422.82,462.09,516.23,366.04,421.24,,,355.41,352.14
4066,Searcy,AR,2312,6236.62,7375.5,3348.82,4187.8,1622.49,1778.87,436.37,486.25,312.38,356.04,252.25,308.31,272.74,268.24
4067,Siloam Springs,AR,821,6593.36,7711.69,3670.79,4528.13,1463.11,1580.16,464.88,511.79,386.02,434.59,256.2,323.4,384,364.22
4068,Springdale,AR,1615,4995.74,5725.26,2546.86,3046.09,1374.19,1510.08,477.38,525.84,191.9,213.69,155.9,183.98,251.86,248.83
4069,Stuttgart,AR,678,5742.13,6495.47,3035.8,3554.92,1504.73,1620.56,684.19,752.3,201.3,225.17,117.48,141.97,191.68,193.1
4070,Texarkana,AR,1078,7107.49,8115.48,4043.73,4849.59,1829.18,1943.66,455.58,501.86,285.97,316.41,104.96,124.33,381.94,371.91
4072,Waldron,AR,230,3965.02,4557.34,2042.99,2505.46,1048.52,1081.05,459.91,521.2,,,,,175.62,171.91
4074,Warren,AR,434,6014.2,7002.34,3196.63,3910.18,1467.75,1602.72,584.62,652.06,325.81,371.37,,,289.33,280.41
4075,West Memphis,AR,1013,5966.08,6370.21,2971.25,3236.59,1797.36,1872.69,621.02,659.42,291.62,312.68,,,256.81,254.26
4076,Wynne,AR,399,7635.17,8664.89,4393.77,5152.88,1645.21,1744.33,720.17,812.41,593.43,679.94,,,239.58,236.34
3002,Bisbee,AZ,314,6646.73,6822.78,3568.79,3659.48,1752.42,1742.84,627.17,673.1,288.86,314.14,,,216.19,229.54
3003,Bullhead City,AZ,1929,6186.8,5984.25,3128.54,3029.42,2108.74,2058.16,388.53,354.34,190.17,173.14,96.79,88.9,232.99,237.84
3004,Casa Grande,AZ,1146,7440.65,7300.43,3973.41,3929.86,1990.68,1965.2,649.34,643.32,193.44,193.15,433.5,347.09,233.49,241.79
3005,Chandler,AZ,2037,6009.49,6060.27,2526.86,2680.56,2281.36,2192.8,490.13,487.62,218.34,218.76,297.2,291.15,174.59,177.35
3006,Cottonwood,AZ,2554,5401.01,5563.03,2509.26,2658.86,1885.01,1845.63,501.02,519.91,150.77,158.76,163.89,184.57,171.67,181.56
3007,Douglas,AZ,411,6188.53,6746.6,3351.77,3806.89,1627.46,1651.23,820.46,893.8,154.12,168.03,,,135.85,144.24
3008,Flagstaff,AZ,914,6105.18,6006.63,3151.86,3069.19,1753.71,1750.92,487.94,463.35,196.79,188.67,272.49,277.5,246.7,261.05
3009,Florence,AZ,178,6381.41,6444.64,2868.83,3058.42,2133.25,2101.12,470.46,469.92,205.9,206.51,,,283.78,278.86
3010,Ganado,AZ,321,4944.4,4689.2,3109.25,2901.21,1126.65,1074.06,454.37,476.95,,,,,112.08,118.64
3014,Kingman,AZ,1946,6821.02,6693.26,4187.64,4135.99,1783.95,1731.62,430.62,392.28,87.97,80.43,68.99,76.58,243.41,255.78
3015,Lake Havasu City,AZ,2106,5923.84,5769.79,2717.38,2715.15,2129.9,2039.84,426.2,389.91,154.55,140.23,298.43,290.35,173.83,176.8
3016,Mesa,AZ,9415,6273.42,6327.08,2814.61,2951.15,2265.7,2212.51,411.46,407.87,214.43,214.22,373.16,347.69,177.01,181.2
3019,Page,AZ,124,6391.47,6133.23,3249.33,3214.56,1729.81,1577.7,1044.49,983.1,,,,,160.33,166.63
3020,Parker,AZ,593,6597.43,6364.77,3525.46,3404.81,1924.27,1812.09,635.89,626.92,92.13,88.02,119.8,118.17,259.51,277.32
3021,Payson,AZ,1142,7736.21,7880.54,3799.06,3928.65,1959.57,1903.27,570.64,600.44,184.55,196.79,977.24,1001.75,318.52,336.29
3022,Phoenix,AZ,12646,6764.73,6713.4,3369.52,3387.49,2168.02,2128.84,433.28,430.28,214.8,215.08,413.08,383.46,167.92,170.09
3023,Prescott,AZ,4218,5165.52,5239.18,2394.28,2519.95,1910.72,1859.13,361.68,358.55,147.1,147.05,150.86,149.81,172.59,182.06
3024,Safford,AZ,665,4371.47,4640.2,2038.24,2297.43,1549.12,1515.17,444.74,477.58,85.79,93.37,73.66,71.58,175.18,181.81
3025,Scottsdale,AZ,5597,6054.81,6156.59,2668.24,2814.15,2286.25,2256.99,456.71,452.1,202.07,201.3,279.09,273.14,134.21,136.21
3026,Show Low,AZ,1104,5333.08,5461.72,2493.17,2627.36,1593.85,1531.31,441.69,469.99,62.56,65.98,471.25,492.76,302.47,315.66
3027,Sierra Vista,AZ,1528,5227.07,5562.95,2616.89,2913.39,1697.18,1670.28,509.68,544.08,50.82,54.54,119.24,134.77,196.24,216.42
3028,Springerville,AZ,297,8096.91,7730.59,4169.77,3844.06,2306.24,2181.03,609.52,644.18,,,536.63,571.11,439.96,463.45
3029,Sun City,AZ,8397,6385.48,6537.2,2943.33,3158.26,2471.71,2435.37,406.24,402.26,142.82,142.68,245.57,223.89,149.23,151.94
