HSA #,HSA City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
49011,Danville,VA,106331,1.76173998308597,2.96297438858171,11.6993291372613,184.4487,51.9201,130.1417,41.5321,24.2061,48.9134,29.1701,0.1746,11.0061,5.737,0.9172,0.6109,2.4053,7.5415,1.983,19.6396,0.2753,8.3933,3.0887,4.2862,1.2589,20.394,0.391,2.7652,2.3112,3.5017,72.7153,6.263,7.1637,4.2086,3.5771,12.12,0.6853,11.6974,1.8142,8.8905,1.0619,1.2285,1.0102,2.7247,0.9944
49012,Emporia,VA,32665,4.16959321762532,4.92371828211205,18.2960883455436,185.1497,65.0135,117.7449,35.5742,25.0844,47.199,22.6237,0.3359,11.7922,4.7882,2.3647,0.8209,1.096,7.7683,0.6108,31.8064,0.4225,10.7167,3.5593,1.134,0.4821,18.5067,0.4843,5.4058,0.8646,1.5242,90.3524,4.1087,5.0473,1.4156,1.9018,15.4543,1.516,5.5697,0.9291,4.4,0.5633,1.4899,0.5816,2.877,0.5182
49013,Fairfax,VA,154455,0.920353999267671,1.601392307265,5.23820325896853,137.5684,50.88,84.4603,32.9895,20.4219,25.3593,15.5268,0.9934,8.1323,5.5789,0.3684,0.63,3.38,4.6145,0.6439,18.5737,0.4576,3.5355,3.0014,2.552,1.2316,22.1058,0.737,2.7794,0.4212,1.8071,38.0732,4.4255,4.0244,1.0084,2.7598,10.46,0.8619,5.3973,2.6347,4.2248,0.3139,0.6722,0.7204,2.0275,0.352
49014,Falls Church,VA,540680,1.586515257042,2.77731070817816,9.06194779801182,247.5355,87.5929,157.2,56.0711,26.0409,50.623,32.4028,1.9562,12.9544,8.5994,0.9278,1.9353,4.8792,9.8174,1.6848,25.4063,0.7588,6.2966,4.9832,3.0675,2.5227,37.5338,2.5446,2.9654,1.3482,3.765,93.9858,6.8782,7.1661,2.9516,4.2657,25.0508,1.9174,19.4303,1.6966,12.2343,0.8036,2.0213,1.3948,2.7248,0.5989
49015,Farmville,VA,30423,2.64464184369206,4.02061037181207,12.7961382418121,175.3014,58.9752,113.7611,33.8353,25.1279,44.69,28.1333,0.4803,11.8383,4.3475,0.5957,1.1246,1.2428,6.7821,2.4764,29.8358,0.3553,8.6735,3.2082,1.347,2.0919,14.9541,0.7391,0.9864,1.0855,3.3879,58.7592,6.6293,5.0011,3.7145,3.7456,15.1597,1.8038,7.3834,2.2929,4.8876,0.5715,1.558,0.5634,4.0378,0.5852
49016,Franklin,VA,25550,3.34698437068753,3.46065983843978,19.3567171244861,188.6205,73.8423,112.044,36.1937,19.7267,48.4158,22.2143,0.4534,6.9616,2.106,0.8637,0.8963,1.5029,10.9468,0.2571,34.2064,0.2598,9.8531,0.969,1.2079,0.6209,22.8523,0.3433,1.2131,0.9677,3.8396,78.8914,5.4168,4.4487,1.946,2.4205,17.6245,1.72,4.3125,3.7129,8.9966,0.5585,0.8915,3.1289,6.0388,0.5049
49017,Fredericksburg,VA,301630,1.79758204738409,3.44213810904143,12.2177937612892,160.5577,53.7386,104.5678,34.9059,21.8243,38.6369,15.2481,1.6087,8.4244,4.7324,1.4732,1.7736,1.8321,8.1511,0.8975,20.7994,0.4831,4.886,3.3795,1.7019,1.3012,21.1366,1.0955,1.1127,1.0087,2.6359,57.85,4.349,6.5244,1.9938,2.251,11.7332,1.3838,6.8876,1.1211,11.3286,0.9333,1.1331,1.1974,3.7411,0.6209
49018,Front Royal,VA,35429,1.91417770730455,3.85657751463426,13.7111318933635,195.4894,72.007,120.8647,40.3684,25.3731,46.5973,34.3671,0.2915,11.992,2.5518,0.9337,0.7737,1.0423,16.7875,2.3447,39.5324,0.2668,10.3592,3.4013,3.4575,0.4644,23.7748,2.5749,1.2261,0.9407,1.4172,63.1159,7.1743,8.551,2.0382,1.2171,8.5883,0.6855,6.536,0.7388,4.6601,0.6251,0.6815,0.6452,1.9688,0.4201
49019,Galax,VA,45120,3.01033312216216,5.47123581331956,18.4243938175029,224.4857,92.2995,129.9445,34.4188,27.1859,58.2841,35.107,0.6731,14.1379,4.9451,0.7042,1.0882,2.5617,11.8478,0.4863,44.1,0.6989,13.9589,3.3235,1.2124,0.5042,33.3747,0.509,2.4219,1.5393,2.1212,97.3228,5.2532,9.8153,2.7509,4.2461,13.906,1.5331,6.9629,0.5556,13.1294,0.501,0.865,0.3007,2.5303,0.6386
49020,Gloucester,VA,51189,1.94873408396058,2.89916131950346,9.71457228833582,185.6241,63.8766,119.3456,35.6774,24.4435,51.0922,16.8251,0.3747,11.2817,11.1328,0.7163,0.8221,1.3237,9.3213,0.5142,25.9558,1.6471,7.75,1.2945,2.4149,0.3974,22.037,1.9564,0.5884,1.2339,1.1888,75.9866,6.9263,8.7537,3.9257,1.4918,16.8686,1.7605,4.1921,0.7928,7.8543,0.4431,1.2136,0.4151,3.6988,0.462
49021,Grundy,VA,22998,6.54817412297681,5.04865543451272,20.8285422318623,198.874,71.2406,125.1178,36.4468,25.026,57.1002,16.9101,0.5466,11.78,7.2817,3.1994,1.5662,1.0243,12.6186,0.5134,25.7914,0.2892,12.8359,2.5587,2.14,0.4034,31.6049,0.8021,1.554,1.8859,2.3842,71.1824,5.0839,9.8842,3.2488,3.2275,13.3623,1.7586,3.8636,0.8917,10.9848,0.9545,0.6506,0.5058,3.3998,0.3287
49022,Hampton,VA,82809,1.50159233248165,3.41729638633333,11.2380304713333,292.2672,115.6595,174.6728,65.1241,34.1376,54.2597,26.1702,0.8684,21.8778,6.1958,0.9647,1.4817,4.1825,17.0047,1.4084,55.7889,0.3694,7.8925,4.2799,2.9248,1.4809,43.55,0.8933,1.8054,2.0746,5.1621,79.0927,8.1678,8.3,3.3225,3.682,16.3144,2.2308,17.9798,2.3268,12.2154,1.1792,7.4746,0.6784,3.0471,0.1609
49023,Harrisonburg,VA,140700,1.86051225469908,3.61448220794858,13.7819521406695,175.9255,63.2419,110.4153,38.403,24.4995,39.2532,22.3773,0.7267,11.2912,3.6846,0.4468,1.4481,2.2741,11.0499,0.3168,33.8518,0.1311,5.3774,2.8958,2.2024,1.4116,15.7151,0.174,3.2284,2.2992,2.5136,42.5358,4.494,8.1836,3.8467,3.2707,13.8087,1.0839,6.4002,2.0051,7.9571,1.3847,0.5101,0.8093,3.2005,0.964
49024,Hopewell,VA,37766,4.58536406362166,4.60180241939795,18.5255044564818,169.0926,50.1876,116.9149,39.6588,24.2879,41.2723,20.6603,0.3394,11.0895,9.3973,0.8387,1.8851,1.1441,5.4407,0.6123,18.8496,0.4139,8.849,2.2893,3.4002,0.548,17.416,0.487,2.9927,0.7876,4.8382,62.2798,3.383,5.4401,3.4858,7.4051,13.811,1.224,8.7524,2.1418,3.9382,0.5589,2.5548,0.4992,2.3348,1.6805
49025,Hot Springs,VA,5408,5.24271387417076,5.2367468720948,21.8407601139968,184.9655,64.5426,117.9411,24.5046,27.6492,56.6649,38.4861,0.5616,13.8674,2.0104,0.6161,0.726,1.0291,8.0423,0.8025,41.1164,0.3542,21.8334,2.0562,0.9085,0.5789,12.0565,0.8626,0.7409,1.3303,2.5917,64.0465,4.9252,5.4486,3.723,3.0818,12.4583,1.3911,7.0245,0.7833,6.2506,0.5429,1.6524,0.5241,2.1762,0.8139
49026,Kilmarnock,VA,30525,2.94693991394127,4.27004163570897,14.3416384468441,220.9039,86.2431,132.2731,32.3459,28.3193,59.9479,31.9804,0.6724,14.7474,4.3007,0.9085,1.4693,1.3739,15.4254,0.7505,38.6984,0.5096,8.4846,1.7471,1.1288,0.5695,28.0364,1.121,0.7394,1.3278,1.7818,145.0319,5.537,10.5794,2.4695,2.9565,23.1404,2.4164,7.9569,0.8476,11.0319,0.6831,1.9055,0.557,4.1839,0.5287
49027,Lebanon,VA,27488,4.66915046027392,5.30704805376174,20.038075060612,229.3717,98.8107,128.5349,36.8401,25.0813,55.1099,18.7599,0.4233,11.8237,4.812,0.4478,1.4656,1.1868,9.0187,0.4563,42.4371,2.7141,12.5043,3.6999,2.6762,0.4758,41.3729,1.0653,1.1278,2.0013,2.5189,86.6874,5.8984,8.1109,3.0057,3.6433,13.3298,1.8293,8.0316,1.1951,9.0408,0.7849,0.5486,0.4578,3.3699,0.3219
49028,Leesburg,VA,198170,1.29052000599583,2.29424716614741,7.98999243341444,216.0473,79.1283,134.1651,45.1643,23.9849,51.5291,13.7133,2.0857,10.7603,4.5879,1.0096,0.4752,4.3827,8.8695,0.859,25.8938,0.6314,6.6571,3.5517,2.8593,0.7856,34.6135,0.547,1.0653,0.5554,2.6272,81.7743,7.4562,7.7116,2.8876,3.6536,18.334,3.5571,11.5134,2.6843,7.4353,1.6611,1.6461,1.4061,2.6944,0.6339
49029,Lexington,VA,31456,1.76548973394203,3.37254862560103,12.7185651143963,226.832,97.4519,127.5448,37.7365,24.4069,50.4449,33.8976,0.4806,11.174,1.7117,2.4344,0.6536,6.0788,11.2973,3.3372,44.4665,0.3045,10.0401,1.3205,5.4757,0.4925,31.4489,0.7482,0.694,1.2136,1.8068,93.4746,3.9634,7.0969,2.5639,5.3037,22.872,1.1164,8.9468,0.6148,8.2431,0.5341,1.5014,0.4877,2.1639,0.8622
49030,Low Moor,VA,25757,5.44102306131748,3.62123088458324,12.4445471485156,160.4654,62.0185,95.4144,29.0477,24.4835,35.0866,27.3029,0.5261,11.361,1.9325,1.0449,0.5189,0.7922,10.4927,0.6711,29.5135,0.265,6.3591,3.9697,0.7931,0.5936,16.9146,0.739,0.6719,0.846,4.2656,48.8976,4.3636,5.1951,3.9216,2.4528,17.5571,1.1358,5.6182,0.8562,4.345,0.459,1.3163,0.4814,1.6016,0.3783
49031,Luray,VA,19071,2.65816287954218,4.80196913618723,19.9614931431608,226.0179,88.4241,135.1407,33.4829,28.3284,62.6537,43.6445,0.4401,15.3333,3.1147,2.4553,1.4761,1.7637,11.2788,0.8248,43.6549,0.3928,11.8692,2.0974,1.8228,1.0116,30.906,0.6098,1.8168,2.5075,2.6184,76.4498,5.0153,13.0706,4.4073,3.2917,13.1474,1.356,7.26,1.186,13.048,0.9669,1.053,0.8271,3.8989,0.9833
49032,Lynchburg,VA,214345,2.03470462594557,3.97845320521942,9.32330563414707,180.8294,67.0084,111.4687,37.3606,23.0621,38.1634,21.9878,0.9585,10.0891,5.9458,1.135,2.2767,2.793,8.5417,1.1736,38.9065,0.1446,6.5573,3.2411,2.6687,0.7028,15.6225,1.448,2.2197,1.3814,2.7709,44.6235,3.5142,7.0837,3.1087,3.2652,12.8667,2.564,9.7848,1.0346,6.9096,0.5698,1.5365,0.963,2.5587,0.8426
49033,Manassas,VA,187295,1.55194542234335,2.77830115822366,9.60114495586617,200.5604,74.0771,123.8207,39.9868,24.3563,45.551,14.9605,0.9521,11.0636,8.8994,1.1086,1.0111,2.526,7.938,0.4754,30.3178,0.2436,6.8375,4.6355,1.8805,0.764,26.4175,1.2976,1.7143,0.6113,3.1013,73.9277,6.9338,6.8403,2.1311,5.1826,16.6014,1.3085,11.584,0.9421,8.1838,0.3497,0.753,1.9302,3.2368,0.3697
49034,Marion,VA,34721,7.25085015394858,7.17609924392845,25.6347424921531,232.7934,93.6981,136.871,25.0877,24.4818,56.0179,24.906,0.3911,11.1753,3.0525,0.8839,0.6263,1.1087,9.5368,0.4094,48.6696,0.2081,12.4441,2.3019,1.6436,0.3956,27.1067,0.9364,0.6045,1.3189,1.594,94.6326,5.6095,6.904,4.5344,5.1285,18.5659,1.4529,28.0575,0.9971,13.0924,0.3335,0.5348,0.3602,3.8424,0.2654
49035,Martinsville,VA,73452,3.24624836340275,3.32490782203653,13.3844323307397,172.6147,61.8044,108.3557,39.6468,22.4048,39.8069,21.7238,0.3477,9.4542,2.7453,0.7683,0.5483,1.8279,13.6051,0.4702,24.976,1.3591,7.2219,2.1402,1.8539,0.4372,21.9346,0.4245,0.8741,1.0457,4.6588,44.9464,4.291,5.9388,3.7394,1.8105,15.7432,0.8098,3.8132,1.5154,9.444,4.3681,1.8036,0.3117,5.3734,0.4049
49036,Nassawadox,VA,35881,3.43857475032356,2.99383055631454,15.4006030648089,164.7358,52.8778,109.7061,23.4428,24.5865,52.1494,17.5785,0.2261,11.3779,3.3117,1.0328,0.8395,0.7947,5.4088,0.2515,21.3427,0.1986,10.8019,2.8368,0.5616,0.4192,18.9159,0.4704,0.4151,1.3817,3.0416,83.8516,6.7151,6.4462,3.8978,4.2505,13.1201,2.2354,7.7184,2.2863,7.0968,0.3275,1.0594,0.3449,1.9273,0.6038
49037,Newport News,VA,336347,1.41943915886587,3.23683351972973,10.6423956325178,179.7665,66.0649,111.1344,40.7468,20.3452,40.2281,21.4994,0.7493,7.7891,4.6301,1.1981,1.2484,3.6341,8.8722,1.1985,35.5001,0.3489,6.0325,3.6146,2.758,1.267,17.9108,0.7293,1.6971,1.6355,2.3599,52.3343,5.3123,7.1701,2.8785,2.0324,12.4219,1.7784,7.0722,2.1446,7.101,1.105,2.1625,0.6134,2.7238,0.2325
49038,Norfolk,VA,371177,2.29880768491926,3.67363882671524,14.1875748918803,209.6241,78.7644,128.4453,54.0551,22.2601,36.3517,45.1558,0.5971,8.5805,7.4027,0.7672,1.3214,3.9742,11.3269,0.5977,25.3204,0.9082,5.7781,3.7741,3.1689,2.2489,31.7182,1.3018,2.6054,1.8271,4.0786,39.7153,4.5096,5.5613,2.0791,4.9373,21.3799,2.8004,10.3533,2.5613,11.2003,1.6365,2.2758,2.3602,3.2664,1.2094
49039,Norton,VA,33110,4.63860858623094,6.13658423005699,25.1361177207427,230.9263,104.2791,125.523,38.3906,21.5849,51.6921,22.6925,0.4031,8.4805,4.6657,0.9841,2.5782,0.8683,7.3827,0.3722,43.1602,2.0701,11.7916,6.0304,5.1306,0.4627,40.52,0.674,0.7589,1.2052,4.2801,75.7031,5.3523,8.4783,1.7779,2.0841,20.3614,1.2279,5.7581,1.8954,10.1792,0.4582,0.5741,0.5525,4.498,0.5011
49040,Pearisburg,VA,20092,2.79985223439243,3.65079926556324,13.9418983377564,199.7488,85.4805,111.2756,26.2421,21.3161,54.3803,21.0933,1.0343,8.7207,2.9835,1.2848,0.7805,0.9242,7.9773,0.7303,59.827,0.4612,20.8194,1.8504,1.1882,0.4028,17.6197,1.0031,1.0188,1.0821,2.3244,61.5848,6.7262,4.6471,2.1724,2.3069,7.7847,1.0721,6.9223,0.7826,7.1164,0.585,1.7863,0.4352,2.2124,0.576
49041,Pennington Gap,VA,18305,4.88852787613174,5.52499334553403,20.3606796714648,235.9798,83.5669,149.5414,47.362,32.3155,58.7009,15.3155,0.5554,17.7054,7.7535,1.2989,1.3373,1.1888,15.2494,0.3482,29.1255,0.2804,22.1909,2.4092,2.1009,0.5301,31.3914,1.0971,1.0022,1.5297,2.19,60.1597,3.3942,10.5607,2.1405,2.9082,24.9877,1.4569,8.3385,1.5549,6.4955,0.5882,4.6637,4.6787,2.645,0.4842
49042,Petersburg,VA,124226,4.26752156765855,4.12044042689949,17.0173045892251,223.1453,78.6834,141.7271,44.8475,25.5143,53.4811,22.3534,0.3676,12.2099,6.5153,1.7329,0.9907,2.815,8.7093,1.1923,30.8871,0.9971,8.7516,2.0163,3.391,1.6114,30.4414,0.5199,1.8573,0.7512,3.9817,99.8369,5.8997,7.4149,1.6708,4.7001,17.4528,1.188,14.8764,3.4241,6.1031,1.1568,2.232,1.0686,4.372,0.7285
49043,Portsmouth,VA,189696,2.53930428790131,2.98987839183881,12.6652563079643,295.1331,95.5816,199.9815,65.131,32.1434,82.6428,45.2033,1.5293,20.5496,7.085,2.792,3.4532,2.9636,14.7722,1.9199,42.4156,2.0414,20.5863,4.7083,4.8497,1.4593,34.269,1.1722,4.2091,2.5689,5.6349,86.9402,6.4081,13.9584,5.5234,5.0494,18.9008,2.4451,13.6855,1.8163,13.3466,1.9127,3.8662,1.5426,4.9226,3.395
49044,Pulaski,VA,19266,2.84719005567572,4.53446668952983,14.8547025584115,176.0313,63.1193,109.9843,34.1157,22.3282,45.6799,15.5518,4.4054,9.8203,5.4662,1.0878,0.6538,0.6663,10.8282,0.6152,27.6097,0.4473,13.7611,1.6882,1.0138,0.3308,26.9829,0.3298,0.6729,0.6847,1.9911,45.2977,5.3825,6.441,1.613,1.766,6.9783,0.943,5.532,0.4157,4.9504,0.2108,1.0591,0.2401,4.5882,0.4609
49045,Radford,VA,38832,3.01982644778386,3.4511138848419,12.3923908256265,270.7017,124.7103,145.5666,47.7802,22.0876,53.803,21.1555,2.2615,9.0996,5.6156,1.4112,1.0089,1.0786,14.0556,1.0164,58.9366,0.8713,8.9751,5.3018,1.8056,0.3102,31.1285,0.431,1.1309,0.8051,5.9971,62.9285,4.9804,13.7631,5.0761,1.9356,38.7993,1.2493,17.6267,0.3883,9.6596,0.2908,4.1594,0.2834,3.7804,0.9282
49046,Reston,VA,206555,1.22904451684081,1.89585668508434,6.26467222035253,203.956,72.3612,129.0485,46.1457,23.566,46.6225,15.9184,1.8625,10.3256,4.6648,0.4603,0.8127,4.3617,7.622,1.3559,20.3175,0.6671,4.9494,4.2108,2.5202,0.7983,33.3939,1.5702,1.1767,0.6535,4.4723,76.085,6.6207,7.8814,2.6757,4.7177,18.5439,2.5075,10.5239,2.5531,7.0166,0.8261,2.0408,1.7369,3.1449,1.1168
49047,Richlands,VA,31491,4.36686604331898,4.85643409363143,17.8045382149437,206.6542,74.5493,129.5693,38.135,25.5375,58.0659,18.5108,0.3798,12.3222,7.8935,0.5406,2.7039,0.7425,7.4924,0.3825,23.8263,0.4316,15.3609,4.9829,3.0631,0.3387,33.1853,0.5496,2.5185,1.5365,3.247,89.4695,5.457,8.5584,2.3295,4.1678,18.1316,1.2948,5.458,0.7525,10.8534,2.1824,0.5199,0.3717,4.0924,0.3494
49048,Richmond,VA,1012754,2.65964259024876,3.90624405247344,11.7352734347148,205.6823,75.037,128.0991,50.1937,23.7162,36.7986,48.1879,1.1702,10.504,8.1009,0.9613,1.8101,2.9696,8.3199,1.9197,31.427,1.2149,5.3589,3.6918,3.2304,1.106,25.3914,1.778,2.1892,1.215,4.2091,53.2532,4.615,5.4654,1.8954,3.5362,18.3675,1.8736,12.6755,2.049,8.9152,1.833,3.2945,1.442,3.0417,0.8282
49049,Roanoke,VA,247679,2.8959996781886,2.50551668353721,8.46799884004489,198.9111,69.153,127.1828,46.2285,25.8638,36.4385,43.1779,1.8944,12.6116,5.8168,1.4177,1.1449,1.7191,9.1456,1.5438,31.1087,0.8373,6.779,3.6982,2.0262,1.3451,24.9458,3.1777,2.2753,1.6237,3.4529,50.6747,4.5289,4.3209,2.595,4.8158,13.0225,1.5411,13.7253,1.9503,9.2254,1.5013,3.3692,1.4132,2.0611,0.6161
