HSA #,HSA City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
33020,Catskill,NY,67715,2.40455794548037,3.64643595997995,16.1162624693062,225.869,74.6183,148.2896,48.929,29.0721,54.2332,30.3253,0.667,15.9385,4.7617,1.5533,1.2371,0.9911,10.2891,0.8571,33.076,0.4459,11.8641,3.56,4.3542,0.8423,26.4976,0.5555,3.3599,1.1598,3.6482,71.7707,7.7895,7.2723,1.9257,4.9031,15.2486,1.9814,12.4574,3.5622,10.3351,4.9601,1.2281,0.6876,3.3592,0.6823
33022,Clifton Springs,NY,24962,2.10307881946031,2.73688585213201,14.0994667743166,137.3214,47.4748,88.111,29.6563,20.6366,27.1215,16.1755,0.2135,8.765,4.7411,0.4379,0.6469,0.5028,5.2796,0.1477,15.8508,0.7069,4.1559,2.2215,2.3225,0.2534,23.9535,0.1468,1.5362,0.3898,2.5523,32.4182,2.246,4.8686,3.0988,2.2312,7.0234,0.6187,8.8297,1.257,3.1845,2.2054,0.9541,0.3978,1.2967,1.6052
33023,Cobleskill,NY,24542,2.48330412292176,3.33669404640236,18.0410364803729,177.2134,62.6798,112.1676,34.6428,21.6305,34.3925,30.6704,0.2827,8.3555,4.3705,0.6482,1.3521,1.1051,8.1892,1.1402,27.1032,0.5108,5.6696,2.2949,1.6059,0.6973,25.5378,0.5699,1.4713,1.3589,2.3897,36.4086,3.5578,5.9226,3.2623,3.0359,9.116,2.2169,9.7308,1.4444,11.0151,0.8829,1.4545,1.5258,2.5422,1.2774
33024,Cold Spring,NY,5661,1.97678085271552,3.09056959943427,11.2884535013746,375.8439,139.8369,232.2733,80.2499,23.4225,61.096,42.125,1.2872,10.0082,7.8888,1.6899,2.8339,6.7046,10.4455,1.588,28.2017,1.6436,22.937,7.0506,4.7607,2.2199,60.8199,2.106,4.0126,1.2157,4.9891,70.54,4.2483,6.4876,2.5334,4.7391,56.211,2.6485,65.7088,17.1214,12.1465,0.9811,3.5673,1.81,2.5882,0.7754
33025,Cooperstown,NY,40671,2.20602844451554,3.41944982284436,22.7096042744319,192.5651,60.691,129.1359,49.2797,22.0688,40.9673,44.1116,0.3724,9.0083,7.1273,1.4776,1.5754,1.9647,8.8022,2.4625,15.6501,0.5785,7.9942,4.1473,2.6822,1.2967,32.2812,1.0179,2.7778,1.7203,4.4818,42.3637,4.1471,5.2277,3.7594,5.2701,11.9045,2.537,12.4266,2.9028,7.4149,1.7454,1.8309,2.9251,3.0968,1.5587
33027,Corning,NY,46190,2.44582156201755,3.73930884084369,15.5381384382353,205.9886,81.0157,122.3787,38.1556,23.5401,51.0538,20.4811,0.123,10.3545,4.7346,4.4961,0.6231,2.3543,10.5302,0.552,27.4789,0.3922,8.5302,5.7938,1.5236,0.4127,30.9863,0.8819,0.5156,0.6359,5.656,62.4934,6.1421,8.7888,2.2685,1.2787,23.2534,1.721,7.2663,2.2076,11.2766,0.6959,0.5228,0.2625,2.9928,0.7579
33028,Cornwall,NY,72356,2.31982599582463,3.33331005158383,12.4430444736491,358.5999,137.5616,220.6822,86.9203,26.0812,77.5923,27.3077,1.66,12.7751,17.0286,1.9127,0.9077,7.9364,12.6951,4.3946,26.5708,0.4379,10.034,12.217,7.2966,2.126,68.2288,0.9173,3.4624,1.034,3.0952,104.8534,10.458,17.2981,3.3866,3.2384,42.9597,3.7903,26.732,3.1331,7.9562,0.4176,3.6681,2.071,4.579,1.2262
33029,Cortland,NY,60578,2.77960641010651,3.66871852526703,15.4305921824335,181.8049,71.935,107.493,28.0851,24.7182,44.67,22.5086,0.7872,11.4799,2.8181,1.1534,0.7794,1.9435,8.9808,0.3338,36.2475,0.2232,10.6087,1.3032,2.5288,0.3108,21.9596,0.3193,0.568,1.2926,1.4747,47.7878,4.4195,7.0519,3.29,6.3496,13.582,1.3762,7.2513,0.4796,6.0865,1.899,2.2232,0.4646,4.53,0.5633
33030,Cuba,NY,8730,2.6150918773685,3.60959135180524,16.0747313182199,191.9131,63.4946,125.7596,32.5837,27.9997,54.5786,29.4137,1.8338,15.2646,3.3707,4.9749,0.9329,2.9397,6.0831,1.0137,26.3606,0.53,8.9665,4.2544,3.4309,0.3531,20.0298,0.2168,0.3825,1.0727,1.793,80.545,5.3024,7.2807,2.7339,4.1066,17.8508,1.024,7.1059,2.0004,14.1132,1.2579,1.131,0.2434,5.2399,0.5872
33031,Dansville,NY,36995,2.32115533503144,4.53874004118718,18.8112246998551,188.1719,72.3205,113.3542,24.6987,34.2325,46.9849,35.9257,0.47,20.9007,4.4459,0.6835,1.0276,1.1504,4.1314,0.3259,37.4051,0.7165,9.5251,2.6816,1.4647,0.5583,19.8734,0.3241,0.6195,1.1046,1.7064,74.1765,5.4722,7.5271,2.1725,4.2015,15.313,1.2974,4.9202,0.7303,8.8001,0.5747,0.886,0.4084,2.5848,0.8963
33032,Dobbs Ferry,NY,17030,2.51313802275092,3.21841540844984,13.6761025050239,301.3133,84.7526,211.9711,69.94,38.6583,63.636,75.8736,0.935,29.636,7.7818,1.1057,1.5492,4.8855,9.4873,5.571,27.6663,3.4145,13.3289,3.1353,7.3319,2.1256,33.8875,1.1204,1.5896,1.2208,3.5464,67.8356,8.0481,10.0334,8.995,8.0389,23.9177,2.6765,33.242,1.2712,13.415,0.9893,8.9642,3.1782,2.4278,0.5971
33033,Dunkirk,NY,40084,2.67072039312761,3.32172840512234,13.6340944955686,161.4145,64.6083,94.557,32.7406,17.5016,35.1178,12.3861,0.1478,5.9684,3.2875,0.8523,0.3584,0.5897,15.866,0.2666,16.9583,0.2173,7.0827,0.9779,2.4592,0.2791,35.1746,0.1474,0.7043,0.8694,0.7527,48.4216,3.338,7.7806,1.1313,3.1643,11.7472,0.6134,4.8668,0.2953,4.7312,2.1856,0.6902,2.207,2.8496,0.2706
33034,East Meadow,NY,111440,3.90136693219618,5.64451632439102,20.4177164486996,278.5568,83.5904,190.9453,67.6863,31.7822,66.5932,92.4098,2.5599,20.5792,10.6373,2.3229,3.0922,5.0243,7.175,2.1005,12.9904,1.153,10.5742,6.3555,4.8413,2.1813,42.8934,1.7891,3.3922,1.0106,6.4879,108.7439,8.8697,8.3217,3.4055,7.0473,28.1772,4.1287,20.5532,2.9904,14.0804,1.8867,5.7635,1.5402,4.0174,1.2695
33035,Elizabethtown,NY,5866,2.79025422906673,4.27211197117365,20.9657922632969,215.4898,85.4857,127.9504,33.0574,25.5668,53.1181,37.9481,0.9353,12.371,3.8464,2.0197,2.1243,1.7751,8.6422,0.681,29.1947,0.4612,8.6053,2.4006,1.8396,1.1752,33.5187,0.5204,1.021,1.4786,2.9722,90.7205,4.8371,9.2496,2.4783,6.417,26.1245,2.3465,13.3617,1.1318,10.225,0.9182,1.9878,0.7749,2.7587,1.1708
33036,Ellenville,NY,11146,4.57720174003979,5.50318449472266,23.4695100660242,296.9417,109.6391,184.6992,49.9047,28.393,89.8226,43.4306,0.4859,16.0497,5.8341,4.297,2.6166,2.5724,7.0398,1.2869,45.6573,7.4883,10.2847,4.1777,2.7968,1.9975,34.3601,0.5735,1.7326,11.675,5.4996,104.0827,11.7568,10.8523,3.7727,4.1146,31.3396,4.7311,15.6935,2.0726,15.0217,0.8887,2.5613,0.8726,6.6457,2.5893
33037,Elmira,NY,93337,3.25229725215224,4.57114562718294,19.9839519055039,194.2741,62.9952,128.6135,44.124,27.5562,40.9698,14.0406,0.104,14.2808,10.4099,0.7193,1.2251,2.0321,8.2138,1.804,21.6885,0.9863,7.3092,2.3868,4.2173,1.0119,33.5322,4.181,1.0832,1.064,2.2473,52.504,4.3076,6.9996,1.8878,2.4705,6.4152,3.2542,11.0608,2.3403,11.1404,1.8109,1.0744,0.8505,2.8518,1.4145
33038,Far Rockaway,NY,145618,4.44689267422812,5.03411841922057,20.0583645522329,353.9751,139.9175,211.4339,79.7392,30.0531,69.7094,100.2644,2.2865,18.0085,9.2542,0.8556,2.5738,8.887,9.2942,2.0441,20.7768,1.7986,11.2858,9.9102,4.274,3.7263,76.2431,1.0449,3.9116,1.0667,6.8326,100.4571,12.4507,10.4578,2.6695,5.5008,40.9635,3.2045,30.0028,4.1576,13.8874,1.5961,6.1344,1.2005,4.4445,0.6879
33039,Flushing,NY,999869,2.18313731562453,3.25219182018209,12.678189909962,251.9067,86.7767,162.2809,62.4666,26.8089,47.2206,76.2736,1.4226,13.6237,9.5422,0.87,2.2883,4.1798,6.9728,1.7406,10.2553,2.0042,7.8089,5.4769,4.0841,2.8811,46.8076,1.3486,3.5156,1.0256,5.8126,75.4195,7.7041,4.5255,3.1775,4.3243,31.3978,2.1018,20.8714,2.8881,10.3309,1.0916,5.7457,1.5248,3.0572,0.9251
33040,Fulton,NY,34634,2.53298136026424,4.16799605927074,18.1680554920389,176.5503,56.9235,117.3208,34.9061,24.5438,50.0773,29.2301,0.379,11.3025,7.0812,1.443,3.2133,0.4083,7.2327,3.0686,21.5274,2.3856,13.4329,3.0793,2.0982,0.4721,24.6407,0.3312,0.6523,1.0573,1.935,48.2782,6.5457,8.0972,2.9122,3.3338,10.7334,1.1078,5.1323,0.9191,9.4977,0.9788,1.0147,0.9278,3.9578,0.7994
33041,Geneva,NY,50773,2.53360131582472,3.59219570986604,17.246081803966,167.6288,58.6322,106.814,32.4246,23.2387,42.754,19.1072,0.3586,10.2836,3.3118,0.8977,0.5527,0.5513,7.51,0.1515,19.4703,0.2719,5.1283,4.9375,1.0728,0.2342,29.503,0.1774,1.8379,0.8234,2.5825,50.8606,5.0484,10.6338,4.4041,1.5612,8.6862,1.0054,6.2488,1.7501,7.744,0.6982,0.5535,0.2328,2.7835,0.7075
33042,Glen Cove,NY,77028,2.49554445023317,2.78950522618485,10.6242384368853,211.3116,62.959,145.4596,51.4526,27.1599,44.9597,50.7442,0.7829,13.8993,8.7895,1.0604,3.1625,3.8988,7.0178,1.396,14.888,2.0704,8.8074,2.7589,5.5819,1.4353,28.138,1.1628,1.0603,0.6788,3.7316,64.7439,7.1857,4.7366,2.7309,4.4606,21.0593,1.8248,17.5237,2.062,9.4009,0.9814,4.932,1.1225,3.1355,0.9969
33043,Glens Falls,NY,143638,2.25738767951829,3.47200410381696,18.1869338643567,176.2058,59.7699,114.0708,38.3411,21.5011,40.5552,10.3751,0.7206,8.3576,3.7791,1.4366,0.4832,0.975,9.9448,0.2568,26.8966,0.1573,5.7572,4.1221,3.5452,1.1841,14.1418,0.6682,2.2467,1.9965,1.7321,54.9635,3.8016,7.1713,2.5559,2.6244,20.7676,1.8878,11.1359,1.3335,10.372,1.7543,2.5752,1.2216,4.0845,0.2691
33044,Gloversville,NY,49769,2.47401022326935,3.20861112038103,17.0211173639372,193.3175,72.4501,118.2625,33.1509,24.1282,51.0956,14.8927,0.2286,11.092,7.6583,0.186,1.2181,0.43,8.7494,0.3476,28.1113,1.7308,7.8286,1.0792,5.779,0.2657,27.1963,0.2172,0.3487,0.8739,0.9308,70.1334,8.631,8.4281,4.3918,1.8576,17.7504,1.7385,7.6604,0.3727,5.2279,0.6103,1.464,0.3409,3.5035,0.613
33045,Goshen,NY,90545,2.11138499965582,3.08404929373298,10.9854554651423,135.3837,34.9299,100.0214,28.7185,20.9632,39.027,20.37,0.4745,8.608,4.8747,3.232,1.2013,2.1394,3.2336,1.8395,9.3621,0.325,5.3826,2.6305,2.1732,0.6307,17.9689,0.5997,1.0512,1.1549,2.4011,47.1116,5.695,5.6103,1.9754,1.8067,7.7589,1.7114,10.3015,1.9726,4.9043,0.3713,2.1829,0.4762,3.1116,1.0511
33046,Gouverneur,NY,12527,4.71031642379276,4.11504158090374,23.707533846122,202.1288,60.7482,139.4457,28.949,40.9354,65.3417,20.1917,0.2585,25.1247,1.5446,1.3985,0.9011,0.5508,11.5304,0.3194,23.2572,0.2803,20.0738,0.8696,0.8806,6.5912,26.5102,0.3739,0.6768,1.8157,0.9465,92.726,5.4811,8.7478,3.8471,2.445,11.017,1.444,4.6622,0.5041,6.3804,0.4681,1.2213,0.3109,2.1814,0.6358
33047,Gowanda,NY,19400,7.74817833753267,5.07372009527565,20.9209368681491,141.9927,44.819,95.3094,27.1943,22.3926,36.7847,31.1013,0.4381,9.5212,3.3589,1.052,0.5709,1.5226,5.8388,0.6306,16.4577,0.5696,8.0002,3.0188,1.7307,0.5632,18.0534,0.3219,1.9273,1.5978,1.8452,52.7754,4.1229,4.3359,2.3373,2.6731,10.4973,1.3837,6.9676,0.7791,6.1923,0.9715,1.5124,0.5524,2.0493,0.6179
33048,Greenport,NY,18757,3.53439471097277,3.72334705762032,17.0126732555942,249.0693,59.2655,184.4651,48.085,38.6458,77.0654,42.182,1.4752,27.4781,4.8953,1.1388,6.4555,2.8622,12.5357,1.5563,18.6622,0.5615,9.4934,2.8254,3.8289,1.2772,22.6405,0.6421,1.3024,1.8488,8.8625,149.7002,7.6189,7.9835,3.781,4.9547,21.3122,12.4661,19.0743,1.5074,15.6889,0.675,2.1051,0.7175,6.4317,0.915
33049,Hamilton,NY,27994,2.01810109632104,3.30087498801195,12.6627034337934,175.1141,75.7832,97.2975,26.0347,23.7147,37.5862,26.1562,0.3648,10.7121,3.6982,0.3269,2.8178,0.8637,4.5118,0.9876,48.1139,0.9645,5.7732,1.9521,1.6404,0.6544,18.5657,0.4276,1.1722,1.1358,2.0032,43.4734,3.9584,10.1288,2.4194,2.8536,7.583,1.4458,5.9995,1.1485,5.4003,0.777,1.2974,1.1526,2.1487,1.0317
33050,Harris,NY,55174,3.52321514226776,4.26679443107044,18.5887017246516,214.3753,65.6003,146.0887,46.4697,25.047,57.6058,29.3225,0.5025,11.7917,9.4578,3.3436,2.6677,3.1013,4.9347,0.8922,17.6723,1.8808,8.089,4.5559,1.6629,2.1333,29.7692,0.5521,2.0824,1.2122,4.7135,93.5588,5.9378,7.7965,3.4764,5.1768,18.8212,2.2703,13.8766,3.5049,6.9348,0.4608,2.9784,0.6258,3.7456,2.0179
33052,Hornell,NY,25601,3.50675428734594,5.45861412146646,26.3272725257587,188.5303,56.6418,128.7744,31.1186,29.6034,56.4985,27.4849,0.2922,17.9231,5.4581,1.9266,0.9696,0.8931,7.9691,0.3183,18.44,0.5477,11.9898,1.2371,4.4389,0.426,28.8784,0.2888,0.4778,1.0004,1.3561,68.7223,6.5256,11.3066,1.7381,2.4157,8.7393,1.2793,7.6484,2.1545,20.2206,2.1029,0.8042,0.2625,4.7198,0.7986
33053,Huntington,NY,197130,2.05507918907273,3.696443421633,12.0148659724614,291.0815,89.444,197.4702,76.2912,28.873,67.0328,41.4938,2.16,17.2267,12.6151,2.1055,4.1789,7.271,9.4855,3.0173,14.2932,2.0969,10.2849,7.0539,5.1537,2.4133,49.5727,1.3249,2.4638,0.777,7.2415,105.9952,7.5933,9.9327,3.622,6.9133,25.3745,5.2802,25.4118,3.2124,16.5095,1.6484,5.1918,1.7266,4.7152,0.6092
33055,Irving,NY,22200,6.25629567035678,4.05632427104095,15.4058027027328,174.2205,65.1568,107.0079,40.9692,24.7821,31.9942,28.7929,0.2568,11.4763,2.1597,1.2382,0.5174,0.8892,13.8865,0.3365,15.9956,0.3595,6.004,2.1468,1.0228,0.4047,32.9582,0.2671,1.543,1.193,9.7693,35.9522,2.8237,7.868,1.7152,2.059,16.2785,0.9761,5.0507,0.4573,22.6133,0.642,1.0964,0.413,1.6765,0.4576
33056,Ithaca,NY,101222,1.86529028526738,2.89255017233775,10.8127267715428,206.1756,78.9178,125.0464,41.8927,24.7678,40.3925,19.1675,3.5615,11.5338,9.2443,1.0588,0.3045,1.9668,7.4888,0.1878,35.0906,0.1507,7.3675,4.0089,3.2952,0.1942,26.8436,0.882,1.1744,2.9157,3.8312,52.5177,3.1936,5.0183,2.3163,2.4089,16.9596,2.7429,12.3418,1.0995,8.6289,1.1903,1.2333,1.0214,2.7699,0.282
33057,Jamaica,NY,732865,2.43660651199158,3.35213824765452,14.7897013103097,208.6452,73.9438,132.1233,48.6929,24.0001,39.2802,64.1043,0.9222,10.8254,7.7659,1.2832,1.6895,2.8285,5.5517,1.3431,11.7497,1.5644,7.3171,4.0724,3.2582,2.9633,40.2295,1.0517,2.7743,0.7658,4.275,59.0741,6.2414,3.7999,2.25,3.4149,22.0363,1.5218,15.9264,2.3318,8.0117,0.9893,4.209,0.9621,2.5356,0.9
33058,Jamestown,NY,77559,3.17377456805951,4.30967972033605,17.4923967726969,169.5736,58.4712,108.8285,31.2575,20.04,43.8425,9.2508,0.16,7.1082,2.9365,3.1576,0.3562,1.4925,10.5633,1.1959,23.1178,0.153,9.3037,2.6139,1.4543,0.2273,25.1848,0.1245,2.2802,2.6986,1.6179,54.163,2.4911,6.8143,2.9678,3.3466,9.8111,0.5812,12.1328,1.1643,9.0043,1.227,1.5194,0.2369,3.885,0.2475
33059,Kenmore,NY,84666,1.82069140210793,2.71615004759263,12.0906256033705,152.9227,55.7658,94.8918,29.8375,23.4135,32.9034,43.6737,0.9363,10.2668,3.6146,0.6324,0.6721,1.8434,6.3517,0.561,18.8643,0.6065,6.8371,1.9811,1.7661,0.6678,23.7143,0.9254,1.1244,1.3656,2.13,47.5623,4.0007,3.7065,1.9825,5.1432,13.5343,1.1537,5.0413,1.0509,7.717,1.1536,3.0722,0.4414,2.5911,0.4596
33060,Kingston,NY,132307,2.64206198028005,3.39265310505172,12.9314719951685,223.5656,87.1164,133.9632,44.1461,21.0732,47.8312,29.9043,0.2957,8.1774,4.8012,1.399,2.5318,2.3783,7.6827,0.9283,46.9355,1.4398,5.4824,4.7686,2.4779,2.5795,22.2137,0.3208,1.9898,1.9409,7.1463,67.8483,6.8777,6.7386,1.6521,3.2531,18.7419,3.0778,18.1053,1.5968,8.3813,0.8235,1.1385,0.8224,4.4493,1.6244
33061,Lackawanna,NY,31743,1.99326373339257,2.81019553674638,11.8026115867327,214.6146,73.3898,138.5477,39.3362,27.4868,58.8458,61.7674,0.7035,14.3825,6.087,1.2389,1.1317,2.6184,6.0102,1.0362,16.5933,1.1153,7.7661,3.006,2.6271,1.2573,35.7306,0.8018,1.3373,2.2206,3.8367,148.2698,4.3577,5.6284,3.109,4.6738,21.3687,1.7305,8.1209,1.1864,11.1504,1.505,2.6626,0.8339,2.5072,0.7618
33063,Lewiston,NY,59563,2.80060253791168,3.86391987656458,15.5931019589567,162.6246,55.2495,104.9436,26.7055,23.7607,44.205,24.5871,2.1901,10.4578,4.1359,1.9351,0.3839,0.9177,4.6672,0.5544,24.7004,0.2196,9.8531,0.9416,1.6666,0.2777,17.9376,0.1903,2.1937,1.5331,2.5581,59.2394,4.0026,7.255,1.6766,5.5792,13.5116,1.8262,4.5681,1.8456,10.3597,0.3031,0.9393,0.5058,2.6484,0.7544
33064,Little Falls,NY,18461,2.13193284287068,3.73679654141151,21.3163800558898,193.9345,74.0749,117.0731,36.9494,24.2544,45.5558,26.4276,0.2292,11.1384,7.0851,1.2314,1.3639,1.3073,8.7629,1.4717,35.7472,0.5107,8.4344,2.7109,2.1046,0.9331,26.7557,0.5541,1.4862,1.625,2.1629,63.2779,4.4962,6.7595,3.0639,3.3997,10.9364,2.1936,8.0174,1.4915,5.647,0.9173,1.9813,1.4625,3.1044,1.2856
33065,Lockport,NY,56356,3.08508764750579,3.411179711797,15.6554273776153,179.5962,62.8856,114.3166,20.7295,23.8889,56.9964,34.129,1.663,10.3946,2.4202,0.227,0.4833,0.9539,4.3491,0.4411,24.1878,0.3644,12.5732,1.0722,1.2296,0.5735,27.3999,0.2389,0.8287,1.4759,1.2768,74.3851,6.1836,9.1448,3.4624,4.2974,11.0715,1.1844,8.3573,0.4953,15.1829,0.5094,2.5247,0.3879,4.8991,0.5962
33066,Long Beach,NY,52164,3.04360084037012,5.07519723901585,15.1578726573234,290.0812,89.136,197.4137,65.3005,33.5339,72.8345,43.8369,2.6202,20.8921,7.6822,2.2467,3.2165,9.1575,9.4107,2.2832,21.5976,1.6938,9.7367,5.6337,2.6027,2.3257,35.1632,0.8422,2.3301,1.0552,6.7001,98.5286,10.1318,13.8166,6.2379,4.5429,39.3777,3.1662,21.5536,3.1869,11.966,1.7552,4.4947,1.196,3.9002,0.6482
33067,Long Island City,NY,165055,3.2153774588338,5.10203009040399,18.6013227948602,370.5983,139.2905,229.7882,96.4653,28.3103,67.7644,103.2797,2.669,16.0558,13.255,1.6372,6.2273,8.7327,11.4287,3.7975,18.3992,2.4258,13.5477,10.3587,7.9282,4.0673,79.4884,1.4271,4.9129,1.8442,10.4433,86.963,13.2407,6.6393,3.1682,6.2953,44.2501,3.7053,34.8157,4.5447,15.0603,1.9595,8.881,2.5177,4.1367,0.8283
33068,Lowville,NY,19744,2.91383484386633,3.03367564362302,19.4876413216133,199.425,79.8603,116.5487,24.7839,28.2397,55.4714,11.4204,0.2467,14.0658,1.3771,5.0131,0.6014,0.5455,12.2137,0.3892,55.3098,0.2986,11.3448,0.8316,0.6173,0.229,14.8152,0.4104,0.4955,0.9475,0.668,96.0405,2.4382,11.6077,1.6465,1.5808,9.6441,0.9258,7.673,0.5113,4.9861,0.3365,4.9789,0.3525,1.3551,0.489
33069,Malone,NY,35041,2.56985010231352,4.13681542855458,22.5555944516644,213.0259,91.9823,118.7329,22.6243,29.4936,59.2203,35.4398,0.3514,16.0764,2.3464,2.1864,1.5019,3.6083,4.0171,0.3517,40.5622,0.182,16.5975,3.7544,0.9341,0.588,29.8931,0.2157,0.4274,1.205,1.6927,79.4668,4.0541,8.7023,4.5413,4.2396,22.4805,1.7467,5.9964,0.4429,7.5377,0.4615,1.182,0.3983,2.0768,0.9166
33070,Manhasset,NY,174995,2.03967968344744,3.8786854997709,13.0773595520708,267.8082,68.3616,194.0694,73.9561,31.7318,55.4554,63.7201,2.1244,20.4041,14.254,1.2386,4.4059,4.5468,8.3747,2.8082,7.7306,1.8127,7.8764,7.754,5.1843,2.9101,34.8482,1.9251,3.0547,1.6493,7.4946,112.2941,5.9868,5.64,3.4465,5.7499,27.894,4.3074,27.3838,2.9591,16.7162,1.2691,3.4686,1.8905,3.0767,1.0579
33071,Margaretville,NY,9413,2.81997072590199,3.44998736673692,19.4220444131033,207.7505,68.0992,136.968,37.8566,23.1741,53.0979,43.8667,0.4168,10.1475,3.4223,0.9533,1.9479,1.3575,7.243,0.9954,35.3104,7.0501,13.2124,2.4583,1.7344,1.1998,19.5931,0.502,1.2605,1.7651,3.6556,77.5454,5.2046,5.7922,2.5605,3.426,14.3371,3.2925,19.8567,1.1853,8.3891,0.9156,1.1653,0.9911,3.3846,1.1796
33072,Massena,NY,18916,3.12173050600205,5.05372722780543,22.1608012296444,255.2741,104.0442,148.7079,36.869,29.445,66.5392,37.5065,0.4823,15.7277,8.3398,0.6461,2.1338,1.4191,9.7725,0.5282,34.6259,0.2252,11.1352,4.8602,1.806,0.9067,43.2864,0.3732,0.7071,1.2651,2.381,129.2651,6.9353,10.5216,2.8332,5.6525,26.964,1.4439,13.4049,0.7194,6.0344,0.7358,1.0823,0.5249,5.2167,0.7203
33073,Medina,NY,34490,2.72895348197832,3.61138186463985,17.0980271906399,160.4095,63.0696,94.9296,29.3975,24.6868,33.8802,27.1236,1.1259,11.4582,2.237,0.2955,0.6002,1.8403,6.3064,0.3168,23.8266,0.4837,6.6391,2.2012,3.6816,2.4748,26.0635,0.2893,2.5072,0.6969,1.6284,68.9753,3.0359,3.3747,1.5109,1.8213,13.1604,0.7565,4.9928,0.5647,9.4339,0.4431,1.3694,0.3512,3.0693,0.4284
33074,Middletown,NY,113568,2.40452620594565,3.55622842810736,13.1118795881415,384.9852,131.8208,252.0019,97.9101,28.3523,87.7248,23.796,2.0668,17.3051,14.3926,2.9096,3.3645,7.708,7.422,5.7531,32.2545,4.1753,13.865,12.0251,9.1843,4.17,65.3626,1.582,4.4347,2.1056,7.5576,117.613,11.1673,9.3582,9.5182,5.4381,34.7999,3.5548,39.3792,5.2596,22.8275,1.2127,7.4288,3.9851,9.09,1.0202
33075,Mineola,NY,181139,2.57689079005199,4.61723856720341,16.6380509436058,250.1645,71.1972,174.8218,65.3493,29.1369,54.5119,67.2604,1.6699,16.8343,12.6248,1.6109,3.2837,4.8277,7.2206,2.0776,9.0052,1.6474,8.5449,6.014,4.0005,2.5943,36.317,1.3949,3.1341,0.8237,5.8354,95.4011,6.3288,6.3479,3.0985,6.0619,27.2794,3.3413,18.588,2.3523,13.9977,1.7413,4.2888,1.495,3.6255,1.1283
33076,Montour Falls,NY,12174,2.77976898298274,2.99794200999215,24.5186331840086,197.2282,65.7571,129.0424,30.7937,32.8903,53.2349,14.9844,0.4566,17.8785,4.1069,0.2371,0.7681,1.0026,15.5401,0.6034,30.2979,0.3971,6.3729,1.3237,1.6708,0.414,19.1965,1.4998,0.5034,1.1482,1.3964,116.2135,3.7591,6.0889,1.7315,1.7081,17.7901,8.4437,10.7099,0.8762,6.746,0.6762,0.6572,0.387,2.4944,1.1456
33077,Mount Kisco,NY,137715,1.95127859621413,3.45386484478189,12.2828591949989,357.1161,107.4333,244.9063,75.9238,44.4766,76.3653,48.0201,3.1421,39.917,12.9145,1.2899,4.1951,9.8439,9.7139,3.1886,13.8319,2.2756,10.3299,5.8807,5.2754,1.8957,55.767,2.3899,1.8976,1.2223,7.0278,132.6685,11.6121,8.2475,6.6659,6.1205,37.0636,5.2714,46.4297,3.5579,17.7077,0.7771,4.568,1.8982,3.82,0.9307
33078,Mount Vernon,NY,68138,3.22187884579821,5.28536290484777,21.2940154037507,314.7165,116.5302,197.0233,68.8042,26.6939,65.5749,81.4142,0.8917,13.9493,11.4131,0.4494,3.0112,5.0215,7.9555,1.4697,11.0484,2.2526,13.6704,5.4187,5.592,3.4828,75.7746,2.6138,4.7079,1.1863,5.2904,95.4177,13.6489,5.7489,2.5442,8.2629,29.4052,2.3675,34.9585,3.2067,12.8031,1.1424,6.184,1.5761,4.8491,0.6233
