HSA #,HSA City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
49011,Danville,VA,108833,2.5788,2.6742,11.488,143.182047138,40.2937494966,101.9247541491,0.1399306865,8.2752941556,3.5472074184,0.5615992389,0.13601,2.744272171,5.9766037543,1.542665928,14.1453018915,6.1567506573,2.6311741082,2.4388902972,0.881548173,16.4496862698,0.1366153224,1.682092564,1.9337117533,3.6473609329,8.8819107094,5.6367274361,5.8526764762,3.9438389461,4.69861,9.8555044882,1.2891195631,9.7797812658,1.7708495632,8.5712,0.8254195642,0.1919823398,0.2422610308,4.4095437048,0.7479865499
49012,Emporia,VA,30893,3.6836,4.2323,15.978,158.8709722125,72.1978073741,85.4817068448,0.3763676726,5.2241888405,4.7052025971,0.8729537496,0.29745,0.9295355195,2.4771158103,0.2241399177,43.6548126392,10.9002225002,0.9099752287,0.6267471801,0.1243516182,19.5920953986,0.337494091,3.0202414152,0.9640700482,1.5055285844,15.553444133,4.0187152947,5.1216126058,2.0570260181,2.1614,8.8460920078,1.0951384207,5.5706208933,0.7201735704,8.22197,0.4440060651,0.9206008112,0.3336365006,2.2464829977,0.3110349652
49013,Fairfax,VA,106208,0.9989,1.2977,4.6546,112.4065610338,38.3872527683,73.2810801212,0.9106738428,5.7489306276,2.9802403691,0.9489978752,0.11233,1.6029486562,4.5618194215,0.6556410523,14.8582297372,5.2331419272,2.8066695311,1.6411947985,0.5271093911,16.9587632804,1.1048227045,1.2892812431,0.6138991406,1.3858017991,5.8613006271,3.8004836033,4.0821277693,1.7391521436,2.95838,7.2376868918,1.0741120762,5.8676439698,2.701229915,4.06334,0.480256629,0.4924478812,0.847364426,2.1498029599,0.2276953833
49014,Falls Church,VA,516931,1.6369,2.2244,7.5843,243.6351048094,83.4496988896,159.0988201073,2.6072418424,12.1007767884,7.5529214466,1.2439775929,0.40867,3.9306357937,7.2349558152,2.7468426596,23.7003337193,8.3647944116,5.1945151664,2.7981864558,2.1425106612,36.9479175922,2.1943513017,2.495940556,1.3807460677,5.2050046855,16.4156155422,7.7306143099,7.4860189879,4.18853614,5.18196,23.8733828032,1.8360677931,21.1986987499,3.2946611505,10.50825,1.3840362349,1.9587638518,1.4421178665,3.6912611221,0.405006257
49015,Farmville,VA,29164,2.8593,3.4177,12.0153,157.8037242716,54.7708928826,102.1848115443,0.4403404406,8.000732691,3.812614556,0.8299998881,0.22863,1.0211349917,3.9210661885,0.3177753437,26.7845376455,11.1468636707,2.8050009527,0.7324050475,0.1710159009,14.5002713266,0.4868443896,0.5929660574,1.0114412753,3.4021242969,15.2362871399,6.1488721466,9.4146416159,1.5038138852,3.76743,14.3505374864,1.0494785388,5.0098140211,2.5357015629,8.08072,0.406365111,0.8597705104,0.3841611991,3.4131681483,0.2325397726
49016,Franklin,VA,26004,4.1525,4.3441,20.9735,186.0269788671,75.9853021722,109.0890913551,0.2969517266,10.4644578385,2.440271924,0.363978098,0.29434,1.0831492955,6.4866045533,0.2308741758,36.6160597979,12.6107283274,1.2968968788,0.8190068021,0.3368552174,25.6032901582,0.3774946233,0.7253946811,1.0255172426,1.6383379447,20.9054078042,5.8411815222,7.101611499,5.1171247813,2.02982,13.8116512551,1.9208442969,7.5785569392,1.044272451,10.52915,0.4651518773,0.638018383,0.4764695301,2.6548584979,0.5129900385
49017,Fredericksburg,VA,225029,1.7991,2.3597,8.846,142.6510779887,42.1888385297,100.0068957748,0.6839378366,5.9484719073,4.9375787883,1.2477485487,0.53149,1.9374550578,6.4897911602,0.7634410712,19.1138676,8.6836679395,3.5856989566,1.5595441278,0.6680948861,15.1068462039,0.9994988811,0.8408473664,0.4692884799,2.6558904109,11.2381433053,4.6792799837,7.2546223841,2.2825138107,2.29495,7.9605678235,1.8164101729,7.7289905886,1.4630700224,5.64557,0.7602236681,0.8170032379,1.6685361278,3.1415550124,0.1439393527
49018,Front Royal,VA,30212,2.3897,3.1091,10.3889,144.4963716044,44.270993623,99.8212475293,0.5554953196,11.3385474372,2.0946440085,1.3301815593,0.13335,1.0116475301,5.8482383324,0.2288651606,25.6935529637,9.2202994078,3.4649270591,0.8060651023,0.3943952172,12.2515154954,2.696011231,0.3552062811,0.8006973462,1.7634212111,16.4589918836,7.8232977677,6.7506966327,1.964170328,1.56694,6.4061909107,0.7230099342,4.2404847056,0.7668438318,3.54481,0.503996277,0.4832930164,0.6064743416,4.3157685511,0.0805626923
49019,Galax,VA,44746,3.0461,3.6528,14.3209,142.4937660788,59.1338845822,82.9665984441,0.4063188164,6.7678393546,1.286359088,0.9173277193,0.16782,0.4937421545,8.0408063369,0.2142320348,34.4457196487,8.6797546788,2.4201115178,0.5382870079,0.2205833901,16.3730729926,0.2199094834,0.5552377259,0.6683016244,0.8473617768,12.5450346482,3.7189988934,6.390424569,3.3787782114,5.91151,8.1744758654,0.8642138182,5.3125697212,0.5395623756,9.53664,0.261156719,0.2762454851,0.2017875964,2.9841593729,0.1541181921
49020,Gloucester,VA,46929,2.5987,2.9144,9.578,197.972752497,71.9252271204,125.0324200243,0.3691832729,9.148202144,2.6117704173,2.0636664946,0.24522,2.8143229991,13.1410055401,0.5203795567,38.0844591444,13.1959567013,1.4134117138,0.7734447035,0.2561325612,21.6367244237,0.1483733425,0.445524933,1.5467460684,1.2231084742,19.0045226129,7.9305580268,9.8645581096,3.9644148685,3.94719,12.3750163783,2.335561595,8.928114668,1.0131788358,8.31252,0.4125560927,0.7512503079,0.6592673978,4.721189377,0.249150033
49021,Grundy,VA,28998,5.4922,5.099,19.5989,151.8268088864,66.7987994744,83.931144356,0.77763306,5.9799121579,5.0289995117,1.011844728,0.18056,0.7643698159,3.587196627,0.836369303,25.4834955401,14.3280250759,0.9324344375,0.8281663184,0.1475227832,28.3140534612,0.6173300674,0.4216551273,0.7305231064,1.7767186966,8.5597386503,3.9345191668,6.0248782551,3.4241807835,5.05925,13.1927590976,1.0057902603,3.257443603,1.7762648969,5.03901,0.8685052192,0.3689973802,0.3602495474,3.2914126558,0.1539943241
49022,Hampton,VA,85992,2.6673,2.8102,10.2284,141.5381359256,44.6510584978,95.9714078584,0.2675224887,10.7030034071,3.7918850355,1.2903482408,0.16871,3.2886749078,3.4187844579,0.4911159609,23.4825429642,7.0032558875,1.8208819061,0.8150340967,0.9037144319,14.2889896605,0.0688423894,1.0634715233,0.9313002802,2.1096066587,12.4719500376,4.2204527756,3.8323409054,2.4062767119,2.59022,6.7879520155,1.327829593,8.399641225,2.3045975638,5.59173,0.420244314,2.2537770007,0.6502338334,2.6745110858,0.135972653
49023,Harrisonburg,VA,123296,2.3463,3.0331,11.5171,135.9551255731,48.8066111027,86.4329190011,0.1795218894,6.7189339246,4.0368873972,1.0351314888,0.15411,1.7300147292,5.8008690528,0.1536402556,29.1582111735,6.791941066,2.3929114382,1.0294087641,0.1000938929,9.9314188295,0.0433180828,2.2667709984,0.5561927757,2.789633735,9.6923386805,4.7612887448,5.1726976189,2.7449112135,4.49116,9.8571911832,1.2637848963,5.8920184402,1.0258592205,7.66373,0.8193524316,0.2807288468,0.8391398056,2.4160932339,0.0512528582
49024,Hopewell,VA,34122,3.9114,4.3175,17.5329,134.581427106,47.9869711122,85.7763084736,0.2825677936,6.2561065747,4.9653042494,1.4118881936,0.24844,0.7924174417,1.5435934184,0.189768725,25.7209804873,9.3447737512,0.7685131875,2.0414974785,0.0875326575,14.4070790214,0.235394698,1.8173293954,0.9346731077,1.2490322071,9.6095114202,5.6725168608,6.032920247,4.6613822495,3.03672,7.8347716053,1.0051684353,7.1439551995,0.6137247025,6.92277,0.3790977243,0.8257884906,0.2640621716,3.5564365751,0.3564559172
49025,Hot Springs,VA,5547,6.1169,5.939,20.9537,235.438416601,76.6728261377,157.1565519323,0.532479899,28.043727492,1.6892077356,1.6078477996,0.21721,1.0689706855,3.948983333,0.3401506189,57.4145094586,25.72505985,0.9260358185,0.8785118719,0.2419523166,11.6592665015,0.278752415,1.6122650238,1.2823997658,1.7665096906,14.3100602946,5.1238551828,24.2019623875,3.2164096331,4.92063,7.8820816413,1.3696894606,6.7663362701,0.7851728303,20.50694,0.3971307312,0.6995129147,0.3360106421,3.3486178021,0.2188489584
49026,Kilmarnock,VA,28146,3.5779,4.5802,15.6534,266.561215851,118.0914152168,149.2632226001,0.8433768049,14.2963980678,4.8990875526,1.8976254331,0.4292,2.0113496516,8.4036792531,0.439382075,60.9007407034,10.4872577073,1.447349194,0.8307973569,0.2507733529,32.7659466098,0.82307436,0.5732396348,1.7905751395,2.0656172185,33.0272550423,8.86317902,17.4994594627,3.0047634737,3.53851,29.2391738126,5.1512089502,8.5483494813,1.205719457,18.73284,0.4743048707,1.4739377251,0.482816876,4.7381254266,0.4048497178
49027,Lebanon,VA,32299,4.1681,3.8406,15.3131,145.1265764984,59.9106492701,84.2858594773,0.8600053636,5.4614799739,2.2921956735,0.8233695149,0.12511,0.8802855585,6.6635753625,0.7168309789,36.8084329827,8.3622517597,1.4580342385,0.7711931167,0.1735872315,15.7948283175,0.6972338784,0.2767904671,0.6886503001,1.6110863891,14.238164202,3.2653559841,6.0718850119,2.9340724435,2.83504,6.8685796577,0.736810588,3.7205458923,3.9526672929,7.74134,0.6686366066,0.1619140271,0.3788347901,2.5160620333,0.2155203424
49028,Leesburg,VA,90481,1.5995,1.841,7.1637,173.3690982545,59.5224932506,112.9498253264,0.5304963998,9.6294813086,2.745297101,1.3008675194,0.16579,4.2313818151,7.033480468,0.39801851,24.727369255,8.6794156626,1.4383294097,0.7958774506,3.4297797807,23.3153904957,1.1520183921,0.4324104812,0.5379213553,1.9070426948,13.4505237244,6.5675501632,8.1338855585,2.6258058068,4.26269,11.6041257699,0.6853593966,12.8109475754,0.9103976235,3.85178,1.4638416705,1.4218361397,0.5184946732,2.8033030378,0.2463351441
49029,Lexington,VA,30881,3.192,2.8473,14.306,196.9710875486,87.8921040583,109.2403688021,0.5045019241,12.1414154274,1.879236791,1.5707189294,0.15531,0.8795487991,6.4738352165,0.3757354602,38.8059803633,8.7517087122,0.9008121522,0.9916561775,0.2972961977,37.8939355454,0.4264071568,0.485510734,1.493092608,1.4972168448,16.8795577194,7.4465188679,7.9783495555,5.2639290795,2.27952,8.684302512,1.4148320754,8.3749892697,0.7648644861,14.15193,0.4806854607,0.8278816551,0.2809743928,2.6626276889,0.2915629217
49030,Low Moor,VA,24960,5.5091,3.5451,14.7467,164.7778266424,67.4495512263,96.793257616,0.5716558192,9.1422654641,1.8019237832,1.103008111,0.16381,0.8483572732,2.7383022023,0.3819047216,26.1874757298,10.8153878315,0.8793228674,0.9537193052,0.3104724704,26.4094303228,0.3911117143,5.1882146787,1.0186216283,1.4486044048,13.7999712778,4.3482150967,7.0041969884,3.4437601735,10.12019,15.0906678882,1.180071592,8.1517287533,0.8118423121,4.90224,0.4541317737,0.7776500066,0.3106487098,3.328995574,0.1264577931
49031,Luray,VA,17255,4.0083,4.1729,15.5454,159.4543291154,54.928681711,103.6480606963,0.5502745253,8.0679319196,2.5178610448,1.2156693482,0.28856,1.3114352276,10.2245579883,0.3286361954,29.7362101094,17.0900129335,1.3588766367,0.9513770652,0.3180410149,18.3305534005,0.1928059377,0.9187001256,0.9631822392,2.3644797371,13.24592221,4.4279824803,6.9013973643,2.6928731908,3.16406,6.4794371516,1.3243258583,6.2703679575,0.998409348,5.9907,0.5611346475,0.5901033507,0.6230691371,3.032611674,0.0552516653
49032,Lynchburg,VA,200579,2.4542,3.7067,10.3973,145.0758287127,54.0173147399,90.1706467654,0.6201710211,7.265789962,2.8217261253,0.9249203385,0.10782,3.0850758429,2.3999575319,0.6193860182,32.8994304909,7.771765996,1.2315970438,2.476339126,0.5476210761,12.6544076079,1.0937386739,1.9683846228,1.6254350039,2.5100040178,9.2850471037,4.3274616959,6.4091757528,2.6917689134,4.079,8.5344828544,1.6576782734,6.7565079555,1.6706825628,7.22591,0.5756229425,0.6557069611,0.9796561175,2.8168362299,0.0441238697
49033,Manassas,VA,119013,1.6963,2.1631,8.6662,147.6082419323,48.1146315082,98.7596021859,0.39327263,7.2529697033,5.0246368983,1.1395856264,0.10417,2.2466722291,4.0315820009,0.4695111502,23.3388612819,10.0834247759,2.9233775627,1.6808752197,0.4021134047,16.4458452479,1.4423245406,0.5268795377,1.1853517518,1.7810909201,13.1417716903,6.2015005621,8.5767104237,2.7699832204,1.36966,8.3482155779,0.6432545849,5.5968002235,0.8309239081,5.05431,1.3317097531,0.4257631843,1.2373653953,4.4324207647,0.1770770373
49034,Marion,VA,34378,4.6309,2.7719,14.3444,177.1829751519,66.6874897075,109.7014332299,0.5911432355,6.9045603654,1.1172042182,0.6615133482,0.11098,0.7767299076,5.5282307294,0.2008400776,34.3731384423,18.1702199039,5.2863152899,0.4849852066,0.121875157,21.8180080215,0.1876949974,0.3264303152,0.6683175198,0.9506454843,7.1015882889,6.6469019836,9.0477814913,2.1507959576,4.7381,10.1654020393,0.7346693929,17.2091952613,0.849460738,8.66815,0.2518615713,0.2086568754,0.2155695818,3.6111289449,0.0866710148
49035,Martinsville,VA,73524,2.6712,3.0836,13.3045,139.6696286813,41.1548904332,97.6861659839,0.2453250902,6.4764683823,3.2990646837,1.0023603419,0.11925,1.7883682822,10.2302682241,0.2089970678,17.5718256543,9.6906347751,1.7466720367,1.6354007465,0.2163818807,15.0316643169,0.1629733646,0.5161295964,0.6120204417,3.0614467391,9.6157109079,6.2506825892,6.7126582207,4.6075277769,2.75195,8.656787772,1.8399200934,4.976087805,1.5754681926,8.21478,0.2561517699,0.2540804706,0.1995562847,3.6523676817,0.1651416061
49036,Nassawadox,VA,33364,3.771,3.9785,14.4891,190.3812324034,66.1884867292,123.2118856336,0.382286737,8.6327865243,5.3409849015,0.739723191,0.34344,0.9181822954,6.4319788211,0.245837267,24.6825937005,16.4218578591,0.8723839614,0.5802361322,2.4077262986,23.5819472011,0.3422810713,0.4162877804,1.3869930628,3.6011665709,20.0696709455,9.2977358105,8.8271287049,2.0422604969,4.37137,18.7127423566,2.435747888,6.8935989286,2.7442918235,6.28244,0.4481565163,0.7894385534,0.3443127094,4.3558812329,0.5399899119
49037,Newport News,VA,313858,2.6308,2.6762,9.7776,170.9481629325,60.2517038284,109.7121573643,0.5307784127,7.8754596316,6.184070799,1.5955555436,0.27926,2.5830924907,5.7725445094,1.1210703567,33.7345910068,7.889453357,2.9057772006,1.8584205643,0.7595489795,16.4344078788,0.0491483369,1.106885534,1.5546399354,2.0785905746,13.47605092,5.3573802731,5.8692742461,2.2592625642,3.0098,9.8542733604,2.1163683854,8.8588053761,2.7212107723,5.73151,0.9192713997,1.2648396403,1.4595422441,3.8434323478,0.1130525956
49038,Norfolk,VA,365815,3.057,4.0707,14.1883,180.183652926,61.2254064978,117.9956106845,0.9450602392,6.9902048111,6.2963586663,0.3541912587,0.67163,2.8419555964,7.3012015731,0.7027666196,22.3535358539,7.9726115667,2.8839076425,2.2942278152,1.3354782471,24.8007893593,1.1203560795,1.7294462375,1.6298296021,4.1097252139,10.3864367278,5.399720823,4.5147663701,2.556871805,3.11177,14.0141634326,2.932007924,11.247667424,3.3195973013,6.61708,2.2219847478,1.4403769935,2.2388395766,3.721186627,1.1136317007
49039,Norton,VA,29690,5.1712,5.4949,23.3394,182.2081377576,73.5959764976,107.6879855837,0.2498898319,6.3144204731,8.1110780108,0.7426480805,0.19811,0.5933435143,9.1379989997,2.3855906503,27.6353125484,13.514556305,5.4144121885,0.7919274904,0.2707501976,26.3606264583,0.4249614438,0.2366848433,0.7292980854,1.0443002287,17.406898283,4.0739014759,7.0533212937,1.6324227617,2.27344,20.0644848128,0.7540060325,3.9105037465,0.8236381879,9.79149,0.3399905245,0.2515547036,0.3826279803,5.1597299976,0.5481329792
49040,Pearisburg,VA,18752,2.7579,3.5769,15.1825,195.5085884445,77.8835322342,116.9960469739,0.8264070349,8.7536194522,2.2178309492,1.2261104084,0.05659,1.126194618,6.726039348,0.6653678908,59.4586328106,22.6498162059,1.0581611238,0.7901737344,0.2402907169,12.6430688042,0.3442050954,0.420585866,1.2930074751,1.7223424504,16.1002252124,5.1217619248,7.0740751147,3.9856586101,3.18615,5.6660239947,1.2662177328,10.1802118972,0.9523104176,11.97845,0.5459329353,1.5648202814,0.197400721,4.5862748929,0.1421040213
49041,Pennington Gap,VA,17940,4.5761,4.2082,18.7351,175.9401489885,76.2914977574,98.5348972628,0.2477199597,4.2296480905,1.7525278517,0.5858692067,0.21994,0.5829763352,7.9874777303,0.2551978023,35.8560398331,19.0347970465,5.3036392106,0.8030165432,0.3083564526,29.0372461678,0.5222266285,0.2237583828,0.6020125329,1.0374742495,19.0079888384,2.0578927001,3.0870261697,1.958220026,2.28872,10.8789859006,0.6530357105,6.4693261165,1.1043132504,9.15087,0.3178903896,0.2711767579,0.3977607698,5.6921380046,0.2013095212
49042,Petersburg,VA,118398,3.6201,3.8686,16.1259,183.5757198182,63.8759036346,118.7492667451,0.3590930894,7.0016684041,4.840233836,2.0633182174,0.91375,2.2780454644,2.9764496306,0.2403183803,28.2960970452,11.6733938638,0.9535418961,1.5601669706,0.1132804196,23.9791465397,0.3065983574,0.6788420474,0.8105515298,4.147310839,14.8718536858,9.0859249796,6.7349853621,3.995285321,3.92293,11.5806113584,0.8644257876,17.9384417462,1.3988958949,9.96963,1.0970893091,1.5007354896,0.3163600959,3.3003070316,0.2940437554
49043,Portsmouth,VA,174869,3.2596,2.9535,12.9706,231.9705337174,72.7722312251,158.5937242571,0.1775839565,12.3474101388,5.484458716,2.0963782554,0.22239,2.7272794878,7.8852619099,1.2150862947,36.366988002,16.72868959,2.6809126354,4.5961108843,1.2814179175,20.5363904805,0.2018918978,3.4757937297,1.7601260761,6.267273989,14.2034978829,7.9457106939,11.588216562,4.2876999551,5.64194,15.5991891612,3.3239097432,11.349338533,4.3034735232,6.11375,0.8488382421,1.3921466911,0.9058280522,6.8493119877,2.0246250775
49044,Pulaski,VA,18675,4.5537,5.0624,17.2136,200.7864764848,74.7219249962,125.7021045736,5.3280422464,10.9821002701,6.5300475023,1.0511089063,0.07803,0.5375740983,8.5831852278,0.8752506994,42.2069940484,13.9357994952,1.4594662361,0.7377229624,0.234278161,23.5856808968,0.2667656567,0.9401622604,0.929373509,2.2647846824,23.3527542869,6.6350206953,5.340692813,3.0518772324,8.66239,8.0975594181,1.0290012128,8.6094159678,1.2674493843,18.94447,0.3067020713,0.6083397259,0.2807000755,6.1052139453,0.129394643
