HSA #,HSA City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
49013,Fairfax,VA,160360,161.0753116,56.440136086,102.60523431,40.395413641,24.516409877,29.72330702,16.902027799,1.604581315,11.362589757,6.6917658964,0.4654958818,1.1983536925,3.9221451919,6.097420413,1.0543452956,21.709997919,0.4669640088,5.0714847914,4.8289208295,2.0436440561,1.4884420442,24.213587117,0.8161951287,1.152731098,0.7064267639,1.8807174924,37.991299982,4.770270913,5.9468712828,1.8323541978,2.9216365895,10.95771735,1.2854855435,5.9673696456,0.9230908963,6.7751972215,0.5132260373,1.728207207,1.1598594503,1.3688023926,0.3601463615
49014,Falls Church,VA,578480,252.70574255,89.800571239,160.40894259,62.744486034,26.120295043,47.962704729,25.622789904,2.2398205177,13.04152544,8.3618927131,0.5627194244,3.0649513866,5.558729298,11.533693507,2.0192490887,27.155127963,1.2802051119,6.5154075624,5.4963674577,3.047082363,2.3571491942,38.485804853,2.3938867962,2.7659733989,1.3081544909,4.211671763,77.338499464,6.5529468648,7.5575238163,3.0962954864,4.3850817287,24.540395022,2.5724160596,16.837287347,1.1219940656,13.645671076,1.1505930297,2.6162235162,1.5550247975,2.2728920672,0.8493282023
49015,Farmville,VA,32936,221.51182975,66.986893588,151.93783014,43.514494967,25.199478491,69.486910481,36.10294379,0.5865607139,12.000166292,6.3099324901,0.6433067793,1.4301786167,1.6082614241,6.1084230138,1.0660702182,37.698363493,2.1655820141,8.6659992226,1.746037187,7.5126907679,0.7454345279,14.994083986,0.8919586056,1.2321314598,1.1931890066,2.2280150652,149.68335109,6.7092240312,11.701780842,3.4968987915,3.9670660578,14.813900229,1.6826785401,8.8663611736,2.2425414626,7.1402234749,0.7352202882,2.4255110156,0.6377951069,4.0262049095,0.7674391224
49016,Franklin,VA,26940,213.95540408,79.96392075,131.59934521,42.98889274,21.932156172,54.88301783,22.182467677,0.4338325668,8.9734789532,5.5987351527,0.8757524234,1.3206824468,1.6299286194,14.867222995,0.4699355397,39.43607167,0.4933433847,10.499920899,1.4904986136,1.0974090482,1.2534173046,22.614818818,0.4751582369,1.2625993836,1.420432524,4.8956223046,86.083022203,8.4657681269,5.8954507727,5.8346759664,2.2474477577,18.974441662,1.5054100964,7.8956339698,3.2828181868,9.869432036,0.5310535336,2.0054710846,0.6035196414,1.6826103818,1.0047718413
49017,Fredericksburg,VA,326564,181.4876466,62.587675333,116.6169475,42.413172296,23.37299917,43.330447201,13.062030955,1.597239736,10.180445013,5.5564400087,1.2870104278,2.4485299344,1.3979316156,10.241671238,1.935100752,25.008671477,0.5253712277,6.6042182007,4.2217445352,2.0565470145,1.709166601,24.269826702,2.2434806052,1.7602324884,0.9018084931,3.4444032515,77.522016628,3.2814298626,6.324243559,3.049457291,2.0456580343,13.224545287,1.662408461,5.2832412815,0.8319396155,9.7172461236,0.225856544,1.7632823595,1.3109440321,2.8582440047,0.4895422044
49018,Front Royal,VA,37575,234.9855463,82.679001542,149.69544523,48.290442916,31.720649347,61.583206257,31.876385712,0.4874158133,17.269761166,3.5329911383,0.9186774772,1.2578696824,1.2975482986,19.897796724,2.4386578437,50.372535656,0.3688104782,9.6964228785,3.8572144403,3.3989657362,0.6850610087,20.317510478,0.6691599712,1.4714011937,1.5771775496,1.9387318116,116.3787452,8.9620545965,9.36145453,2.5479581035,1.5873156878,11.89588154,1.2129345399,4.6744016541,0.7738786723,6.5572855135,0.5582905306,1.3722999984,0.780519027,3.0599735634,0.7792641508
49019,Galax,VA,48263,198.50386367,88.30917499,107.97937757,26.610597859,22.937987021,47.863100873,28.265555043,0.4043509046,9.829747517,1.7967640113,0.797676007,1.0401632182,2.5657111294,8.5580005363,0.4948999461,49.7540625,0.4880990814,10.834306521,3.0273057072,0.9022174645,0.4819618315,25.857819259,0.4157843257,0.8377605285,0.8964945337,1.5485719582,77.549594462,5.0909632765,6.6223532963,2.1945680837,3.4926458582,12.77744579,1.0306913494,8.3490596345,0.5115479623,10.472157285,0.4789052297,1.0864881961,0.3433496267,3.9851307491,0.6491748133
49020,Gloucester,VA,54406,186.85327378,65.170521579,119.41803334,32.953765709,23.040945678,56.366631268,13.48657768,0.3190134137,10.117374707,2.166410929,1.1256382674,1.0671751666,2.9711014688,9.6089485555,0.5653717732,27.747785268,2.8668738768,13.982270112,2.6900185946,3.5839325541,0.4008308139,14.925619563,1.92803765,0.7430299147,1.036159247,1.6199953609,91.907947171,4.4417786875,7.4703033513,6.5497618375,2.6251617159,26.846991589,1.4829033003,4.2508313497,0.5017845192,8.4532016159,0.5093579079,1.4396544801,0.4107761265,1.9642484727,0.5999233722
49021,Grundy,VA,21998,169.42786807,58.988902488,107.96462196,31.980147404,23.48040736,41.762638256,19.595547441,0.7925572855,10.136157948,7.2192671135,1.0911788485,1.4411257741,1.4918228485,8.6390518405,0.7969373121,26.455566007,0.1516208148,11.001413222,1.7590264924,1.5458233801,0.4251296279,23.573067095,0.5892382492,1.1309492083,1.7126150208,2.1082894309,59.016545616,3.3220919466,5.6515732606,2.7847835296,2.6107053378,8.0370977983,1.3784005318,4.3507433317,0.7703272325,13.452560327,0.5335490823,1.3622366076,0.4257401262,1.7420606385,0.5192625027
49022,Hampton,VA,85024,317.81738634,121.77044178,194.01032706,77.467377327,27.524859727,59.684441024,24.745428194,0.619836824,14.751213768,6.8267260342,2.8474346261,2.0662101341,5.4262284242,21.45480721,1.7045411387,58.595230243,0.9496451677,12.450975391,4.8508229834,5.1402716428,1.5537849953,48.063337639,1.1830302766,2.5651093674,1.9531700815,7.4365591953,83.534893575,8.5344560406,8.3815267517,1.9164083959,3.1670818184,14.838533254,1.5286254129,25.476735529,3.8733189614,15.480533912,1.7102620174,6.7887937951,0.9159878828,2.9900732111,0.6599140809
49023,Harrisonburg,VA,150876,190.31150789,68.310092676,119.775755,45.764637472,26.402234669,36.820622859,23.575354348,0.7770146614,13.109151409,5.4084361228,0.6966489028,2.1551455617,2.2379566539,15.775851206,0.3222459112,37.242551116,0.7505051353,6.2066613061,3.249863762,2.8084981954,1.4146069337,18.3533727,0.1875612166,2.1527796546,1.0587386065,3.1884231096,44.280203284,3.700629782,7.5424720038,3.0323032401,3.1374219874,12.529665528,1.0311079188,8.1130363351,0.7357903665,8.4572298581,1.3899653007,1.4607744381,0.8372819302,3.162648982,0.9809406937
49024,Hopewell,VA,38526,213.81657604,76.759127285,134.62264386,49.126555014,23.654907726,44.731034053,29.573520395,0.6627332536,10.620118886,9.0052439563,0.9617440611,2.4197174611,1.6095401828,9.8368561928,1.1481343135,33.394300832,1.1869065648,7.0616997603,2.9806178275,3.2074718184,0.9420533736,28.597062145,0.9083004096,1.4599924533,0.8947802628,4.8305197221,65.921258329,6.2619184828,6.219006282,1.9473165406,5.2673942926,14.788803553,1.7955824399,12.321868313,2.270747172,5.5148503038,0.94945448,3.966091438,1.0958161438,4.8646279425,1.0117543841
49025,Hot Springs,VA,4731,261.29678141,90.113294544,168.54542894,49.030397203,29.199616685,71.829059155,50.437903709,0.8428009614,15.638954066,3.6160697907,3.1461007886,2.148606356,1.8820272505,24.359141091,1.2379942829,54.999837564,0.8008325966,8.3219397486,2.2026920662,1.4102769263,0.9372183784,18.744787185,1.1830863545,1.3560453835,1.5096217716,4.1289121605,107.46377639,4.8181224349,22.729602984,4.2768079952,3.7342941449,20.30441634,1.9626030008,13.286111755,0.629019379,9.5604959295,0.8389404096,2.485048355,1.247941709,2.3407765566,1.5348064676
49026,Kilmarnock,VA,29174,240.70370174,86.235719385,151.9365351,34.958009069,33.073744429,71.949411213,33.110708769,0.6759031789,20.504302709,4.0234509277,1.4907862413,2.069147285,2.0769263313,11.095601761,1.0173696486,38.9328418,1.0759467152,12.876167953,2.1871913364,1.6968831392,0.7726472997,27.09779991,1.5393340514,1.0766784468,1.255718174,2.385654008,204.08169457,4.0811754544,14.700411881,3.7745817905,6.1298506421,25.893515163,2.3342440547,7.9607797948,0.6170999423,14.892722321,0.7075553623,2.7173435877,0.672751833,2.288813707,1.0123213296
49027,Lebanon,VA,26183,238.40640736,101.63225583,134.71655811,38.340434375,25.53146018,57.340359787,22.997249181,0.7214176665,12.303319947,4.5720587543,0.9454332744,2.1617725343,1.7479473239,12.502293695,0.5950083322,50.69149978,0.1321494006,12.887652956,2.7084690761,2.3269076885,0.4240068203,37.435879499,0.8283199348,1.1829590505,1.8712994311,2.9269078546,92.427008057,4.8153131372,9.1318652955,3.7440475313,2.8635344004,11.810348694,2.0171833538,9.0341721314,1.0242646761,9.7211421085,0.7749038244,3.1436790599,0.3254722988,3.2084287865,0.4022164496
49028,Leesburg,VA,238562,228.17612375,77.63731573,148.40974745,55.130629608,25.419143755,54.059709603,13.130209333,2.9035455271,12.198391214,4.612473162,1.8177337096,1.0284302696,6.2448686869,10.084082692,1.1692652451,26.888536552,1.3425844944,7.000700112,3.9704408222,2.8887960109,1.5722983425,33.749713582,1.7859357559,3.496183738,0.6189424687,4.2970664806,77.012005743,8.815181284,8.2181283314,4.0330825469,2.8069627229,17.025015821,3.6014199219,11.022364481,0.9696498913,6.4846525953,1.2008227636,3.0787588833,1.9722164885,3.8294805226,0.4610039671
49029,Lexington,VA,35999,235.74177271,91.742532862,141.85971031,49.853259469,25.94491778,47.193385784,33.236620801,0.5586415525,12.742014159,8.2803342153,0.9075409384,3.7665806157,9.8861212858,13.153834077,3.0492634105,47.207958226,0.5447686864,9.3469512904,1.3412021638,0.9005442237,0.5952536887,26.619762642,0.74714475,0.8330312291,1.1390624646,1.9920995838,75.804837152,8.3579423263,5.9656054435,1.6894139896,7.1289399118,19.193376165,1.2844725265,12.532726452,0.4181208848,8.6285856407,0.5750344953,1.8417434317,0.8000185147,1.7361060182,1.0025824166
49030,Low Moor,VA,25709,193.85064897,76.812751931,114.32887188,31.943261543,22.932093908,44.39562459,28.450987281,0.9740620259,10.315918205,3.1210342314,1.7839896059,1.9937673571,1.0736942707,8.7735598585,0.6671472215,35.329680967,0.5357047922,7.77592088,2.1935363083,1.2082259516,0.7158719537,28.700061846,0.9677192187,0.8400919283,1.2807536782,5.0135091876,85.153558129,4.7756899348,4.1243068837,4.5504613274,2.1053372994,12.220820311,1.7882494522,12.542139204,0.9584601047,5.922098496,0.506328741,1.7609203236,0.9049225969,1.5447210293,0.8154153449
49031,Luray,VA,18085,267.86486025,118.52512246,146.95102708,47.295016337,29.877814942,56.225067093,39.109021276,0.7974340096,16.581427613,4.841935961,1.5086542731,2.3623700054,2.3372544678,16.714880185,0.8094897566,63.40902361,0.6708680691,8.4753604179,3.1810378616,2.4393365353,1.2419352752,37.862325266,0.8385985436,2.2969020535,1.8256699468,3.5124119372,99.616539393,5.7819956125,9.1729660121,3.3982444883,3.3961727161,16.74309459,1.1546123755,9.7585817504,0.9584281188,10.892037302,1.0820084468,2.2536533878,1.1327999595,3.3527880396,1.6473504182
49032,Lynchburg,VA,229098,184.15477013,68.317274362,113.65320587,41.120704669,24.147854979,35.318941189,26.817683569,0.5562822042,11.056459519,5.6531523894,0.8289748144,2.3445587707,1.9282628293,10.92239203,1.3575774588,41.199068337,0.864056897,6.1741902168,3.0215932974,2.6626276265,0.96250735,15.627721302,1.7223918018,1.8378800998,1.7507875209,2.5856405932,41.802669334,4.1669733985,5.3160687987,1.9288945862,3.3334626027,11.774928468,2.3386363311,9.6347747283,1.259568587,7.9746816708,1.2190440359,2.8395229668,0.9168212766,2.8642391939,1.1878246751
49033,Manassas,VA,227062,215.73302605,74.160215664,139.19471367,50.583329484,25.446050411,52.533773269,16.741241782,1.0959748773,12.232398392,9.9438945557,0.5716759689,0.9562995431,2.3039083305,12.29132772,0.9531649661,27.749839724,0.7878033786,7.5035908785,5.0958412557,2.0492359149,1.1048319744,24.11777176,0.8546815464,1.950778738,1.1496895165,3.2136568593,82.907725565,8.8594191222,7.6501652001,2.7870598481,3.8971486961,20.112924841,2.6902747112,8.6335797791,0.9639362047,12.678283671,0.801554978,1.541159799,1.6900238457,3.3842382414,0.4713441109
49034,Marion,VA,32208,251.16710108,99.74861197,149.8619821,33.336021209,25.417956051,64.90397474,26.778176742,0.3737689647,12.19742769,3.4634205759,0.9345018642,2.4301535674,1.79252732,10.819055833,0.3529194991,52.054338315,0.1193898178,9.4369053895,1.9261689311,4.0451093323,0.4622865588,32.193057887,1.0183904858,0.7176530806,1.2584996279,2.4726597137,114.06058677,5.5554698942,8.7338299266,10.552262312,5.1353234309,15.302758481,1.3623961337,23.644466715,1.1998963171,12.946292048,0.8612030059,0.9092937382,0.2896847573,4.9420075394,0.4316830287
49035,Martinsville,VA,67972,200.15029662,64.650745203,131.2643578,48.575453911,25.394335787,47.041833537,27.639970723,0.3399414552,12.1276838,7.9288289178,1.2070101123,1.2090787398,1.954859617,16.393667062,0.5372299907,28.744232951,0.4805976519,9.1098826097,2.4751975011,2.0051591815,0.6448791765,22.993076914,0.6507384888,1.8925513348,1.4453396314,4.503776083,75.287008318,4.553239933,6.567759021,3.0906019814,1.7098076356,13.256778246,1.0169319843,4.9945211605,1.52886427,71.618571411,2.5012338842,2.311290392,0.4272758089,3.704510678,0.595011232
49036,Nassawadox,VA,36451,175.6585375,48.855689281,124.78689124,23.512015557,26.672192117,64.723123886,21.344072611,0.2560817572,13.289406329,1.9173840559,0.8262361878,1.7910394911,1.0360044854,7.2114058836,0.4601196656,27.221988372,0.3647243892,12.976737496,3.2486566283,0.8121699418,0.6004470446,12.847214682,0.4895453148,0.6649636278,1.9609214835,1.4518910249,151.50452,5.0221020539,7.0679546438,4.5041823573,2.2965359756,9.6775580684,2.4167918694,8.4333643008,0.5118978103,9.0957374027,0.4754453006,1.9073010458,0.3414839782,2.3166284641,0.9663355312
49037,Newport News,VA,325513,212.52859619,75.91521642,134.20766496,55.769551648,25.240423866,41.19823152,18.011416007,0.5819220582,12.018274321,6.3136501722,1.5607904253,1.7894391552,4.8449637017,14.504917003,1.4858421165,41.849029018,0.8461527112,6.9064500779,3.2852216502,3.6767560564,1.4023702701,22.043286085,0.9935033951,2.3163524029,1.6672697142,4.5371850015,56.471701243,5.4715814911,7.5826578114,1.8399517597,2.7271160805,11.844046249,1.2184806233,8.200218394,1.3231279295,10.280526603,1.5379815844,2.8823533132,0.8585552243,2.6491521198,0.610999854
49038,Norfolk,VA,369041,217.19902141,78.023995693,136.79527391,63.761333544,20.769789687,35.129731118,48.004446455,0.6581760066,7.2640580489,8.3737173451,0.9386431721,2.256258202,3.3313084696,13.307747525,1.643573117,25.455993551,2.0813586175,6.7986583012,3.4438662303,3.2493758743,3.7119459505,32.802241416,1.500669645,2.9489120417,1.9179625643,4.9899173745,37.770313918,5.1673779152,4.4872731171,2.2945210667,4.1006488713,19.826057158,2.3536443548,9.7055699464,2.4675122224,9.6175797134,2.4505455459,3.7740276642,1.2772604485,2.6801049394,0.9413668863
49039,Norton,VA,33290,229.74283533,99.017511773,129.57419264,41.79725854,22.54761678,53.116174791,27.915166188,0.5470150738,9.3462363683,5.9629369894,1.7506456998,2.260254686,1.1779473714,11.287363099,0.2311326081,51.070574177,0.1808363352,10.074304627,5.5631372253,3.2073106478,0.7168770024,33.362929308,0.7222161202,2.8292728135,1.4076987168,3.8383831685,89.154491371,4.1142014524,8.5554110608,3.0026623127,2.7279871385,13.984606381,0.993992778,5.6143785013,0.6872066,10.652056226,0.4753332506,0.8643613895,0.5528935512,4.7586964526,0.4093398273
49040,Pearisburg,VA,20982,224.1717315,92.54211657,131.37770016,36.716982908,26.008934026,55.495017303,25.34492042,1.0568786515,13.345999732,3.2618477405,1.2185843848,1.5756740207,1.3225460121,13.741575109,0.9849079891,68.204379339,0.6034188701,11.250095417,2.4665999742,1.4303168574,0.4343702299,16.464466438,1.0774892718,1.5076620869,1.2696033597,2.2578078987,112.26836222,4.5336569723,8.7978759843,2.0227398585,29.201739281,8.6800517984,1.4054653649,9.437944024,1.0058838258,12.265324138,0.6289671816,2.6883545919,0.628238095,2.2745282064,0.9055480456
49041,Pennington Gap,VA,17969,214.35820204,108.55002264,102.92173071,28.62932189,20.917623272,47.233787409,18.282380722,0.6374555347,8.4530653168,4.6749676795,1.1000015265,2.7111458689,1.2398329186,6.9469943691,0.2428379096,63.86356685,0.2344647439,14.891781551,2.4733874512,1.5464090732,0.6710286486,30.934657644,0.8140402558,1.2830299186,1.5838561793,2.2785219901,65.336849433,3.0415449634,7.1992176904,1.9127202655,3.0455954308,12.367717868,1.1969722702,3.8246495735,0.6321516538,6.1702591928,0.4869147883,0.6599015107,0.6077376606,2.1455183162,0.4538051659
49042,Petersburg,VA,123401,242.7210259,102.09122293,137.49016273,50.731777887,23.765282362,44.471684145,26.426372826,0.5630836967,10.80375159,6.5319324378,1.2016716685,1.2139601641,1.3912214267,9.211540788,1.441108849,46.025314039,1.9388844049,7.4365679784,2.7746575905,3.4425102924,1.789854529,37.651479716,0.7269970808,2.6905314169,0.7376701873,3.5221369041,75.794943066,4.493949597,7.4757189911,2.0530134286,3.7235229313,18.151094756,1.4484465629,13.868104417,2.5890051898,5.4855481287,1.7643705719,2.9928301424,2.3781091978,2.8333253871,1.2441349881
